,Degree,Clustering Coefficient,Betweenness,Closeness,Shortest Path,Eigenvector,E In,E Out,E In Over E Out,ODF,Expansion,Cut Ratio,Conductance,Normalised Cut,Triangle Participation
graph_015_mu_0_3_node_443,17,0.2794117647058823,0.0002064909043241,0.4222316145393068,2.3683683683683685,0.0339968301105863,13.001,3.999,3.2514166666666666,0.235235294117647,0.0191763364661757,0.0050530886319035,0.1332967741935483,0.133428981291458,0.0623358887906616
graph_015_mu_0_3_node_212,29,0.1945812807881773,0.0008223942677077,0.4483842010771993,2.23023023023023,0.0437111265573842,18.004,10.996,1.637418181818182,0.3791724137931035,0.0527289395092821,0.0138944282393445,0.2339397163120568,0.2343032806687435,0.0863241061697045
graph_015_mu_0_3_node_105,31,0.1784946236559139,0.0012174006482149,0.4036363636363636,2.477477477477477,0.0134184761056115,16.07,14.93,1.077675641025641,0.4816129032258066,0.5667808107490021,0.0153980630194463,0.3172575054277029,0.3177510132267727,0.6053513326404427
graph_015_mu_0_3_node_270,91,0.0855464759959142,0.0069326017751005,0.4955357142857143,2.018018018018018,0.0927912116377469,62.024,28.976,2.140705619412516,0.3184175824175823,0.1389509836067559,0.0366135361823403,0.1893580932666322,0.1903183605353493,0.2926051695593633
graph_015_mu_0_3_node_696,21,0.0809523809523809,0.0006889462054526,0.4114497528830313,2.4304304304304303,0.0156546027462926,4.922,16.078,0.3065294117647058,0.7656190476190479,0.3331859491660892,0.0169033801918944,0.6204485470085468,0.6209795903310634,0.0827975118039825
graph_015_mu_0_3_node_540,43,0.0963414634146341,0.003163822081501,0.4599447513812155,2.174174174174174,0.0265385751847296,22.924,20.076,1.1422913165266109,0.4668837209302325,0.4158465442995813,0.0211069825763751,0.3045573325225499,0.305221128333789,0.4528178701827764
graph_015_mu_0_3_node_144,22,0.1168831168831168,0.0006738465373949,0.4051094890510949,2.468468468468469,0.0136147416212244,9.002,12.998,0.6925897435897436,0.590818181818182,0.2688419582370394,0.0136662696448242,0.4192661290322579,0.4196956020994717,0.186161982375071
graph_015_mu_0_3_node_235,30,0.1586206896551724,0.0007982990535204,0.430603448275862,2.3223223223223224,0.0376734394807166,19.01,10.99,1.7301818181818178,0.3663333333333332,0.0527031213190919,0.0138866125994579,0.2242477791116446,0.2246111692953542,0.0911489297362811
graph_015_mu_0_3_node_658,19,0.175438596491228,0.0004722697384742,0.3840830449826989,2.603603603603604,0.0088230078665368,11.002,7.998,1.3756785714285715,0.4209473684210525,0.1654373710787756,0.008409143596569,0.2665849462365591,0.2668492905447391,0.2275191113560236
graph_015_mu_0_3_node_18,23,0.0666666666666666,0.0007246662817704,0.3991210547343188,2.5055055055055053,0.015325872900786,9.862,13.138,0.7546114881850179,0.5712173913043478,0.264807288529672,0.0138440419716438,0.4002784227770902,0.400712543113741,0.1775330768535681
graph_015_mu_0_3_node_379,28,0.0687830687830687,0.0012756917089949,0.4247448979591837,2.354354354354354,0.0172489034339191,7.014,20.986,0.3343087719298245,0.7495,0.4341353390257147,0.0220646629003768,0.5993921921921921,0.6000853264710072,0.1448841856675684
graph_015_mu_0_3_node_660,30,0.082010582010582,0.0010734833749007,0.4141791044776119,2.414414414414414,0.0178298401058739,13.924,16.076,0.8666323529411765,0.5358666666666666,0.3330805258485342,0.0169014627242702,0.3660479210711768,0.3665792143396138,0.2667115698654745
graph_015_mu_0_3_node_142,15,0.1238095238095238,0.000221023083256,0.3712374581939799,2.6936936936936937,0.0075470973577807,7.001,7.999,0.8752678571428572,0.5332666666666667,0.1654491357846579,0.0084102364927438,0.3635770750988142,0.3638413825497117,0.1447881551018983
graph_015_mu_0_3_node_889,28,0.1851851851851851,0.0008979099714943,0.4074225122349103,2.454454454454454,0.015326146942026,14.113,13.887,1.026944055944056,0.4959642857142858,0.528858384854819,0.0143120818930565,0.3301561663143058,0.3306151528205665,0.5301719023611868
graph_015_mu_0_3_node_342,20,0.0473684210526315,0.0006644530427048,0.4263764404609475,2.345345345345345,0.0193527746242793,3.917,16.083,0.2443583099906629,0.8041500000000001,0.124031750024166,0.0185876294780773,0.6730275260970912,0.6735586988802332,0.0274495102365954
graph_015_mu_0_3_node_156,20,0.0789473684210526,0.0007135918938279,0.4023358840112767,2.4854854854854853,0.0130714945138536,8.801,11.199,0.7897492507492508,0.5599499999999998,0.2255602863538119,0.0118033478686307,0.3893801917112262,0.3897502392559412,0.1403793344044974
graph_015_mu_0_3_node_459,22,0.1515151515151515,0.0005738141515549,0.4193954659949622,2.3843843843843846,0.0287233073473357,12.004,9.996,1.2011873015873011,0.4543636363636362,0.0479343477746245,0.0126307676414246,0.2939757438110378,0.2943061246603017,0.0575526314457712
graph_015_mu_0_3_node_759,33,0.2172043010752688,0.0011187479943409,0.4141791044776119,2.414414414414414,0.0149120358476568,19.088,13.912,1.374969780219781,0.4215757575757574,0.52880861200283,0.0143453748734278,0.26717305273343,0.2676330177597081,0.6816118744922044
graph_015_mu_0_3_node_813,28,0.1243386243386243,0.0009725999555932,0.4389279437609842,2.2782782782782784,0.0343609982013387,14.009,13.991,1.0014102564102565,0.4996785714285714,0.0670921122744484,0.0176787794367826,0.3330556730091613,0.333518094062971,0.0671698020438997
graph_015_mu_0_3_node_498,14,0.0439560439560439,0.0003471661537767,0.3769811320754717,2.6526526526526526,0.006904485869194,4.0,10.0,0.4000000000000001,0.7142857142857141,0.2068248605910375,0.0105141737857203,0.5555555555555556,0.5558858938219403,0.082729944236415
graph_015_mu_0_3_node_949,30,0.1402116402116402,0.0009873340705365,0.3928430987023201,2.5455455455455454,0.0124165144174199,17.062,12.938,1.321385780885781,0.4312666666666668,0.4912174382498894,0.0133432719635612,0.2749945710198973,0.2754222897833878,0.6057261276362353
graph_015_mu_0_3_node_21,23,0.1541501976284585,0.0007310500682244,0.395017793594306,2.5315315315315314,0.0104808539122911,13.001,9.999,1.300255555555556,0.4347391304347827,0.2068141079028655,0.0105130712498879,0.2777432432432432,0.278073745024579,0.2688723187683488
graph_015_mu_0_3_node_77,31,0.1892473118279569,0.0009050727676903,0.4377738825591586,2.284284284284284,0.0443582158348574,24.004,6.996,3.4315238095238096,0.2256774193548386,0.0335490866888906,0.0088399576778597,0.1271922077922077,0.1274236412627842,0.1150980327349949
graph_015_mu_0_3_node_214,22,0.1471861471861472,0.0004217714191031,0.4155574043261231,2.4064064064064064,0.0241948584267993,13.004,8.996,1.4456666666666664,0.4089090909090909,0.0431388027722572,0.0113672136821058,0.2570031746031745,0.2573005336476843,0.0623487643271423
graph_015_mu_0_3_node_669,35,0.0957983193277311,0.0017089603562542,0.4079216006533279,2.4514514514514514,0.0167691682755742,17.002,17.998,0.9446875,0.5142285714285714,0.3722612196521029,0.0189233270219469,0.3461039886039885,0.3466988852514984,0.3516140277106461
graph_015_mu_0_3_node_841,18,0.1045751633986928,0.000529353895398,0.4124690338563171,2.4244244244244246,0.0162816514679141,5.023,12.977,0.3872902097902099,0.7209444444444444,0.1417718124630574,0.0143045801848792,0.563722608695652,0.5641512754004987,0.0435478977534336
