,Stability
graph_089_mu_0_3_node_317,1
graph_089_mu_0_3_node_42,0
graph_089_mu_0_3_node_119,0
graph_089_mu_0_3_node_680,0
graph_089_mu_0_3_node_180,0
graph_089_mu_0_3_node_161,0
graph_089_mu_0_3_node_133,1
graph_089_mu_0_3_node_813,0
graph_089_mu_0_3_node_265,1
graph_089_mu_0_3_node_856,1
graph_089_mu_0_3_node_902,1
graph_089_mu_0_3_node_589,1
graph_089_mu_0_3_node_974,1
graph_089_mu_0_3_node_971,0
graph_089_mu_0_3_node_163,1
graph_089_mu_0_3_node_534,0
graph_089_mu_0_3_node_127,0
graph_089_mu_0_3_node_243,1
graph_089_mu_0_3_node_573,0
graph_089_mu_0_3_node_29,0
graph_089_mu_0_3_node_525,1
graph_089_mu_0_3_node_266,0
graph_089_mu_0_3_node_891,0
graph_089_mu_0_3_node_850,1
graph_089_mu_0_3_node_335,1
graph_089_mu_0_3_node_767,1
graph_089_mu_0_3_node_551,0
graph_089_mu_0_3_node_516,0
graph_089_mu_0_3_node_137,1
graph_089_mu_0_3_node_944,1
graph_089_mu_0_3_node_579,0
graph_089_mu_0_3_node_467,1
graph_089_mu_0_3_node_894,1
graph_089_mu_0_3_node_455,0
graph_089_mu_0_3_node_952,0
graph_089_mu_0_3_node_56,0
graph_089_mu_0_3_node_567,1
graph_089_mu_0_3_node_111,0
graph_089_mu_0_3_node_574,0
graph_089_mu_0_3_node_603,1
graph_089_mu_0_3_node_464,0
graph_089_mu_0_3_node_524,0
graph_089_mu_0_3_node_246,0
graph_089_mu_0_3_node_490,1
graph_089_mu_0_3_node_160,0
graph_089_mu_0_3_node_457,1
graph_089_mu_0_3_node_903,0
graph_089_mu_0_3_node_844,1
graph_089_mu_0_3_node_841,1
graph_089_mu_0_3_node_87,0
graph_089_mu_0_3_node_852,1
graph_089_mu_0_3_node_171,0
graph_089_mu_0_3_node_132,0
graph_089_mu_0_3_node_760,1
graph_089_mu_0_3_node_987,0
graph_089_mu_0_3_node_687,1
graph_089_mu_0_3_node_61,1
graph_089_mu_0_3_node_535,0
graph_089_mu_0_3_node_961,0
graph_089_mu_0_3_node_436,0
graph_089_mu_0_3_node_621,0
graph_089_mu_0_3_node_612,0
graph_089_mu_0_3_node_242,0
graph_089_mu_0_3_node_877,1
graph_089_mu_0_3_node_12,0
graph_089_mu_0_3_node_492,0
graph_089_mu_0_3_node_207,1
graph_089_mu_0_3_node_635,1
graph_089_mu_0_3_node_344,1
graph_089_mu_0_3_node_102,0
graph_089_mu_0_3_node_606,0
graph_089_mu_0_3_node_232,0
graph_089_mu_0_3_node_277,0
graph_089_mu_0_3_node_701,1
graph_089_mu_0_3_node_834,1
graph_089_mu_0_3_node_964,0
graph_089_mu_0_3_node_175,1
graph_089_mu_0_3_node_694,1
graph_089_mu_0_3_node_562,1
graph_089_mu_0_3_node_692,0
graph_089_mu_0_3_node_679,0
graph_089_mu_0_3_node_178,0
graph_089_mu_0_3_node_466,0
graph_089_mu_0_3_node_614,0
graph_089_mu_0_3_node_585,0
graph_089_mu_0_3_node_968,0
graph_089_mu_0_3_node_690,0
graph_089_mu_0_3_node_890,0
graph_089_mu_0_3_node_584,1
graph_089_mu_0_3_node_543,1
graph_089_mu_0_3_node_379,0
graph_089_mu_0_3_node_369,0
graph_089_mu_0_3_node_297,0
graph_089_mu_0_3_node_793,0
graph_089_mu_0_3_node_786,1
graph_089_mu_0_3_node_250,0
graph_089_mu_0_3_node_226,1
graph_089_mu_0_3_node_176,0
graph_089_mu_0_3_node_168,1
graph_089_mu_0_3_node_401,0
graph_089_mu_0_3_node_538,0
graph_089_mu_0_3_node_362,1
graph_089_mu_0_3_node_389,0
graph_089_mu_0_3_node_367,1
graph_089_mu_0_3_node_208,0
graph_089_mu_0_3_node_738,0
graph_089_mu_0_3_node_245,0
graph_089_mu_0_3_node_259,1
graph_089_mu_0_3_node_966,1
graph_089_mu_0_3_node_963,1
graph_089_mu_0_3_node_91,0
graph_089_mu_0_3_node_874,1
graph_089_mu_0_3_node_713,0
graph_089_mu_0_3_node_989,0
graph_089_mu_0_3_node_766,0
graph_089_mu_0_3_node_136,1
graph_089_mu_0_3_node_616,0
graph_089_mu_0_3_node_631,1
graph_089_mu_0_3_node_578,0
graph_089_mu_0_3_node_853,0
graph_089_mu_0_3_node_345,1
graph_089_mu_0_3_node_580,1
graph_089_mu_0_3_node_837,1
graph_089_mu_0_3_node_95,0
graph_089_mu_0_3_node_626,1
graph_089_mu_0_3_node_624,1
graph_089_mu_0_3_node_292,0
graph_089_mu_0_3_node_749,0
graph_089_mu_0_3_node_544,0
graph_089_mu_0_3_node_552,0
graph_089_mu_0_3_node_428,0
graph_089_mu_0_3_node_341,0
graph_089_mu_0_3_node_875,1
graph_089_mu_0_3_node_703,1
graph_089_mu_0_3_node_195,1
graph_089_mu_0_3_node_953,1
graph_089_mu_0_3_node_238,0
graph_089_mu_0_3_node_30,0
graph_089_mu_0_3_node_130,0
graph_089_mu_0_3_node_15,1
graph_089_mu_0_3_node_264,1
graph_089_mu_0_3_node_89,0
graph_089_mu_0_3_node_346,1
graph_089_mu_0_3_node_310,0
graph_089_mu_0_3_node_385,0
graph_089_mu_0_3_node_575,0
graph_089_mu_0_3_node_950,1
graph_089_mu_0_3_node_155,1
graph_089_mu_0_3_node_955,0
graph_089_mu_0_3_node_100,0
graph_089_mu_0_3_node_821,1
graph_089_mu_0_3_node_998,0
graph_089_mu_0_3_node_382,1
graph_089_mu_0_3_node_496,1
graph_089_mu_0_3_node_531,1
graph_089_mu_0_3_node_995,0
graph_089_mu_0_3_node_497,0
graph_089_mu_0_3_node_970,1
graph_089_mu_0_3_node_124,0
graph_089_mu_0_3_node_278,1
graph_089_mu_0_3_node_28,1
graph_089_mu_0_3_node_7,0
graph_089_mu_0_3_node_200,1
graph_089_mu_0_3_node_979,0
graph_089_mu_0_3_node_59,0
graph_089_mu_0_3_node_86,1
graph_089_mu_0_3_node_557,1
graph_089_mu_0_3_node_50,0
graph_089_mu_0_3_node_249,0
graph_089_mu_0_3_node_540,0
graph_089_mu_0_3_node_118,1
graph_089_mu_0_3_node_582,0
graph_089_mu_0_3_node_5,0
graph_089_mu_0_3_node_986,1
graph_089_mu_0_3_node_716,0
graph_089_mu_0_3_node_81,1
graph_089_mu_0_3_node_590,1
graph_089_mu_0_3_node_55,1
graph_089_mu_0_3_node_19,0
graph_089_mu_0_3_node_10,1
graph_089_mu_0_3_node_733,1
graph_089_mu_0_3_node_450,0
graph_089_mu_0_3_node_898,0
graph_089_mu_0_3_node_66,0
graph_089_mu_0_3_node_78,1
graph_089_mu_0_3_node_608,1
graph_089_mu_0_3_node_108,0
graph_089_mu_0_3_node_868,0
graph_089_mu_0_3_node_269,1
graph_089_mu_0_3_node_906,0
graph_089_mu_0_3_node_65,0
graph_089_mu_0_3_node_2,0
graph_089_mu_0_3_node_247,0
graph_089_mu_0_3_node_539,1
graph_089_mu_0_3_node_115,0
graph_089_mu_0_3_node_825,0
graph_089_mu_0_3_node_167,0
graph_089_mu_0_3_node_11,0
graph_089_mu_0_3_node_523,1
graph_089_mu_0_3_node_45,0
graph_089_mu_0_3_node_441,0
graph_089_mu_0_3_node_755,1
graph_089_mu_0_3_node_142,0
graph_089_mu_0_3_node_319,1
graph_089_mu_0_3_node_39,1
graph_089_mu_0_3_node_876,1
graph_089_mu_0_3_node_177,0
graph_089_mu_0_3_node_637,1
graph_089_mu_0_3_node_203,0
graph_089_mu_0_3_node_96,0
graph_089_mu_0_3_node_942,0
graph_089_mu_0_3_node_139,0
graph_089_mu_0_3_node_204,0
graph_089_mu_0_3_node_485,1
graph_089_mu_0_3_node_154,1
graph_089_mu_0_3_node_150,0
graph_089_mu_0_3_node_33,1
graph_089_mu_0_3_node_470,1
graph_089_mu_0_3_node_141,0
graph_089_mu_0_3_node_700,0
graph_089_mu_0_3_node_80,0
graph_089_mu_0_3_node_183,0
graph_089_mu_0_3_node_773,0
graph_089_mu_0_3_node_758,1
graph_089_mu_0_3_node_306,0
graph_089_mu_0_3_node_447,1
graph_089_mu_0_3_node_430,1
graph_089_mu_0_3_node_318,0
graph_089_mu_0_3_node_3,0
graph_089_mu_0_3_node_253,0
graph_089_mu_0_3_node_568,0
graph_089_mu_0_3_node_495,1
graph_089_mu_0_3_node_946,0
graph_089_mu_0_3_node_165,1
graph_089_mu_0_3_node_387,1
graph_089_mu_0_3_node_276,0
graph_089_mu_0_3_node_597,0
graph_089_mu_0_3_node_533,0
graph_089_mu_0_3_node_725,1
graph_089_mu_0_3_node_48,1
graph_089_mu_0_3_node_326,1
graph_089_mu_0_3_node_223,1
graph_089_mu_0_3_node_879,1
graph_089_mu_0_3_node_761,1
graph_089_mu_0_3_node_140,1
graph_089_mu_0_3_node_445,1
graph_089_mu_0_3_node_799,0
graph_089_mu_0_3_node_429,0
graph_089_mu_0_3_node_358,1
graph_089_mu_0_3_node_843,0
graph_089_mu_0_3_node_778,0
graph_089_mu_0_3_node_900,1
graph_089_mu_0_3_node_190,1
graph_089_mu_0_3_node_218,1
graph_089_mu_0_3_node_678,0
graph_089_mu_0_3_node_4,1
graph_089_mu_0_3_node_870,1
graph_089_mu_0_3_node_215,1
graph_089_mu_0_3_node_339,0
graph_089_mu_0_3_node_296,1
graph_089_mu_0_3_node_777,0
graph_089_mu_0_3_node_110,0
graph_089_mu_0_3_node_489,0
graph_089_mu_0_3_node_654,0
graph_089_mu_0_3_node_494,0
graph_089_mu_0_3_node_372,0
graph_089_mu_0_3_node_289,1
graph_089_mu_0_3_node_748,1
graph_089_mu_0_3_node_576,0
graph_089_mu_0_3_node_117,1
graph_089_mu_0_3_node_923,1
graph_089_mu_0_3_node_623,0
graph_089_mu_0_3_node_179,1
graph_089_mu_0_3_node_615,1
graph_089_mu_0_3_node_321,0
graph_089_mu_0_3_node_925,1
graph_089_mu_0_3_node_398,1
graph_089_mu_0_3_node_244,1
graph_089_mu_0_3_node_945,1
graph_089_mu_0_3_node_948,0
graph_089_mu_0_3_node_824,0
graph_089_mu_0_3_node_169,0
graph_089_mu_0_3_node_433,1
graph_089_mu_0_3_node_630,0
graph_089_mu_0_3_node_542,0
graph_089_mu_0_3_node_125,0
graph_089_mu_0_3_node_592,0
graph_089_mu_0_3_node_151,0
graph_089_mu_0_3_node_636,1
graph_089_mu_0_3_node_918,1
graph_089_mu_0_3_node_305,0
graph_089_mu_0_3_node_21,0
graph_089_mu_0_3_node_949,0
graph_089_mu_0_3_node_426,1
graph_089_mu_0_3_node_605,0
graph_089_mu_0_3_node_424,1
graph_089_mu_0_3_node_461,1
graph_089_mu_0_3_node_483,0
graph_089_mu_0_3_node_549,0
graph_089_mu_0_3_node_138,1
graph_089_mu_0_3_node_267,1
graph_089_mu_0_3_node_77,0
graph_089_mu_0_3_node_826,0
graph_089_mu_0_3_node_189,1
graph_089_mu_0_3_node_954,0
graph_089_mu_0_3_node_188,1
graph_089_mu_0_3_node_632,0
graph_089_mu_0_3_node_311,0
graph_089_mu_0_3_node_172,0
graph_089_mu_0_3_node_308,1
graph_089_mu_0_3_node_867,0
graph_089_mu_0_3_node_914,1
graph_089_mu_0_3_node_122,0
graph_089_mu_0_3_node_916,1
graph_089_mu_0_3_node_936,0
graph_089_mu_0_3_node_661,1
graph_089_mu_0_3_node_977,0
graph_089_mu_0_3_node_816,1
graph_089_mu_0_3_node_82,1
graph_089_mu_0_3_node_854,0
graph_089_mu_0_3_node_237,0
graph_089_mu_0_3_node_412,0
graph_089_mu_0_3_node_845,0
graph_089_mu_0_3_node_84,1
graph_089_mu_0_3_node_512,1
graph_089_mu_0_3_node_454,0
graph_089_mu_0_3_node_83,1
graph_089_mu_0_3_node_982,1
graph_089_mu_0_3_node_121,0
graph_089_mu_0_3_node_988,0
graph_089_mu_0_3_node_293,1
graph_089_mu_0_3_node_51,0
graph_089_mu_0_3_node_347,0
graph_089_mu_0_3_node_610,0
graph_089_mu_0_3_node_939,0
graph_089_mu_0_3_node_157,0
graph_089_mu_0_3_node_408,1
graph_089_mu_0_3_node_505,0
graph_089_mu_0_3_node_40,1
graph_089_mu_0_3_node_173,1
graph_089_mu_0_3_node_849,1
graph_089_mu_0_3_node_997,0
graph_089_mu_0_3_node_360,1
graph_089_mu_0_3_node_689,1
graph_089_mu_0_3_node_135,0
graph_089_mu_0_3_node_97,1
graph_089_mu_0_3_node_332,1
graph_089_mu_0_3_node_313,0
graph_089_mu_0_3_node_58,0
graph_089_mu_0_3_node_24,1
graph_089_mu_0_3_node_710,1
graph_089_mu_0_3_node_809,0
graph_089_mu_0_3_node_472,0
graph_089_mu_0_3_node_170,0
graph_089_mu_0_3_node_714,1
graph_089_mu_0_3_node_897,0
graph_089_mu_0_3_node_69,1
graph_089_mu_0_3_node_560,0
graph_089_mu_0_3_node_224,0
graph_089_mu_0_3_node_860,0
graph_089_mu_0_3_node_800,1
graph_089_mu_0_3_node_926,1
graph_089_mu_0_3_node_896,0
graph_089_mu_0_3_node_6,1
graph_089_mu_0_3_node_548,0
graph_089_mu_0_3_node_67,1
graph_089_mu_0_3_node_414,0
graph_089_mu_0_3_node_443,0
graph_089_mu_0_3_node_980,0
graph_089_mu_0_3_node_162,0
graph_089_mu_0_3_node_186,1
graph_089_mu_0_3_node_934,0
graph_089_mu_0_3_node_99,0
graph_089_mu_0_3_node_640,0
graph_089_mu_0_3_node_72,1
graph_089_mu_0_3_node_304,0
graph_089_mu_0_3_node_487,0
graph_089_mu_0_3_node_587,0
graph_089_mu_0_3_node_992,0
graph_089_mu_0_3_node_93,1
graph_089_mu_0_3_node_536,0
graph_089_mu_0_3_node_60,1
graph_089_mu_0_3_node_619,1
graph_089_mu_0_3_node_148,0
graph_089_mu_0_3_node_553,0
graph_089_mu_0_3_node_566,0
graph_089_mu_0_3_node_599,0
graph_089_mu_0_3_node_299,1
graph_089_mu_0_3_node_595,1
graph_089_mu_0_3_node_74,0
graph_089_mu_0_3_node_501,0
graph_089_mu_0_3_node_468,1
graph_089_mu_0_3_node_442,0
graph_089_mu_0_3_node_685,0
graph_089_mu_0_3_node_268,0
graph_089_mu_0_3_node_846,1
graph_089_mu_0_3_node_840,0
graph_089_mu_0_3_node_706,0
graph_089_mu_0_3_node_885,0
graph_089_mu_0_3_node_392,1
graph_089_mu_0_3_node_75,0
graph_089_mu_0_3_node_613,0
graph_089_mu_0_3_node_994,0
graph_089_mu_0_3_node_784,0
graph_089_mu_0_3_node_126,1
graph_089_mu_0_3_node_439,0
graph_089_mu_0_3_node_859,0
graph_089_mu_0_3_node_912,0
graph_089_mu_0_3_node_336,0
graph_089_mu_0_3_node_301,1
graph_089_mu_0_3_node_555,0
graph_089_mu_0_3_node_775,0
graph_089_mu_0_3_node_577,0
graph_089_mu_0_3_node_354,0
graph_089_mu_0_3_node_780,0
graph_089_mu_0_3_node_561,0
graph_089_mu_0_3_node_526,1
graph_089_mu_0_3_node_452,1
graph_089_mu_0_3_node_907,1
graph_089_mu_0_3_node_620,1
graph_089_mu_0_3_node_120,0
graph_089_mu_0_3_node_978,0
graph_089_mu_0_3_node_639,1
graph_089_mu_0_3_node_474,0
graph_089_mu_0_3_node_704,1
graph_089_mu_0_3_node_275,0
graph_089_mu_0_3_node_273,0
