,Stability
graph_068_mu_0_3_node_725,0
graph_068_mu_0_3_node_239,1
graph_068_mu_0_3_node_123,0
graph_068_mu_0_3_node_602,0
graph_068_mu_0_3_node_168,1
graph_068_mu_0_3_node_720,0
graph_068_mu_0_3_node_48,0
graph_068_mu_0_3_node_474,1
graph_068_mu_0_3_node_205,1
graph_068_mu_0_3_node_846,0
graph_068_mu_0_3_node_666,0
graph_068_mu_0_3_node_991,1
graph_068_mu_0_3_node_541,0
graph_068_mu_0_3_node_398,0
graph_068_mu_0_3_node_3,1
graph_068_mu_0_3_node_20,1
graph_068_mu_0_3_node_743,0
graph_068_mu_0_3_node_111,1
graph_068_mu_0_3_node_952,1
graph_068_mu_0_3_node_659,0
graph_068_mu_0_3_node_25,1
graph_068_mu_0_3_node_547,0
graph_068_mu_0_3_node_117,1
graph_068_mu_0_3_node_809,0
graph_068_mu_0_3_node_870,1
graph_068_mu_0_3_node_384,0
graph_068_mu_0_3_node_631,0
graph_068_mu_0_3_node_252,1
graph_068_mu_0_3_node_498,0
graph_068_mu_0_3_node_214,1
graph_068_mu_0_3_node_446,0
graph_068_mu_0_3_node_135,0
graph_068_mu_0_3_node_603,0
graph_068_mu_0_3_node_646,0
graph_068_mu_0_3_node_355,0
graph_068_mu_0_3_node_729,1
graph_068_mu_0_3_node_827,1
graph_068_mu_0_3_node_342,1
graph_068_mu_0_3_node_690,0
graph_068_mu_0_3_node_271,1
graph_068_mu_0_3_node_58,1
graph_068_mu_0_3_node_76,0
graph_068_mu_0_3_node_80,0
graph_068_mu_0_3_node_825,0
graph_068_mu_0_3_node_761,0
graph_068_mu_0_3_node_253,1
graph_068_mu_0_3_node_507,1
graph_068_mu_0_3_node_806,0
graph_068_mu_0_3_node_630,1
graph_068_mu_0_3_node_880,0
graph_068_mu_0_3_node_623,0
graph_068_mu_0_3_node_421,0
graph_068_mu_0_3_node_634,1
graph_068_mu_0_3_node_662,0
graph_068_mu_0_3_node_382,0
graph_068_mu_0_3_node_107,1
