,Stability
graph_074_mu_0_3_node_183,1
graph_074_mu_0_3_node_639,0
graph_074_mu_0_3_node_490,1
graph_074_mu_0_3_node_866,0
graph_074_mu_0_3_node_4,0
graph_074_mu_0_3_node_818,1
graph_074_mu_0_3_node_12,0
graph_074_mu_0_3_node_582,1
graph_074_mu_0_3_node_162,1
graph_074_mu_0_3_node_584,0
graph_074_mu_0_3_node_190,1
graph_074_mu_0_3_node_330,0
graph_074_mu_0_3_node_34,0
graph_074_mu_0_3_node_594,0
graph_074_mu_0_3_node_73,0
graph_074_mu_0_3_node_220,0
graph_074_mu_0_3_node_104,0
graph_074_mu_0_3_node_568,1
graph_074_mu_0_3_node_227,1
graph_074_mu_0_3_node_863,0
graph_074_mu_0_3_node_112,1
graph_074_mu_0_3_node_685,0
graph_074_mu_0_3_node_338,0
graph_074_mu_0_3_node_815,1
graph_074_mu_0_3_node_709,0
graph_074_mu_0_3_node_108,0
graph_074_mu_0_3_node_172,1
graph_074_mu_0_3_node_813,1
graph_074_mu_0_3_node_710,1
