,Stability
graph_071_mu_0_3_node_362,1
graph_071_mu_0_3_node_1,1
graph_071_mu_0_3_node_571,0
graph_071_mu_0_3_node_359,0
graph_071_mu_0_3_node_99,1
graph_071_mu_0_3_node_259,1
graph_071_mu_0_3_node_690,1
graph_071_mu_0_3_node_599,0
graph_071_mu_0_3_node_170,0
graph_071_mu_0_3_node_612,0
graph_071_mu_0_3_node_522,0
graph_071_mu_0_3_node_180,1
graph_071_mu_0_3_node_124,0
graph_071_mu_0_3_node_874,1
graph_071_mu_0_3_node_994,0
graph_071_mu_0_3_node_413,1
graph_071_mu_0_3_node_136,0
graph_071_mu_0_3_node_581,1
graph_071_mu_0_3_node_529,0
graph_071_mu_0_3_node_198,0
graph_071_mu_0_3_node_956,1
graph_071_mu_0_3_node_885,1
graph_071_mu_0_3_node_998,0
graph_071_mu_0_3_node_930,0
graph_071_mu_0_3_node_825,0
graph_071_mu_0_3_node_580,0
graph_071_mu_0_3_node_852,0
graph_071_mu_0_3_node_336,0
graph_071_mu_0_3_node_521,1
graph_071_mu_0_3_node_467,1
graph_071_mu_0_3_node_210,1
graph_071_mu_0_3_node_564,0
graph_071_mu_0_3_node_987,0
graph_071_mu_0_3_node_388,1
graph_071_mu_0_3_node_313,0
graph_071_mu_0_3_node_21,1
graph_071_mu_0_3_node_363,0
graph_071_mu_0_3_node_729,0
graph_071_mu_0_3_node_920,0
graph_071_mu_0_3_node_18,1
graph_071_mu_0_3_node_984,0
graph_071_mu_0_3_node_865,1
graph_071_mu_0_3_node_468,0
graph_071_mu_0_3_node_304,0
graph_071_mu_0_3_node_275,1
graph_071_mu_0_3_node_308,0
graph_071_mu_0_3_node_463,0
graph_071_mu_0_3_node_733,1
graph_071_mu_0_3_node_273,1
graph_071_mu_0_3_node_681,1
graph_071_mu_0_3_node_708,0
graph_071_mu_0_3_node_843,0
graph_071_mu_0_3_node_724,1
graph_071_mu_0_3_node_622,1
graph_071_mu_0_3_node_401,0
graph_071_mu_0_3_node_906,0
graph_071_mu_0_3_node_644,1
graph_071_mu_0_3_node_84,0
graph_071_mu_0_3_node_139,1
