,Stability
graph_024_mu_0_3_node_542,0
graph_024_mu_0_3_node_701,1
graph_024_mu_0_3_node_545,0
graph_024_mu_0_3_node_329,0
graph_024_mu_0_3_node_986,0
graph_024_mu_0_3_node_273,0
graph_024_mu_0_3_node_174,1
graph_024_mu_0_3_node_173,1
graph_024_mu_0_3_node_491,1
graph_024_mu_0_3_node_719,0
graph_024_mu_0_3_node_728,0
graph_024_mu_0_3_node_647,0
graph_024_mu_0_3_node_66,1
graph_024_mu_0_3_node_400,0
graph_024_mu_0_3_node_167,0
graph_024_mu_0_3_node_480,1
graph_024_mu_0_3_node_397,1
graph_024_mu_0_3_node_355,0
graph_024_mu_0_3_node_214,0
graph_024_mu_0_3_node_438,0
graph_024_mu_0_3_node_819,0
graph_024_mu_0_3_node_529,0
graph_024_mu_0_3_node_419,1
graph_024_mu_0_3_node_578,0
graph_024_mu_0_3_node_638,1
graph_024_mu_0_3_node_227,1
graph_024_mu_0_3_node_703,0
graph_024_mu_0_3_node_689,1
graph_024_mu_0_3_node_90,0
graph_024_mu_0_3_node_659,1
graph_024_mu_0_3_node_182,0
graph_024_mu_0_3_node_900,1
graph_024_mu_0_3_node_280,0
graph_024_mu_0_3_node_501,0
graph_024_mu_0_3_node_119,0
graph_024_mu_0_3_node_141,0
graph_024_mu_0_3_node_266,1
graph_024_mu_0_3_node_737,0
graph_024_mu_0_3_node_234,1
graph_024_mu_0_3_node_838,0
graph_024_mu_0_3_node_713,0
graph_024_mu_0_3_node_528,0
graph_024_mu_0_3_node_69,0
graph_024_mu_0_3_node_41,1
graph_024_mu_0_3_node_803,1
graph_024_mu_0_3_node_747,1
graph_024_mu_0_3_node_237,1
graph_024_mu_0_3_node_488,0
graph_024_mu_0_3_node_869,0
graph_024_mu_0_3_node_395,1
graph_024_mu_0_3_node_163,0
graph_024_mu_0_3_node_781,0
graph_024_mu_0_3_node_93,1
graph_024_mu_0_3_node_405,0
graph_024_mu_0_3_node_579,0
graph_024_mu_0_3_node_393,0
graph_024_mu_0_3_node_763,1
graph_024_mu_0_3_node_18,1
