,Entropy
graph_097_mu_0_4_node_0,0.3835543
graph_097_mu_0_4_node_1,0.38361004
graph_097_mu_0_4_node_2,0.38007155
graph_097_mu_0_4_node_3,0.38434353
graph_097_mu_0_4_node_4,0.38066474
graph_097_mu_0_4_node_5,0.38310534
graph_097_mu_0_4_node_6,0.38434353
graph_097_mu_0_4_node_7,0.34406188
graph_097_mu_0_4_node_8,0.38434353
graph_097_mu_0_4_node_9,0.3768574
graph_097_mu_0_4_node_10,0.38167623
graph_097_mu_0_4_node_11,0.3801009
graph_097_mu_0_4_node_12,0.3696274
graph_097_mu_0_4_node_13,0.3528443
graph_097_mu_0_4_node_14,0.3831778
graph_097_mu_0_4_node_15,0.38010234
graph_097_mu_0_4_node_16,0.37842786
graph_097_mu_0_4_node_17,0.3722853
graph_097_mu_0_4_node_18,0.37343347
graph_097_mu_0_4_node_19,0.3485697
graph_097_mu_0_4_node_20,0.37576532
graph_097_mu_0_4_node_21,0.38361004
graph_097_mu_0_4_node_22,0.37590754
graph_097_mu_0_4_node_23,0.37787396
graph_097_mu_0_4_node_24,0.37910035
graph_097_mu_0_4_node_25,0.38310534
graph_097_mu_0_4_node_26,0.37787396
graph_097_mu_0_4_node_27,0.38167623
graph_097_mu_0_4_node_28,0.37711126
graph_097_mu_0_4_node_29,0.34748235
graph_097_mu_0_4_node_30,0.36835676
graph_097_mu_0_4_node_31,0.3759323
graph_097_mu_0_4_node_32,0.34971333
graph_097_mu_0_4_node_33,0.3462903
graph_097_mu_0_4_node_34,0.37216255
graph_097_mu_0_4_node_35,0.37874123
graph_097_mu_0_4_node_36,0.37195408
graph_097_mu_0_4_node_37,0.3669638
graph_097_mu_0_4_node_38,0.3817865
graph_097_mu_0_4_node_39,0.3824774
graph_097_mu_0_4_node_40,0.3736275
graph_097_mu_0_4_node_41,0.3588424
graph_097_mu_0_4_node_42,0.37576532
graph_097_mu_0_4_node_43,0.3806629
graph_097_mu_0_4_node_44,0.3588424
graph_097_mu_0_4_node_45,0.3817865
graph_097_mu_0_4_node_46,0.37016708
graph_097_mu_0_4_node_47,0.38003138
graph_097_mu_0_4_node_48,0.35852063
graph_097_mu_0_4_node_49,0.37757868
graph_097_mu_0_4_node_50,0.37737903
graph_097_mu_0_4_node_51,0.37576532
graph_097_mu_0_4_node_52,0.3661067
graph_097_mu_0_4_node_53,0.37586755
graph_097_mu_0_4_node_54,0.3737853
graph_097_mu_0_4_node_55,0.34441674
graph_097_mu_0_4_node_56,0.37809694
graph_097_mu_0_4_node_57,0.3696272
graph_097_mu_0_4_node_58,0.37576532
graph_097_mu_0_4_node_59,0.38010234
graph_097_mu_0_4_node_60,0.36423218
graph_097_mu_0_4_node_61,0.37576532
graph_097_mu_0_4_node_62,0.3518446
graph_097_mu_0_4_node_63,0.37959307
graph_097_mu_0_4_node_64,0.37576532
graph_097_mu_0_4_node_65,0.38435817
graph_097_mu_0_4_node_66,0.3737853
graph_097_mu_0_4_node_67,0.38098904
graph_097_mu_0_4_node_68,0.37401602
graph_097_mu_0_4_node_69,0.3580077
graph_097_mu_0_4_node_70,0.37174538
graph_097_mu_0_4_node_71,0.3731717
graph_097_mu_0_4_node_72,0.37240073
graph_097_mu_0_4_node_73,0.3737853
graph_097_mu_0_4_node_74,0.3824774
graph_097_mu_0_4_node_75,0.3588424
graph_097_mu_0_4_node_76,0.36953688
graph_097_mu_0_4_node_77,0.35835376
graph_097_mu_0_4_node_78,0.3468409
graph_097_mu_0_4_node_79,0.36953688
graph_097_mu_0_4_node_80,0.37809694
graph_097_mu_0_4_node_81,0.37737456
graph_097_mu_0_4_node_82,0.3709149
graph_097_mu_0_4_node_83,0.37583756
graph_097_mu_0_4_node_84,0.38454914
graph_097_mu_0_4_node_85,0.37576532
graph_097_mu_0_4_node_86,0.37576532
graph_097_mu_0_4_node_87,0.38361004
graph_097_mu_0_4_node_88,0.37020105
graph_097_mu_0_4_node_89,0.37541276
graph_097_mu_0_4_node_90,0.3719688
graph_097_mu_0_4_node_91,0.38361004
graph_097_mu_0_4_node_92,0.38178515
graph_097_mu_0_4_node_93,0.38066438
graph_097_mu_0_4_node_94,0.36953688
graph_097_mu_0_4_node_95,0.38342506
graph_097_mu_0_4_node_96,0.38066438
graph_097_mu_0_4_node_97,0.37315324
graph_097_mu_0_4_node_98,0.35569325
graph_097_mu_0_4_node_99,0.36953688
graph_097_mu_0_4_node_100,0.38010234
graph_097_mu_0_4_node_101,0.35410926
graph_097_mu_0_4_node_102,0.3756893
graph_097_mu_0_4_node_103,0.3806629
graph_097_mu_0_4_node_104,0.37809694
graph_097_mu_0_4_node_105,0.37809694
graph_097_mu_0_4_node_106,0.3669638
graph_097_mu_0_4_node_107,0.37249905
graph_097_mu_0_4_node_108,0.3817865
graph_097_mu_0_4_node_109,0.37971824
graph_097_mu_0_4_node_110,0.37995753
graph_097_mu_0_4_node_111,0.37809694
graph_097_mu_0_4_node_112,0.3669638
graph_097_mu_0_4_node_113,0.38026845
graph_097_mu_0_4_node_114,0.37260416
graph_097_mu_0_4_node_115,0.38118824
graph_097_mu_0_4_node_116,0.38006377
graph_097_mu_0_4_node_117,0.36517558
graph_097_mu_0_4_node_118,0.38454914
graph_097_mu_0_4_node_119,0.38007155
graph_097_mu_0_4_node_120,0.37711743
graph_097_mu_0_4_node_121,0.37260666
graph_097_mu_0_4_node_122,0.37809837
graph_097_mu_0_4_node_123,0.37809837
graph_097_mu_0_4_node_124,0.3777097
graph_097_mu_0_4_node_125,0.34854904
graph_097_mu_0_4_node_126,0.3741776
graph_097_mu_0_4_node_127,0.37809694
graph_097_mu_0_4_node_128,0.3824774
graph_097_mu_0_4_node_129,0.3835543
graph_097_mu_0_4_node_130,0.37787396
graph_097_mu_0_4_node_131,0.3588424
graph_097_mu_0_4_node_132,0.3826568
graph_097_mu_0_4_node_133,0.37864965
graph_097_mu_0_4_node_134,0.37741125
graph_097_mu_0_4_node_135,0.37729424
graph_097_mu_0_4_node_136,0.38434353
graph_097_mu_0_4_node_137,0.38007155
graph_097_mu_0_4_node_138,0.38010326
graph_097_mu_0_4_node_139,0.3588424
graph_097_mu_0_4_node_140,0.3535797
graph_097_mu_0_4_node_141,0.38454914
graph_097_mu_0_4_node_142,0.37787396
graph_097_mu_0_4_node_143,0.36970702
graph_097_mu_0_4_node_144,0.35130775
graph_097_mu_0_4_node_145,0.37787396
graph_097_mu_0_4_node_146,0.38167623
graph_097_mu_0_4_node_147,0.38167623
graph_097_mu_0_4_node_148,0.3588424
graph_097_mu_0_4_node_149,0.38167623
graph_097_mu_0_4_node_150,0.34847498
graph_097_mu_0_4_node_151,0.38003138
graph_097_mu_0_4_node_152,0.34939283
graph_097_mu_0_4_node_153,0.38007155
graph_097_mu_0_4_node_154,0.38148645
graph_097_mu_0_4_node_155,0.3588424
graph_097_mu_0_4_node_156,0.38310534
graph_097_mu_0_4_node_157,0.37734154
graph_097_mu_0_4_node_158,0.38302016
graph_097_mu_0_4_node_159,0.37590754
graph_097_mu_0_4_node_160,0.3831778
graph_097_mu_0_4_node_161,0.3542316
graph_097_mu_0_4_node_162,0.35144794
graph_097_mu_0_4_node_163,0.36305633
graph_097_mu_0_4_node_164,0.3669638
graph_097_mu_0_4_node_165,0.37576532
graph_097_mu_0_4_node_166,0.34960547
graph_097_mu_0_4_node_167,0.37506476
graph_097_mu_0_4_node_168,0.37723467
graph_097_mu_0_4_node_169,0.3669638
graph_097_mu_0_4_node_170,0.3669638
graph_097_mu_0_4_node_171,0.36339855
graph_097_mu_0_4_node_172,0.3753223
graph_097_mu_0_4_node_173,0.36441022
graph_097_mu_0_4_node_174,0.3486237
graph_097_mu_0_4_node_175,0.36036494
graph_097_mu_0_4_node_176,0.38241813
graph_097_mu_0_4_node_177,0.3719357
graph_097_mu_0_4_node_178,0.35419294
graph_097_mu_0_4_node_179,0.38118824
graph_097_mu_0_4_node_180,0.3837297
graph_097_mu_0_4_node_181,0.36953688
graph_097_mu_0_4_node_182,0.34732264
graph_097_mu_0_4_node_183,0.3752071
graph_097_mu_0_4_node_184,0.35817626
graph_097_mu_0_4_node_185,0.36906245
graph_097_mu_0_4_node_186,0.3588424
graph_097_mu_0_4_node_187,0.3824774
graph_097_mu_0_4_node_188,0.3701474
graph_097_mu_0_4_node_189,0.37033722
graph_097_mu_0_4_node_190,0.373663
graph_097_mu_0_4_node_191,0.38095483
graph_097_mu_0_4_node_192,0.3777044
graph_097_mu_0_4_node_193,0.38411862
graph_097_mu_0_4_node_194,0.34765705
graph_097_mu_0_4_node_195,0.37318382
graph_097_mu_0_4_node_196,0.37080732
graph_097_mu_0_4_node_197,0.37033722
graph_097_mu_0_4_node_198,0.36953688
graph_097_mu_0_4_node_199,0.3684795
graph_097_mu_0_4_node_200,0.35588568
graph_097_mu_0_4_node_201,0.37373403
graph_097_mu_0_4_node_202,0.34752405
graph_097_mu_0_4_node_203,0.37576532
graph_097_mu_0_4_node_204,0.35086277
graph_097_mu_0_4_node_205,0.3837297
graph_097_mu_0_4_node_206,0.37576532
graph_097_mu_0_4_node_207,0.35740063
graph_097_mu_0_4_node_208,0.38007155
graph_097_mu_0_4_node_209,0.3737853
graph_097_mu_0_4_node_210,0.36918652
graph_097_mu_0_4_node_211,0.3588424
graph_097_mu_0_4_node_212,0.3541018
graph_097_mu_0_4_node_213,0.3669638
graph_097_mu_0_4_node_214,0.35451472
graph_097_mu_0_4_node_215,0.37998378
graph_097_mu_0_4_node_216,0.38112855
graph_097_mu_0_4_node_217,0.38007155
graph_097_mu_0_4_node_218,0.37741125
graph_097_mu_0_4_node_219,0.3669638
graph_097_mu_0_4_node_220,0.38259462
graph_097_mu_0_4_node_221,0.3773665
graph_097_mu_0_4_node_222,0.3669638
graph_097_mu_0_4_node_223,0.379409
graph_097_mu_0_4_node_224,0.37809837
graph_097_mu_0_4_node_225,0.37741125
graph_097_mu_0_4_node_226,0.3669638
graph_097_mu_0_4_node_227,0.36505944
graph_097_mu_0_4_node_228,0.37056208
graph_097_mu_0_4_node_229,0.3476457
graph_097_mu_0_4_node_230,0.37741125
graph_097_mu_0_4_node_231,0.3700205
graph_097_mu_0_4_node_232,0.36446434
graph_097_mu_0_4_node_233,0.3817865
graph_097_mu_0_4_node_234,0.3719688
graph_097_mu_0_4_node_235,0.38010234
graph_097_mu_0_4_node_236,0.38007155
graph_097_mu_0_4_node_237,0.3719688
graph_097_mu_0_4_node_238,0.36945307
graph_097_mu_0_4_node_239,0.37158832
graph_097_mu_0_4_node_240,0.3677909
graph_097_mu_0_4_node_241,0.3532237
graph_097_mu_0_4_node_242,0.37128612
graph_097_mu_0_4_node_243,0.3717453
graph_097_mu_0_4_node_244,0.38454914
graph_097_mu_0_4_node_245,0.37376952
graph_097_mu_0_4_node_246,0.36953688
graph_097_mu_0_4_node_247,0.36861736
graph_097_mu_0_4_node_248,0.37809837
graph_097_mu_0_4_node_249,0.38118824
graph_097_mu_0_4_node_250,0.3824774
graph_097_mu_0_4_node_251,0.3831778
graph_097_mu_0_4_node_252,0.3742977
graph_097_mu_0_4_node_253,0.3737853
graph_097_mu_0_4_node_254,0.34458053
graph_097_mu_0_4_node_255,0.381358
graph_097_mu_0_4_node_256,0.38310534
graph_097_mu_0_4_node_257,0.37787396
graph_097_mu_0_4_node_258,0.35594848
graph_097_mu_0_4_node_259,0.3833804
graph_097_mu_0_4_node_260,0.3806629
graph_097_mu_0_4_node_261,0.37258765
graph_097_mu_0_4_node_262,0.3824774
graph_097_mu_0_4_node_263,0.36020166
graph_097_mu_0_4_node_264,0.37995753
graph_097_mu_0_4_node_265,0.38361004
graph_097_mu_0_4_node_266,0.38282984
graph_097_mu_0_4_node_267,0.3588424
graph_097_mu_0_4_node_268,0.38007155
graph_097_mu_0_4_node_269,0.38434353
graph_097_mu_0_4_node_270,0.38361004
