,Entropy
graph_091_mu_0_3_node_0,0.42969763
graph_091_mu_0_3_node_1,0.46813786
graph_091_mu_0_3_node_2,0.42711458
graph_091_mu_0_3_node_3,0.4132189
graph_091_mu_0_3_node_4,0.43900022
graph_091_mu_0_3_node_5,0.5117666
graph_091_mu_0_3_node_6,0.47020337
graph_091_mu_0_3_node_7,0.45704406
graph_091_mu_0_3_node_8,0.43783545
graph_091_mu_0_3_node_9,0.47020337
graph_091_mu_0_3_node_10,0.48386964
graph_091_mu_0_3_node_11,0.48386964
graph_091_mu_0_3_node_12,0.4674134
graph_091_mu_0_3_node_13,0.46387953
graph_091_mu_0_3_node_14,0.46732494
graph_091_mu_0_3_node_15,0.5125585
graph_091_mu_0_3_node_16,0.5125585
graph_091_mu_0_3_node_17,0.51156133
graph_091_mu_0_3_node_18,0.48647034
graph_091_mu_0_3_node_19,0.50257033
graph_091_mu_0_3_node_20,0.47020337
graph_091_mu_0_3_node_21,0.5170968
graph_091_mu_0_3_node_22,0.51156133
graph_091_mu_0_3_node_23,0.48945758
graph_091_mu_0_3_node_24,0.4528316
graph_091_mu_0_3_node_25,0.4677367
graph_091_mu_0_3_node_26,0.48386964
graph_091_mu_0_3_node_27,0.43927637
graph_091_mu_0_3_node_28,0.46813786
graph_091_mu_0_3_node_29,0.45272994
graph_091_mu_0_3_node_30,0.46813786
graph_091_mu_0_3_node_31,0.4248547
graph_091_mu_0_3_node_32,0.51706845
graph_091_mu_0_3_node_33,0.4132189
graph_091_mu_0_3_node_34,0.45114335
graph_091_mu_0_3_node_35,0.51156133
graph_091_mu_0_3_node_36,0.5117666
graph_091_mu_0_3_node_37,0.51156133
graph_091_mu_0_3_node_38,0.48386964
graph_091_mu_0_3_node_39,0.4187136
graph_091_mu_0_3_node_40,0.42969763
graph_091_mu_0_3_node_41,0.42969763
graph_091_mu_0_3_node_42,0.5023714
graph_091_mu_0_3_node_43,0.4678227
graph_091_mu_0_3_node_44,0.5125585
graph_091_mu_0_3_node_45,0.43840042
graph_091_mu_0_3_node_46,0.48386964
graph_091_mu_0_3_node_47,0.46813786
graph_091_mu_0_3_node_48,0.48386964
graph_091_mu_0_3_node_49,0.42711458
graph_091_mu_0_3_node_50,0.48945758
graph_091_mu_0_3_node_51,0.4132189
graph_091_mu_0_3_node_52,0.4353264
graph_091_mu_0_3_node_53,0.4515091
graph_091_mu_0_3_node_54,0.5153988
graph_091_mu_0_3_node_55,0.4132189
graph_091_mu_0_3_node_56,0.42805886
graph_091_mu_0_3_node_57,0.50257033
graph_091_mu_0_3_node_58,0.48386964
graph_091_mu_0_3_node_59,0.5117666
graph_091_mu_0_3_node_60,0.4132189
graph_091_mu_0_3_node_61,0.47605768
graph_091_mu_0_3_node_62,0.45427904
graph_091_mu_0_3_node_63,0.41294715
graph_091_mu_0_3_node_64,0.4131255
graph_091_mu_0_3_node_65,0.4662224
graph_091_mu_0_3_node_66,0.45714417
graph_091_mu_0_3_node_67,0.48623517
graph_091_mu_0_3_node_68,0.45715076
graph_091_mu_0_3_node_69,0.45814985
graph_091_mu_0_3_node_70,0.4659496
graph_091_mu_0_3_node_71,0.43262157
graph_091_mu_0_3_node_72,0.45285505
graph_091_mu_0_3_node_73,0.51706845
graph_091_mu_0_3_node_74,0.42711458
graph_091_mu_0_3_node_75,0.42711458
graph_091_mu_0_3_node_76,0.42969763
graph_091_mu_0_3_node_77,0.42909357
graph_091_mu_0_3_node_78,0.42711458
graph_091_mu_0_3_node_79,0.45814985
graph_091_mu_0_3_node_80,0.42711458
graph_091_mu_0_3_node_81,0.4301523
graph_091_mu_0_3_node_82,0.45678115
graph_091_mu_0_3_node_83,0.45679873
graph_091_mu_0_3_node_84,0.5125585
graph_091_mu_0_3_node_85,0.42711458
graph_091_mu_0_3_node_86,0.4132189
graph_091_mu_0_3_node_87,0.42711458
graph_091_mu_0_3_node_88,0.51156133
graph_091_mu_0_3_node_89,0.42969763
graph_091_mu_0_3_node_90,0.45683628
graph_091_mu_0_3_node_91,0.4777534
graph_091_mu_0_3_node_92,0.4132189
graph_091_mu_0_3_node_93,0.45715076
graph_091_mu_0_3_node_94,0.4528316
graph_091_mu_0_3_node_95,0.42934796
graph_091_mu_0_3_node_96,0.4566842
graph_091_mu_0_3_node_97,0.438614
graph_091_mu_0_3_node_98,0.45653692
graph_091_mu_0_3_node_99,0.45665967
graph_091_mu_0_3_node_100,0.48386964
graph_091_mu_0_3_node_101,0.46796295
graph_091_mu_0_3_node_102,0.42711458
graph_091_mu_0_3_node_103,0.5125585
graph_091_mu_0_3_node_104,0.48386964
graph_091_mu_0_3_node_105,0.469003
graph_091_mu_0_3_node_106,0.48945758
graph_091_mu_0_3_node_107,0.47923097
graph_091_mu_0_3_node_108,0.45780927
graph_091_mu_0_3_node_109,0.4748358
graph_091_mu_0_3_node_110,0.4132189
graph_091_mu_0_3_node_111,0.42969763
graph_091_mu_0_3_node_112,0.46813786
graph_091_mu_0_3_node_113,0.42969763
graph_091_mu_0_3_node_114,0.47444916
graph_091_mu_0_3_node_115,0.45814985
graph_091_mu_0_3_node_116,0.4132189
graph_091_mu_0_3_node_117,0.43927765
graph_091_mu_0_3_node_118,0.43780565
graph_091_mu_0_3_node_119,0.4699159
graph_091_mu_0_3_node_120,0.51156133
graph_091_mu_0_3_node_121,0.43746492
graph_091_mu_0_3_node_122,0.5170968
graph_091_mu_0_3_node_123,0.41323578
graph_091_mu_0_3_node_124,0.5117666
graph_091_mu_0_3_node_125,0.50257033
graph_091_mu_0_3_node_126,0.46785003
graph_091_mu_0_3_node_127,0.48386964
graph_091_mu_0_3_node_128,0.45155782
graph_091_mu_0_3_node_129,0.43369573
graph_091_mu_0_3_node_130,0.42711458
graph_091_mu_0_3_node_131,0.42460963
graph_091_mu_0_3_node_132,0.45294744
graph_091_mu_0_3_node_133,0.42969763
graph_091_mu_0_3_node_134,0.45640272
graph_091_mu_0_3_node_135,0.42969763
graph_091_mu_0_3_node_136,0.44931105
graph_091_mu_0_3_node_137,0.48386964
graph_091_mu_0_3_node_138,0.42711458
graph_091_mu_0_3_node_139,0.42969763
graph_091_mu_0_3_node_140,0.4749424
graph_091_mu_0_3_node_141,0.42969763
graph_091_mu_0_3_node_142,0.4887308
graph_091_mu_0_3_node_143,0.5117666
graph_091_mu_0_3_node_144,0.46867517
graph_091_mu_0_3_node_145,0.42050904
graph_091_mu_0_3_node_146,0.42622522
graph_091_mu_0_3_node_147,0.47020337
graph_091_mu_0_3_node_148,0.4131255
graph_091_mu_0_3_node_149,0.5117666
graph_091_mu_0_3_node_150,0.43915838
graph_091_mu_0_3_node_151,0.5117666
graph_091_mu_0_3_node_152,0.46813786
graph_091_mu_0_3_node_153,0.42711458
graph_091_mu_0_3_node_154,0.43204382
graph_091_mu_0_3_node_155,0.5023714
graph_091_mu_0_3_node_156,0.4680406
graph_091_mu_0_3_node_157,0.5170968
graph_091_mu_0_3_node_158,0.44420442
graph_091_mu_0_3_node_159,0.5117666
graph_091_mu_0_3_node_160,0.45163557
graph_091_mu_0_3_node_161,0.42711458
graph_091_mu_0_3_node_162,0.46723142
graph_091_mu_0_3_node_163,0.42711458
graph_091_mu_0_3_node_164,0.47005945
graph_091_mu_0_3_node_165,0.5125585
graph_091_mu_0_3_node_166,0.42711458
graph_091_mu_0_3_node_167,0.44609728
graph_091_mu_0_3_node_168,0.41317445
graph_091_mu_0_3_node_169,0.4132189
graph_091_mu_0_3_node_170,0.4132189
graph_091_mu_0_3_node_171,0.43659088
graph_091_mu_0_3_node_172,0.42711458
graph_091_mu_0_3_node_173,0.46754292
graph_091_mu_0_3_node_174,0.4131255
graph_091_mu_0_3_node_175,0.42711458
graph_091_mu_0_3_node_176,0.4132189
graph_091_mu_0_3_node_177,0.42711458
graph_091_mu_0_3_node_178,0.4132189
