,Entropy
graph_0105_mu_0_4_node_0,0.30953336
graph_0105_mu_0_4_node_1,0.3083194
graph_0105_mu_0_4_node_2,0.3075006
graph_0105_mu_0_4_node_3,0.31366575
graph_0105_mu_0_4_node_4,0.31355897
graph_0105_mu_0_4_node_5,0.31223938
graph_0105_mu_0_4_node_6,0.31503895
graph_0105_mu_0_4_node_7,0.3181536
graph_0105_mu_0_4_node_8,0.31847566
graph_0105_mu_0_4_node_9,0.31223938
graph_0105_mu_0_4_node_10,0.2999384
graph_0105_mu_0_4_node_11,0.31543505
graph_0105_mu_0_4_node_12,0.31543505
graph_0105_mu_0_4_node_13,0.3068311
graph_0105_mu_0_4_node_14,0.31496802
graph_0105_mu_0_4_node_15,0.31362018
graph_0105_mu_0_4_node_16,0.31869027
graph_0105_mu_0_4_node_17,0.31355897
graph_0105_mu_0_4_node_18,0.3153353
graph_0105_mu_0_4_node_19,0.30960917
graph_0105_mu_0_4_node_20,0.2932596
graph_0105_mu_0_4_node_21,0.32024267
graph_0105_mu_0_4_node_22,0.28886306
graph_0105_mu_0_4_node_23,0.2909582
graph_0105_mu_0_4_node_24,0.2918874
graph_0105_mu_0_4_node_25,0.3086323
graph_0105_mu_0_4_node_26,0.32024267
graph_0105_mu_0_4_node_27,0.317062
graph_0105_mu_0_4_node_28,0.31139776
graph_0105_mu_0_4_node_29,0.31143877
graph_0105_mu_0_4_node_30,0.31516147
graph_0105_mu_0_4_node_31,0.31362787
graph_0105_mu_0_4_node_32,0.3070593
graph_0105_mu_0_4_node_33,0.31840038
graph_0105_mu_0_4_node_34,0.3070593
graph_0105_mu_0_4_node_35,0.31139776
graph_0105_mu_0_4_node_36,0.31384674
graph_0105_mu_0_4_node_37,0.31536302
graph_0105_mu_0_4_node_38,0.31194714
graph_0105_mu_0_4_node_39,0.31475624
graph_0105_mu_0_4_node_40,0.31466872
graph_0105_mu_0_4_node_41,0.31543505
graph_0105_mu_0_4_node_42,0.3174691
graph_0105_mu_0_4_node_43,0.31034
graph_0105_mu_0_4_node_44,0.31314713
graph_0105_mu_0_4_node_45,0.3159447
graph_0105_mu_0_4_node_46,0.3181536
graph_0105_mu_0_4_node_47,0.31115916
graph_0105_mu_0_4_node_48,0.31096223
graph_0105_mu_0_4_node_49,0.3070593
graph_0105_mu_0_4_node_50,0.31404346
graph_0105_mu_0_4_node_51,0.3127326
graph_0105_mu_0_4_node_52,0.29358858
graph_0105_mu_0_4_node_53,0.31883362
graph_0105_mu_0_4_node_54,0.31034
graph_0105_mu_0_4_node_55,0.31725872
graph_0105_mu_0_4_node_56,0.3069939
graph_0105_mu_0_4_node_57,0.31029126
graph_0105_mu_0_4_node_58,0.3159447
graph_0105_mu_0_4_node_59,0.3068692
graph_0105_mu_0_4_node_60,0.29726535
graph_0105_mu_0_4_node_61,0.3068692
graph_0105_mu_0_4_node_62,0.3113538
graph_0105_mu_0_4_node_63,0.31883362
graph_0105_mu_0_4_node_64,0.31883362
graph_0105_mu_0_4_node_65,0.309361
graph_0105_mu_0_4_node_66,0.32024267
graph_0105_mu_0_4_node_67,0.3070593
graph_0105_mu_0_4_node_68,0.31402922
graph_0105_mu_0_4_node_69,0.31869027
graph_0105_mu_0_4_node_70,0.31869027
graph_0105_mu_0_4_node_71,0.31432208
graph_0105_mu_0_4_node_72,0.31536302
graph_0105_mu_0_4_node_73,0.31883362
graph_0105_mu_0_4_node_74,0.3134489
graph_0105_mu_0_4_node_75,0.31840783
graph_0105_mu_0_4_node_76,0.30962476
graph_0105_mu_0_4_node_77,0.31869027
graph_0105_mu_0_4_node_78,0.31883362
graph_0105_mu_0_4_node_79,0.30962476
graph_0105_mu_0_4_node_80,0.31223938
graph_0105_mu_0_4_node_81,0.28744012
graph_0105_mu_0_4_node_82,0.3113538
graph_0105_mu_0_4_node_83,0.30913335
graph_0105_mu_0_4_node_84,0.3106648
graph_0105_mu_0_4_node_85,0.31516147
graph_0105_mu_0_4_node_86,0.3098377
graph_0105_mu_0_4_node_87,0.30132332
graph_0105_mu_0_4_node_88,0.3159447
graph_0105_mu_0_4_node_89,0.31584948
graph_0105_mu_0_4_node_90,0.31584948
graph_0105_mu_0_4_node_91,0.29157275
graph_0105_mu_0_4_node_92,0.30962476
graph_0105_mu_0_4_node_93,0.28936005
graph_0105_mu_0_4_node_94,0.31503272
graph_0105_mu_0_4_node_95,0.31883362
graph_0105_mu_0_4_node_96,0.31840038
graph_0105_mu_0_4_node_97,0.31034
graph_0105_mu_0_4_node_98,0.3086323
