,Entropy
graph_0116_mu_0_4_node_0,0.26526427
graph_0116_mu_0_4_node_1,0.2610202
graph_0116_mu_0_4_node_2,0.24559964
graph_0116_mu_0_4_node_3,0.2668556
graph_0116_mu_0_4_node_4,0.2644299
graph_0116_mu_0_4_node_5,0.2696485
graph_0116_mu_0_4_node_6,0.247191
graph_0116_mu_0_4_node_7,0.25521553
graph_0116_mu_0_4_node_8,0.23961803
graph_0116_mu_0_4_node_9,0.26112476
graph_0116_mu_0_4_node_10,0.25521553
graph_0116_mu_0_4_node_11,0.26726624
graph_0116_mu_0_4_node_12,0.24260183
graph_0116_mu_0_4_node_13,0.26942196
graph_0116_mu_0_4_node_14,0.26526427
graph_0116_mu_0_4_node_15,0.26529968
graph_0116_mu_0_4_node_16,0.26136848
graph_0116_mu_0_4_node_17,0.24163327
graph_0116_mu_0_4_node_18,0.26505545
graph_0116_mu_0_4_node_19,0.26136848
graph_0116_mu_0_4_node_20,0.25052437
graph_0116_mu_0_4_node_21,0.26413807
graph_0116_mu_0_4_node_22,0.25885174
graph_0116_mu_0_4_node_23,0.26477504
graph_0116_mu_0_4_node_24,0.2628938
graph_0116_mu_0_4_node_25,0.25232637
graph_0116_mu_0_4_node_26,0.26205975
graph_0116_mu_0_4_node_27,0.26526427
graph_0116_mu_0_4_node_28,0.26726624
graph_0116_mu_0_4_node_29,0.265635
graph_0116_mu_0_4_node_30,0.26103386
graph_0116_mu_0_4_node_31,0.2409129
graph_0116_mu_0_4_node_32,0.26526427
graph_0116_mu_0_4_node_33,0.26136848
graph_0116_mu_0_4_node_34,0.268716
graph_0116_mu_0_4_node_35,0.25810623
graph_0116_mu_0_4_node_36,0.24619396
graph_0116_mu_0_4_node_37,0.2658478
graph_0116_mu_0_4_node_38,0.2394604
graph_0116_mu_0_4_node_39,0.26337984
graph_0116_mu_0_4_node_40,0.23855558
graph_0116_mu_0_4_node_41,0.26679024
graph_0116_mu_0_4_node_42,0.239862
graph_0116_mu_0_4_node_43,0.2696485
graph_0116_mu_0_4_node_44,0.2606953
graph_0116_mu_0_4_node_45,0.25608522
graph_0116_mu_0_4_node_46,0.26529968
graph_0116_mu_0_4_node_47,0.25813475
graph_0116_mu_0_4_node_48,0.26112413
graph_0116_mu_0_4_node_49,0.2624508
graph_0116_mu_0_4_node_50,0.25521553
graph_0116_mu_0_4_node_51,0.26069584
graph_0116_mu_0_4_node_52,0.26529968
graph_0116_mu_0_4_node_53,0.26304638
graph_0116_mu_0_4_node_54,0.24651343
graph_0116_mu_0_4_node_55,0.25917944
graph_0116_mu_0_4_node_56,0.2520692
graph_0116_mu_0_4_node_57,0.26029086
graph_0116_mu_0_4_node_58,0.2628938
graph_0116_mu_0_4_node_59,0.2628938
graph_0116_mu_0_4_node_60,0.2644299
graph_0116_mu_0_4_node_61,0.25521553
graph_0116_mu_0_4_node_62,0.25521553
graph_0116_mu_0_4_node_63,0.2628938
graph_0116_mu_0_4_node_64,0.26191676
graph_0116_mu_0_4_node_65,0.26655048
graph_0116_mu_0_4_node_66,0.2628938
graph_0116_mu_0_4_node_67,0.26191676
graph_0116_mu_0_4_node_68,0.24303584
graph_0116_mu_0_4_node_69,0.25608373
graph_0116_mu_0_4_node_70,0.24163423
graph_0116_mu_0_4_node_71,0.25521553
graph_0116_mu_0_4_node_72,0.26529968
graph_0116_mu_0_4_node_73,0.25608522
graph_0116_mu_0_4_node_74,0.26136848
graph_0116_mu_0_4_node_75,0.24570203
graph_0116_mu_0_4_node_76,0.25608373
graph_0116_mu_0_4_node_77,0.2628938
graph_0116_mu_0_4_node_78,0.25521553
graph_0116_mu_0_4_node_79,0.26136848
graph_0116_mu_0_4_node_80,0.2665103
graph_0116_mu_0_4_node_81,0.26653615
graph_0116_mu_0_4_node_82,0.2628938
graph_0116_mu_0_4_node_83,0.26112476
graph_0116_mu_0_4_node_84,0.26942196
graph_0116_mu_0_4_node_85,0.2470071
graph_0116_mu_0_4_node_86,0.2644299
graph_0116_mu_0_4_node_87,0.2624508
graph_0116_mu_0_4_node_88,0.26069584
graph_0116_mu_0_4_node_89,0.25758946
graph_0116_mu_0_4_node_90,0.25678965
graph_0116_mu_0_4_node_91,0.24800134
graph_0116_mu_0_4_node_92,0.25426453
graph_0116_mu_0_4_node_93,0.25911477
graph_0116_mu_0_4_node_94,0.26048002
graph_0116_mu_0_4_node_95,0.268716
graph_0116_mu_0_4_node_96,0.268556
graph_0116_mu_0_4_node_97,0.2398271
graph_0116_mu_0_4_node_98,0.24742322
graph_0116_mu_0_4_node_99,0.24600276
graph_0116_mu_0_4_node_100,0.2696485
graph_0116_mu_0_4_node_101,0.25037813
graph_0116_mu_0_4_node_102,0.24328402
graph_0116_mu_0_4_node_103,0.266118
graph_0116_mu_0_4_node_104,0.25521553
graph_0116_mu_0_4_node_105,0.2610202
graph_0116_mu_0_4_node_106,0.26638287
graph_0116_mu_0_4_node_107,0.268716
graph_0116_mu_0_4_node_108,0.25048828
graph_0116_mu_0_4_node_109,0.26121992
graph_0116_mu_0_4_node_110,0.25512677
graph_0116_mu_0_4_node_111,0.26505545
graph_0116_mu_0_4_node_112,0.25460872
graph_0116_mu_0_4_node_113,0.25521553
graph_0116_mu_0_4_node_114,0.24887836
graph_0116_mu_0_4_node_115,0.26529968
graph_0116_mu_0_4_node_116,0.2624508
graph_0116_mu_0_4_node_117,0.24313934
graph_0116_mu_0_4_node_118,0.26124358
