,Entropy
graph_0113_mu_0_3_node_0,0.35042807
graph_0113_mu_0_3_node_1,0.369285
graph_0113_mu_0_3_node_2,0.32679087
graph_0113_mu_0_3_node_3,0.43351775
graph_0113_mu_0_3_node_4,0.36357027
graph_0113_mu_0_3_node_5,0.38189057
graph_0113_mu_0_3_node_6,0.3374165
graph_0113_mu_0_3_node_7,0.43463424
graph_0113_mu_0_3_node_8,0.3374165
graph_0113_mu_0_3_node_9,0.32799193
graph_0113_mu_0_3_node_10,0.36357027
graph_0113_mu_0_3_node_11,0.38435617
graph_0113_mu_0_3_node_12,0.3500269
graph_0113_mu_0_3_node_13,0.38330236
graph_0113_mu_0_3_node_14,0.32694948
graph_0113_mu_0_3_node_15,0.4230443
graph_0113_mu_0_3_node_16,0.35042807
graph_0113_mu_0_3_node_17,0.35042807
graph_0113_mu_0_3_node_18,0.3625849
graph_0113_mu_0_3_node_19,0.41234222
graph_0113_mu_0_3_node_20,0.3374165
graph_0113_mu_0_3_node_21,0.41191378
graph_0113_mu_0_3_node_22,0.4230443
graph_0113_mu_0_3_node_23,0.43351775
graph_0113_mu_0_3_node_24,0.43463424
graph_0113_mu_0_3_node_25,0.4121485
graph_0113_mu_0_3_node_26,0.4564795
graph_0113_mu_0_3_node_27,0.35042807
graph_0113_mu_0_3_node_28,0.32252648
graph_0113_mu_0_3_node_29,0.43351775
graph_0113_mu_0_3_node_30,0.4037652
graph_0113_mu_0_3_node_31,0.43351775
graph_0113_mu_0_3_node_32,0.35042807
graph_0113_mu_0_3_node_33,0.43351775
graph_0113_mu_0_3_node_34,0.3374165
graph_0113_mu_0_3_node_35,0.43463424
graph_0113_mu_0_3_node_36,0.43351775
graph_0113_mu_0_3_node_37,0.4564795
graph_0113_mu_0_3_node_38,0.3363936
graph_0113_mu_0_3_node_39,0.40972304
graph_0113_mu_0_3_node_40,0.3374165
graph_0113_mu_0_3_node_41,0.4334134
graph_0113_mu_0_3_node_42,0.35042807
graph_0113_mu_0_3_node_43,0.4230443
graph_0113_mu_0_3_node_44,0.41242146
graph_0113_mu_0_3_node_45,0.4564795
graph_0113_mu_0_3_node_46,0.3374165
graph_0113_mu_0_3_node_47,0.37009257
graph_0113_mu_0_3_node_48,0.4564795
graph_0113_mu_0_3_node_49,0.43463424
graph_0113_mu_0_3_node_50,0.38401413
graph_0113_mu_0_3_node_51,0.4230443
graph_0113_mu_0_3_node_52,0.3370536
graph_0113_mu_0_3_node_53,0.33716664
graph_0113_mu_0_3_node_54,0.3374165
graph_0113_mu_0_3_node_55,0.35042807
graph_0113_mu_0_3_node_56,0.43463424
graph_0113_mu_0_3_node_57,0.4230443
graph_0113_mu_0_3_node_58,0.43463424
graph_0113_mu_0_3_node_59,0.43463424
graph_0113_mu_0_3_node_60,0.4230443
graph_0113_mu_0_3_node_61,0.36357027
graph_0113_mu_0_3_node_62,0.43430042
graph_0113_mu_0_3_node_63,0.3374165
graph_0113_mu_0_3_node_64,0.41234222
graph_0113_mu_0_3_node_65,0.4564795
graph_0113_mu_0_3_node_66,0.37292632
graph_0113_mu_0_3_node_67,0.43403596
graph_0113_mu_0_3_node_68,0.33694348
graph_0113_mu_0_3_node_69,0.43351775
graph_0113_mu_0_3_node_70,0.40304092
graph_0113_mu_0_3_node_71,0.3374165
graph_0113_mu_0_3_node_72,0.43463424
graph_0113_mu_0_3_node_73,0.3374165
graph_0113_mu_0_3_node_74,0.3238061
graph_0113_mu_0_3_node_75,0.40529343
graph_0113_mu_0_3_node_76,0.43351775
graph_0113_mu_0_3_node_77,0.4230443
graph_0113_mu_0_3_node_78,0.36357027
