,Entropy
graph_073_mu_0_3_node_0,0.4824107
graph_073_mu_0_3_node_1,0.43204418
graph_073_mu_0_3_node_2,0.43454835
graph_073_mu_0_3_node_3,0.48193908
graph_073_mu_0_3_node_4,0.45195544
graph_073_mu_0_3_node_5,0.45195544
graph_073_mu_0_3_node_6,0.3961913
graph_073_mu_0_3_node_7,0.4963114
graph_073_mu_0_3_node_8,0.39642555
graph_073_mu_0_3_node_9,0.3751368
graph_073_mu_0_3_node_10,0.48193908
graph_073_mu_0_3_node_11,0.46771944
graph_073_mu_0_3_node_12,0.43063763
graph_073_mu_0_3_node_13,0.39189553
graph_073_mu_0_3_node_14,0.48193908
graph_073_mu_0_3_node_15,0.40953052
graph_073_mu_0_3_node_16,0.43063843
graph_073_mu_0_3_node_17,0.39305446
graph_073_mu_0_3_node_18,0.43063843
graph_073_mu_0_3_node_19,0.47218695
graph_073_mu_0_3_node_20,0.407869
graph_073_mu_0_3_node_21,0.41312012
graph_073_mu_0_3_node_22,0.4076028
graph_073_mu_0_3_node_23,0.39750445
graph_073_mu_0_3_node_24,0.3972323
graph_073_mu_0_3_node_25,0.3751368
graph_073_mu_0_3_node_26,0.43232512
graph_073_mu_0_3_node_27,0.43425983
graph_073_mu_0_3_node_28,0.43063843
graph_073_mu_0_3_node_29,0.45141074
graph_073_mu_0_3_node_30,0.47218695
graph_073_mu_0_3_node_31,0.37288478
graph_073_mu_0_3_node_32,0.40775713
graph_073_mu_0_3_node_33,0.4425938
graph_073_mu_0_3_node_34,0.38879508
graph_073_mu_0_3_node_35,0.3751368
graph_073_mu_0_3_node_36,0.4963114
graph_073_mu_0_3_node_37,0.42238203
graph_073_mu_0_3_node_38,0.3751368
graph_073_mu_0_3_node_39,0.39617938
graph_073_mu_0_3_node_40,0.3751368
graph_073_mu_0_3_node_41,0.3751368
graph_073_mu_0_3_node_42,0.3751368
graph_073_mu_0_3_node_43,0.45195544
graph_073_mu_0_3_node_44,0.40234965
graph_073_mu_0_3_node_45,0.44770983
graph_073_mu_0_3_node_46,0.4083134
graph_073_mu_0_3_node_47,0.46835345
graph_073_mu_0_3_node_48,0.43458223
graph_073_mu_0_3_node_49,0.3751368
graph_073_mu_0_3_node_50,0.46771944
graph_073_mu_0_3_node_51,0.43680018
graph_073_mu_0_3_node_52,0.48193908
graph_073_mu_0_3_node_53,0.43683863
graph_073_mu_0_3_node_54,0.46771944
graph_073_mu_0_3_node_55,0.46771944
graph_073_mu_0_3_node_56,0.3751368
graph_073_mu_0_3_node_57,0.4961527
graph_073_mu_0_3_node_58,0.47218695
graph_073_mu_0_3_node_59,0.46771944
graph_073_mu_0_3_node_60,0.47906256
graph_073_mu_0_3_node_61,0.39962333
graph_073_mu_0_3_node_62,0.3751368
graph_073_mu_0_3_node_63,0.48053956
graph_073_mu_0_3_node_64,0.3751368
graph_073_mu_0_3_node_65,0.4369809
graph_073_mu_0_3_node_66,0.47906256
graph_073_mu_0_3_node_67,0.43204418
graph_073_mu_0_3_node_68,0.45195544
graph_073_mu_0_3_node_69,0.38982332
graph_073_mu_0_3_node_70,0.47128367
graph_073_mu_0_3_node_71,0.47906256
graph_073_mu_0_3_node_72,0.47525245
graph_073_mu_0_3_node_73,0.47218695
graph_073_mu_0_3_node_74,0.37304386
graph_073_mu_0_3_node_75,0.3864878
graph_073_mu_0_3_node_76,0.44792435
graph_073_mu_0_3_node_77,0.48452765
graph_073_mu_0_3_node_78,0.4337287
graph_073_mu_0_3_node_79,0.3751368
graph_073_mu_0_3_node_80,0.45195544
graph_073_mu_0_3_node_81,0.4668266
graph_073_mu_0_3_node_82,0.46771944
graph_073_mu_0_3_node_83,0.3751368
graph_073_mu_0_3_node_84,0.46771944
graph_073_mu_0_3_node_85,0.44698688
graph_073_mu_0_3_node_86,0.47218695
graph_073_mu_0_3_node_87,0.3889451
graph_073_mu_0_3_node_88,0.43684602
graph_073_mu_0_3_node_89,0.46771944
graph_073_mu_0_3_node_90,0.46771944
graph_073_mu_0_3_node_91,0.4833324
graph_073_mu_0_3_node_92,0.45195544
graph_073_mu_0_3_node_93,0.3751368
graph_073_mu_0_3_node_94,0.38413146
graph_073_mu_0_3_node_95,0.47906256
graph_073_mu_0_3_node_96,0.42421138
graph_073_mu_0_3_node_97,0.46897137
graph_073_mu_0_3_node_98,0.47218695
graph_073_mu_0_3_node_99,0.48193908
graph_073_mu_0_3_node_100,0.41395262
graph_073_mu_0_3_node_101,0.41328257
graph_073_mu_0_3_node_102,0.4240353
graph_073_mu_0_3_node_103,0.45195544
graph_073_mu_0_3_node_104,0.43684602
graph_073_mu_0_3_node_105,0.43063843
graph_073_mu_0_3_node_106,0.4963114
graph_073_mu_0_3_node_107,0.3751368
graph_073_mu_0_3_node_108,0.41419527
graph_073_mu_0_3_node_109,0.41067034
graph_073_mu_0_3_node_110,0.4814577
graph_073_mu_0_3_node_111,0.47218695
graph_073_mu_0_3_node_112,0.41102886
graph_073_mu_0_3_node_113,0.45195544
graph_073_mu_0_3_node_114,0.4963114
graph_073_mu_0_3_node_115,0.48420808
graph_073_mu_0_3_node_116,0.48193908
graph_073_mu_0_3_node_117,0.3751368
graph_073_mu_0_3_node_118,0.43063843
graph_073_mu_0_3_node_119,0.43063843
graph_073_mu_0_3_node_120,0.46771944
graph_073_mu_0_3_node_121,0.43063843
graph_073_mu_0_3_node_122,0.3751368
graph_073_mu_0_3_node_123,0.47906256
graph_073_mu_0_3_node_124,0.44903412
graph_073_mu_0_3_node_125,0.43227345
graph_073_mu_0_3_node_126,0.38585103
graph_073_mu_0_3_node_127,0.4369809
