,Entropy
graph_06_mu_0_3_node_0,0.42214635
graph_06_mu_0_3_node_1,0.44266835
graph_06_mu_0_3_node_2,0.43934575
graph_06_mu_0_3_node_3,0.45678103
graph_06_mu_0_3_node_4,0.44266835
graph_06_mu_0_3_node_5,0.45678103
graph_06_mu_0_3_node_6,0.47345242
graph_06_mu_0_3_node_7,0.43027785
graph_06_mu_0_3_node_8,0.44860095
graph_06_mu_0_3_node_9,0.44256777
graph_06_mu_0_3_node_10,0.45678103
graph_06_mu_0_3_node_11,0.40732986
graph_06_mu_0_3_node_12,0.43027785
graph_06_mu_0_3_node_13,0.45113793
graph_06_mu_0_3_node_14,0.47345242
graph_06_mu_0_3_node_15,0.4321345
graph_06_mu_0_3_node_16,0.42784876
graph_06_mu_0_3_node_17,0.44215277
graph_06_mu_0_3_node_18,0.45678103
graph_06_mu_0_3_node_19,0.43253452
graph_06_mu_0_3_node_20,0.49253938
graph_06_mu_0_3_node_21,0.45678103
graph_06_mu_0_3_node_22,0.41552603
graph_06_mu_0_3_node_23,0.4325658
graph_06_mu_0_3_node_24,0.46634114
graph_06_mu_0_3_node_25,0.49253938
graph_06_mu_0_3_node_26,0.43934575
graph_06_mu_0_3_node_27,0.40732986
graph_06_mu_0_3_node_28,0.49254516
graph_06_mu_0_3_node_29,0.46621832
graph_06_mu_0_3_node_30,0.43934575
graph_06_mu_0_3_node_31,0.43103167
graph_06_mu_0_3_node_32,0.47345242
graph_06_mu_0_3_node_33,0.49254516
graph_06_mu_0_3_node_34,0.47345242
graph_06_mu_0_3_node_35,0.43972966
graph_06_mu_0_3_node_36,0.43934575
graph_06_mu_0_3_node_37,0.46602353
graph_06_mu_0_3_node_38,0.43968487
graph_06_mu_0_3_node_39,0.43934575
graph_06_mu_0_3_node_40,0.46621832
graph_06_mu_0_3_node_41,0.4392048
graph_06_mu_0_3_node_42,0.45713696
graph_06_mu_0_3_node_43,0.42532018
graph_06_mu_0_3_node_44,0.4321543
graph_06_mu_0_3_node_45,0.40732986
graph_06_mu_0_3_node_46,0.43934575
graph_06_mu_0_3_node_47,0.43934575
graph_06_mu_0_3_node_48,0.46606702
graph_06_mu_0_3_node_49,0.46499214
graph_06_mu_0_3_node_50,0.46634114
graph_06_mu_0_3_node_51,0.45162246
graph_06_mu_0_3_node_52,0.49253938
graph_06_mu_0_3_node_53,0.4561516
graph_06_mu_0_3_node_54,0.43934575
graph_06_mu_0_3_node_55,0.47340125
graph_06_mu_0_3_node_56,0.43724447
graph_06_mu_0_3_node_57,0.43438163
graph_06_mu_0_3_node_58,0.46594325
graph_06_mu_0_3_node_59,0.47345242
graph_06_mu_0_3_node_60,0.45184743
graph_06_mu_0_3_node_61,0.46634114
graph_06_mu_0_3_node_62,0.40732986
graph_06_mu_0_3_node_63,0.43027785
graph_06_mu_0_3_node_64,0.47345242
graph_06_mu_0_3_node_65,0.49254516
graph_06_mu_0_3_node_66,0.40732986
graph_06_mu_0_3_node_67,0.48390558
graph_06_mu_0_3_node_68,0.4661263
graph_06_mu_0_3_node_69,0.49254516
graph_06_mu_0_3_node_70,0.45660308
graph_06_mu_0_3_node_71,0.46634114
graph_06_mu_0_3_node_72,0.40732986
graph_06_mu_0_3_node_73,0.48358375
graph_06_mu_0_3_node_74,0.43004692
graph_06_mu_0_3_node_75,0.48385096
graph_06_mu_0_3_node_76,0.48390558
graph_06_mu_0_3_node_77,0.46617535
graph_06_mu_0_3_node_78,0.48390558
graph_06_mu_0_3_node_79,0.46617535
graph_06_mu_0_3_node_80,0.43599254
graph_06_mu_0_3_node_81,0.48390558
graph_06_mu_0_3_node_82,0.48390558
graph_06_mu_0_3_node_83,0.46621832
graph_06_mu_0_3_node_84,0.4418802
graph_06_mu_0_3_node_85,0.43934575
graph_06_mu_0_3_node_86,0.49253938
graph_06_mu_0_3_node_87,0.47345242
graph_06_mu_0_3_node_88,0.40732986
graph_06_mu_0_3_node_89,0.40732986
graph_06_mu_0_3_node_90,0.45057794
graph_06_mu_0_3_node_91,0.45850852
graph_06_mu_0_3_node_92,0.40316907
graph_06_mu_0_3_node_93,0.41813967
graph_06_mu_0_3_node_94,0.43808314
graph_06_mu_0_3_node_95,0.47345242
graph_06_mu_0_3_node_96,0.43027785
graph_06_mu_0_3_node_97,0.46617535
graph_06_mu_0_3_node_98,0.47345242
graph_06_mu_0_3_node_99,0.47345242
graph_06_mu_0_3_node_100,0.43027785
graph_06_mu_0_3_node_101,0.45166343
graph_06_mu_0_3_node_102,0.46572003
graph_06_mu_0_3_node_103,0.40732986
graph_06_mu_0_3_node_104,0.44201297
graph_06_mu_0_3_node_105,0.47345242
graph_06_mu_0_3_node_106,0.49253938
graph_06_mu_0_3_node_107,0.40732986
graph_06_mu_0_3_node_108,0.4925321
graph_06_mu_0_3_node_109,0.40732986
graph_06_mu_0_3_node_110,0.48390558
graph_06_mu_0_3_node_111,0.4502399
graph_06_mu_0_3_node_112,0.4661263
graph_06_mu_0_3_node_113,0.40732986
graph_06_mu_0_3_node_114,0.46547416
graph_06_mu_0_3_node_115,0.40732986
graph_06_mu_0_3_node_116,0.48390558
graph_06_mu_0_3_node_117,0.43934575
graph_06_mu_0_3_node_118,0.46634114
graph_06_mu_0_3_node_119,0.43027785
graph_06_mu_0_3_node_120,0.4383443
graph_06_mu_0_3_node_121,0.46634114
graph_06_mu_0_3_node_122,0.4326266
graph_06_mu_0_3_node_123,0.40732986
graph_06_mu_0_3_node_124,0.40732986
graph_06_mu_0_3_node_125,0.42380533
graph_06_mu_0_3_node_126,0.44266835
graph_06_mu_0_3_node_127,0.47345242
graph_06_mu_0_3_node_128,0.43027785
graph_06_mu_0_3_node_129,0.48385096
graph_06_mu_0_3_node_130,0.47345242
graph_06_mu_0_3_node_131,0.43027785
graph_06_mu_0_3_node_132,0.43027785
graph_06_mu_0_3_node_133,0.44182232
graph_06_mu_0_3_node_134,0.40732986
graph_06_mu_0_3_node_135,0.46617535
graph_06_mu_0_3_node_136,0.45480287
graph_06_mu_0_3_node_137,0.47340125
graph_06_mu_0_3_node_138,0.4661263
graph_06_mu_0_3_node_139,0.43027785
graph_06_mu_0_3_node_140,0.43027785
graph_06_mu_0_3_node_141,0.48326635
graph_06_mu_0_3_node_142,0.44248956
graph_06_mu_0_3_node_143,0.48390558
graph_06_mu_0_3_node_144,0.49253938
graph_06_mu_0_3_node_145,0.48372415
