,Entropy
graph_0112_mu_0_4_node_0,0.12132711
graph_0112_mu_0_4_node_1,0.11444129
graph_0112_mu_0_4_node_2,0.121762745
graph_0112_mu_0_4_node_3,0.12479721
graph_0112_mu_0_4_node_4,0.114081256
graph_0112_mu_0_4_node_5,0.12479721
graph_0112_mu_0_4_node_6,0.12442601
graph_0112_mu_0_4_node_7,0.12563504
graph_0112_mu_0_4_node_8,0.11521628
graph_0112_mu_0_4_node_9,0.12564506
graph_0112_mu_0_4_node_10,0.118914984
graph_0112_mu_0_4_node_11,0.124961786
graph_0112_mu_0_4_node_12,0.121870965
graph_0112_mu_0_4_node_13,0.114081256
graph_0112_mu_0_4_node_14,0.11858416
graph_0112_mu_0_4_node_15,0.12199615
graph_0112_mu_0_4_node_16,0.1252159
graph_0112_mu_0_4_node_17,0.12583089
graph_0112_mu_0_4_node_18,0.124961786
graph_0112_mu_0_4_node_19,0.11335069
graph_0112_mu_0_4_node_20,0.11766618
graph_0112_mu_0_4_node_21,0.118238375
graph_0112_mu_0_4_node_22,0.12644613
graph_0112_mu_0_4_node_23,0.12583089
graph_0112_mu_0_4_node_24,0.12565424
graph_0112_mu_0_4_node_25,0.12583089
graph_0112_mu_0_4_node_26,0.12442601
graph_0112_mu_0_4_node_27,0.12583633
graph_0112_mu_0_4_node_28,0.116873674
graph_0112_mu_0_4_node_29,0.12631442
graph_0112_mu_0_4_node_30,0.12464802
graph_0112_mu_0_4_node_31,0.12631442
graph_0112_mu_0_4_node_32,0.1252159
graph_0112_mu_0_4_node_33,0.121605664
graph_0112_mu_0_4_node_34,0.122312345
graph_0112_mu_0_4_node_35,0.12583089
graph_0112_mu_0_4_node_36,0.11832776
graph_0112_mu_0_4_node_37,0.114081256
graph_0112_mu_0_4_node_38,0.11165355
graph_0112_mu_0_4_node_39,0.12618323
graph_0112_mu_0_4_node_40,0.122311145
graph_0112_mu_0_4_node_41,0.12444107
graph_0112_mu_0_4_node_42,0.11801953
graph_0112_mu_0_4_node_43,0.12583089
graph_0112_mu_0_4_node_44,0.1134983
graph_0112_mu_0_4_node_45,0.11599956
graph_0112_mu_0_4_node_46,0.12563504
graph_0112_mu_0_4_node_47,0.12644613
graph_0112_mu_0_4_node_48,0.1248611
graph_0112_mu_0_4_node_49,0.122825
graph_0112_mu_0_4_node_50,0.114053376
graph_0112_mu_0_4_node_51,0.120478146
graph_0112_mu_0_4_node_52,0.11927113
graph_0112_mu_0_4_node_53,0.114622705
graph_0112_mu_0_4_node_54,0.12091162
graph_0112_mu_0_4_node_55,0.1252159
graph_0112_mu_0_4_node_56,0.12485771
