,Entropy
graph_06_mu_0_4_node_0,0.40443015
graph_06_mu_0_4_node_1,0.37182248
graph_06_mu_0_4_node_2,0.402641
graph_06_mu_0_4_node_3,0.4043044
graph_06_mu_0_4_node_4,0.40373263
graph_06_mu_0_4_node_5,0.38810855
graph_06_mu_0_4_node_6,0.40356046
graph_06_mu_0_4_node_7,0.39282325
graph_06_mu_0_4_node_8,0.3904789
graph_06_mu_0_4_node_9,0.37869817
graph_06_mu_0_4_node_10,0.40244162
graph_06_mu_0_4_node_11,0.40641588
graph_06_mu_0_4_node_12,0.3802677
graph_06_mu_0_4_node_13,0.4063599
graph_06_mu_0_4_node_14,0.40062243
graph_06_mu_0_4_node_15,0.38793647
graph_06_mu_0_4_node_16,0.4027609
graph_06_mu_0_4_node_17,0.3942242
graph_06_mu_0_4_node_18,0.40511847
graph_06_mu_0_4_node_19,0.404433
graph_06_mu_0_4_node_20,0.4033964
graph_06_mu_0_4_node_21,0.3758058
graph_06_mu_0_4_node_22,0.39581665
graph_06_mu_0_4_node_23,0.402641
graph_06_mu_0_4_node_24,0.40153357
graph_06_mu_0_4_node_25,0.37451124
graph_06_mu_0_4_node_26,0.38063452
graph_06_mu_0_4_node_27,0.38562283
graph_06_mu_0_4_node_28,0.40644452
graph_06_mu_0_4_node_29,0.38819227
graph_06_mu_0_4_node_30,0.39872822
graph_06_mu_0_4_node_31,0.40305904
graph_06_mu_0_4_node_32,0.3988049
graph_06_mu_0_4_node_33,0.40641588
graph_06_mu_0_4_node_34,0.40059596
graph_06_mu_0_4_node_35,0.40644452
graph_06_mu_0_4_node_36,0.40177178
graph_06_mu_0_4_node_37,0.40644455
graph_06_mu_0_4_node_38,0.38777414
graph_06_mu_0_4_node_39,0.4008175
graph_06_mu_0_4_node_40,0.39819968
graph_06_mu_0_4_node_41,0.38784185
graph_06_mu_0_4_node_42,0.399616
graph_06_mu_0_4_node_43,0.3942242
graph_06_mu_0_4_node_44,0.3881152
graph_06_mu_0_4_node_45,0.39957207
graph_06_mu_0_4_node_46,0.39840943
graph_06_mu_0_4_node_47,0.39956823
graph_06_mu_0_4_node_48,0.39984614
graph_06_mu_0_4_node_49,0.39819968
graph_06_mu_0_4_node_50,0.39962342
graph_06_mu_0_4_node_51,0.40641588
graph_06_mu_0_4_node_52,0.37977162
graph_06_mu_0_4_node_53,0.39819968
graph_06_mu_0_4_node_54,0.40076303
graph_06_mu_0_4_node_55,0.4027609
graph_06_mu_0_4_node_56,0.37675533
graph_06_mu_0_4_node_57,0.40353394
graph_06_mu_0_4_node_58,0.4063995
graph_06_mu_0_4_node_59,0.38810316
graph_06_mu_0_4_node_60,0.3988049
graph_06_mu_0_4_node_61,0.3971551
graph_06_mu_0_4_node_62,0.4043073
graph_06_mu_0_4_node_63,0.39819968
graph_06_mu_0_4_node_64,0.39872822
graph_06_mu_0_4_node_65,0.4086383
graph_06_mu_0_4_node_66,0.40053827
graph_06_mu_0_4_node_67,0.40311512
graph_06_mu_0_4_node_68,0.4086383
graph_06_mu_0_4_node_69,0.39257753
graph_06_mu_0_4_node_70,0.37745807
graph_06_mu_0_4_node_71,0.40244162
graph_06_mu_0_4_node_72,0.40645084
graph_06_mu_0_4_node_73,0.38873774
graph_06_mu_0_4_node_74,0.3960091
graph_06_mu_0_4_node_75,0.38800037
graph_06_mu_0_4_node_76,0.40059596
graph_06_mu_0_4_node_77,0.40244162
graph_06_mu_0_4_node_78,0.39122576
graph_06_mu_0_4_node_79,0.38496792
graph_06_mu_0_4_node_80,0.39108035
graph_06_mu_0_4_node_81,0.3870612
graph_06_mu_0_4_node_82,0.40062243
graph_06_mu_0_4_node_83,0.40454212
graph_06_mu_0_4_node_84,0.40244442
graph_06_mu_0_4_node_85,0.40276325
graph_06_mu_0_4_node_86,0.38350597
graph_06_mu_0_4_node_87,0.4061389
graph_06_mu_0_4_node_88,0.40126985
graph_06_mu_0_4_node_89,0.39490962
graph_06_mu_0_4_node_90,0.4063995
graph_06_mu_0_4_node_91,0.37410042
graph_06_mu_0_4_node_92,0.402641
graph_06_mu_0_4_node_93,0.3985321
