,Entropy
graph_043_mu_0_4_node_0,0.1263878
graph_043_mu_0_4_node_1,0.13043103
graph_043_mu_0_4_node_2,0.13157968
graph_043_mu_0_4_node_3,0.13126655
graph_043_mu_0_4_node_4,0.12933213
graph_043_mu_0_4_node_5,0.12541915
graph_043_mu_0_4_node_6,0.13072634
graph_043_mu_0_4_node_7,0.12673725
graph_043_mu_0_4_node_8,0.13126655
graph_043_mu_0_4_node_9,0.1263878
graph_043_mu_0_4_node_10,0.13208412
graph_043_mu_0_4_node_11,0.13006763
graph_043_mu_0_4_node_12,0.120116636
graph_043_mu_0_4_node_13,0.13006763
graph_043_mu_0_4_node_14,0.12557475
graph_043_mu_0_4_node_15,0.1263878
graph_043_mu_0_4_node_16,0.13030572
graph_043_mu_0_4_node_17,0.12166892
graph_043_mu_0_4_node_18,0.12737265
graph_043_mu_0_4_node_19,0.1263878
graph_043_mu_0_4_node_20,0.13032185
graph_043_mu_0_4_node_21,0.12847804
graph_043_mu_0_4_node_22,0.12978646
graph_043_mu_0_4_node_23,0.13179363
graph_043_mu_0_4_node_24,0.13208412
graph_043_mu_0_4_node_25,0.12550603
graph_043_mu_0_4_node_26,0.12829523
graph_043_mu_0_4_node_27,0.13053
graph_043_mu_0_4_node_28,0.12808836
graph_043_mu_0_4_node_29,0.1263878
graph_043_mu_0_4_node_30,0.12597373
graph_043_mu_0_4_node_31,0.12529899
graph_043_mu_0_4_node_32,0.12667441
graph_043_mu_0_4_node_33,0.12829523
graph_043_mu_0_4_node_34,0.12868518
graph_043_mu_0_4_node_35,0.12641336
graph_043_mu_0_4_node_36,0.11907689
graph_043_mu_0_4_node_37,0.123810746
graph_043_mu_0_4_node_38,0.12707292
graph_043_mu_0_4_node_39,0.13053
graph_043_mu_0_4_node_40,0.13222243
graph_043_mu_0_4_node_41,0.13006763
graph_043_mu_0_4_node_42,0.13053
graph_043_mu_0_4_node_43,0.13157968
graph_043_mu_0_4_node_44,0.13208412
graph_043_mu_0_4_node_45,0.13030572
graph_043_mu_0_4_node_46,0.12882805
graph_043_mu_0_4_node_47,0.12864935
graph_043_mu_0_4_node_48,0.12684351
graph_043_mu_0_4_node_49,0.12561093
graph_043_mu_0_4_node_50,0.12541915
graph_043_mu_0_4_node_51,0.12541915
graph_043_mu_0_4_node_52,0.12541915
graph_043_mu_0_4_node_53,0.13223267
graph_043_mu_0_4_node_54,0.13043103
graph_043_mu_0_4_node_55,0.12641336
graph_043_mu_0_4_node_56,0.1263878
graph_043_mu_0_4_node_57,0.12429261
graph_043_mu_0_4_node_58,0.1263878
graph_043_mu_0_4_node_59,0.13146996
graph_043_mu_0_4_node_60,0.12336033
graph_043_mu_0_4_node_61,0.11991896
graph_043_mu_0_4_node_62,0.12581453
graph_043_mu_0_4_node_63,0.12101348
graph_043_mu_0_4_node_64,0.1263878
graph_043_mu_0_4_node_65,0.12620185
graph_043_mu_0_4_node_66,0.12230714
graph_043_mu_0_4_node_67,0.1263878
graph_043_mu_0_4_node_68,0.13072634
graph_043_mu_0_4_node_69,0.12829523
graph_043_mu_0_4_node_70,0.12538505
graph_043_mu_0_4_node_71,0.1263878
graph_043_mu_0_4_node_72,0.12667441
graph_043_mu_0_4_node_73,0.12737265
graph_043_mu_0_4_node_74,0.12905101
graph_043_mu_0_4_node_75,0.13205922
graph_043_mu_0_4_node_76,0.12933213
graph_043_mu_0_4_node_77,0.13043103
graph_043_mu_0_4_node_78,0.12061888
graph_043_mu_0_4_node_79,0.1283553
graph_043_mu_0_4_node_80,0.12836672
graph_043_mu_0_4_node_81,0.12541915
graph_043_mu_0_4_node_82,0.11911992
graph_043_mu_0_4_node_83,0.12265117
graph_043_mu_0_4_node_84,0.12829523
graph_043_mu_0_4_node_85,0.1223655
graph_043_mu_0_4_node_86,0.12411742
graph_043_mu_0_4_node_87,0.1283553
