,Entropy
graph_063_mu_0_3_node_0,0.4746704
graph_063_mu_0_3_node_1,0.41164806
graph_063_mu_0_3_node_2,0.4718894
graph_063_mu_0_3_node_3,0.445977
graph_063_mu_0_3_node_4,0.5024081
graph_063_mu_0_3_node_5,0.47047237
graph_063_mu_0_3_node_6,0.43230626
graph_063_mu_0_3_node_7,0.49912256
graph_063_mu_0_3_node_8,0.445977
graph_063_mu_0_3_node_9,0.4323767
graph_063_mu_0_3_node_10,0.41123414
graph_063_mu_0_3_node_11,0.5024081
graph_063_mu_0_3_node_12,0.43231702
graph_063_mu_0_3_node_13,0.50014746
graph_063_mu_0_3_node_14,0.41123414
graph_063_mu_0_3_node_15,0.5024081
graph_063_mu_0_3_node_16,0.46764216
graph_063_mu_0_3_node_17,0.445977
graph_063_mu_0_3_node_18,0.49912256
graph_063_mu_0_3_node_19,0.41129303
graph_063_mu_0_3_node_20,0.46922076
graph_063_mu_0_3_node_21,0.46922076
graph_063_mu_0_3_node_22,0.445977
graph_063_mu_0_3_node_23,0.47047237
graph_063_mu_0_3_node_24,0.445977
graph_063_mu_0_3_node_25,0.445977
graph_063_mu_0_3_node_26,0.41125134
graph_063_mu_0_3_node_27,0.5024846
graph_063_mu_0_3_node_28,0.5002663
graph_063_mu_0_3_node_29,0.46764216
graph_063_mu_0_3_node_30,0.46922076
graph_063_mu_0_3_node_31,0.46787688
graph_063_mu_0_3_node_32,0.5034951
graph_063_mu_0_3_node_33,0.46787688
graph_063_mu_0_3_node_34,0.47047237
graph_063_mu_0_3_node_35,0.46764216
graph_063_mu_0_3_node_36,0.41123414
graph_063_mu_0_3_node_37,0.445977
graph_063_mu_0_3_node_38,0.4117103
graph_063_mu_0_3_node_39,0.46797562
graph_063_mu_0_3_node_40,0.4323767
graph_063_mu_0_3_node_41,0.47047237
graph_063_mu_0_3_node_42,0.5020196
graph_063_mu_0_3_node_43,0.445977
graph_063_mu_0_3_node_44,0.43333146
graph_063_mu_0_3_node_45,0.4706524
graph_063_mu_0_3_node_46,0.41123414
graph_063_mu_0_3_node_47,0.50299466
graph_063_mu_0_3_node_48,0.47467098
graph_063_mu_0_3_node_49,0.47047237
graph_063_mu_0_3_node_50,0.47047237
graph_063_mu_0_3_node_51,0.44681403
graph_063_mu_0_3_node_52,0.47047237
graph_063_mu_0_3_node_53,0.46764216
graph_063_mu_0_3_node_54,0.47047237
graph_063_mu_0_3_node_55,0.43223843
graph_063_mu_0_3_node_56,0.47047237
graph_063_mu_0_3_node_57,0.48961225
graph_063_mu_0_3_node_58,0.46922076
graph_063_mu_0_3_node_59,0.44625568
graph_063_mu_0_3_node_60,0.46922076
graph_063_mu_0_3_node_61,0.47047237
graph_063_mu_0_3_node_62,0.5002897
graph_063_mu_0_3_node_63,0.48961225
graph_063_mu_0_3_node_64,0.46764216
graph_063_mu_0_3_node_65,0.46764216
graph_063_mu_0_3_node_66,0.46922076
graph_063_mu_0_3_node_67,0.43362176
graph_063_mu_0_3_node_68,0.47047237
graph_063_mu_0_3_node_69,0.50345427
graph_063_mu_0_3_node_70,0.4746704
graph_063_mu_0_3_node_71,0.48961225
graph_063_mu_0_3_node_72,0.4699065
graph_063_mu_0_3_node_73,0.47047237
graph_063_mu_0_3_node_74,0.48961225
graph_063_mu_0_3_node_75,0.4706524
graph_063_mu_0_3_node_76,0.4695667
graph_063_mu_0_3_node_77,0.4119369
graph_063_mu_0_3_node_78,0.4323767
graph_063_mu_0_3_node_79,0.47047237
graph_063_mu_0_3_node_80,0.46797562
graph_063_mu_0_3_node_81,0.46922076
graph_063_mu_0_3_node_82,0.41123414
graph_063_mu_0_3_node_83,0.4323767
graph_063_mu_0_3_node_84,0.46764216
graph_063_mu_0_3_node_85,0.46499223
graph_063_mu_0_3_node_86,0.4323767
graph_063_mu_0_3_node_87,0.46862707
graph_063_mu_0_3_node_88,0.4991635
graph_063_mu_0_3_node_89,0.47047237
graph_063_mu_0_3_node_90,0.46787688
graph_063_mu_0_3_node_91,0.46922076
graph_063_mu_0_3_node_92,0.41123414
graph_063_mu_0_3_node_93,0.46922076
graph_063_mu_0_3_node_94,0.47047237
graph_063_mu_0_3_node_95,0.46764216
graph_063_mu_0_3_node_96,0.41130415
graph_063_mu_0_3_node_97,0.46922076
graph_063_mu_0_3_node_98,0.47047237
graph_063_mu_0_3_node_99,0.46764216
graph_063_mu_0_3_node_100,0.470674
graph_063_mu_0_3_node_101,0.46764216
graph_063_mu_0_3_node_102,0.47047237
graph_063_mu_0_3_node_103,0.47047237
graph_063_mu_0_3_node_104,0.41123414
graph_063_mu_0_3_node_105,0.48961225
graph_063_mu_0_3_node_106,0.4717589
graph_063_mu_0_3_node_107,0.41123414
graph_063_mu_0_3_node_108,0.41123414
graph_063_mu_0_3_node_109,0.4323767
graph_063_mu_0_3_node_110,0.5021193
graph_063_mu_0_3_node_111,0.41179952
graph_063_mu_0_3_node_112,0.47047237
graph_063_mu_0_3_node_113,0.41123414
graph_063_mu_0_3_node_114,0.41123414
graph_063_mu_0_3_node_115,0.46764216
graph_063_mu_0_3_node_116,0.445977
graph_063_mu_0_3_node_117,0.46764216
graph_063_mu_0_3_node_118,0.41152644
