,Entropy
graph_086_mu_0_2_node_0,0.012800251
graph_086_mu_0_2_node_1,0.023201989
graph_086_mu_0_2_node_2,0.01434635
graph_086_mu_0_2_node_3,0.023201989
graph_086_mu_0_2_node_4,0.0063331574
graph_086_mu_0_2_node_5,0.01384243
graph_086_mu_0_2_node_6,0.010756204
graph_086_mu_0_2_node_7,0.012800251
graph_086_mu_0_2_node_8,0.021834148
graph_086_mu_0_2_node_9,0.02873171
graph_086_mu_0_2_node_10,0.021834148
graph_086_mu_0_2_node_11,0.01384243
graph_086_mu_0_2_node_12,0.0063331574
graph_086_mu_0_2_node_13,0.03349009
graph_086_mu_0_2_node_14,0.010517757
graph_086_mu_0_2_node_15,0.0063331574
graph_086_mu_0_2_node_16,0.009881813
graph_086_mu_0_2_node_17,0.009881813
graph_086_mu_0_2_node_18,0.015958143
graph_086_mu_0_2_node_19,0.025740417
graph_086_mu_0_2_node_20,0.020302482
graph_086_mu_0_2_node_21,0.020305367
graph_086_mu_0_2_node_22,0.016676184
graph_086_mu_0_2_node_23,0.016084401
graph_086_mu_0_2_node_24,0.012800251
graph_086_mu_0_2_node_25,0.018262124
graph_086_mu_0_2_node_26,0.008826292
graph_086_mu_0_2_node_27,0.03927561
graph_086_mu_0_2_node_28,0.012536583
graph_086_mu_0_2_node_29,0.016676184
graph_086_mu_0_2_node_30,0.01260019
graph_086_mu_0_2_node_31,0.01434635
graph_086_mu_0_2_node_32,0.018994069
graph_086_mu_0_2_node_33,0.012800251
graph_086_mu_0_2_node_34,0.010124161
graph_086_mu_0_2_node_35,0.023201989
graph_086_mu_0_2_node_36,0.018458597
graph_086_mu_0_2_node_37,0.009694487
graph_086_mu_0_2_node_38,0.023201989
graph_086_mu_0_2_node_39,0.033159383
graph_086_mu_0_2_node_40,0.012536583
graph_086_mu_0_2_node_41,0.016084401
graph_086_mu_0_2_node_42,0.01260019
graph_086_mu_0_2_node_43,0.013361252
graph_086_mu_0_2_node_44,0.0063331574
graph_086_mu_0_2_node_45,0.012800251
graph_086_mu_0_2_node_46,0.0053836387
graph_086_mu_0_2_node_47,0.008826292
graph_086_mu_0_2_node_48,0.026927771
graph_086_mu_0_2_node_49,0.010517757
graph_086_mu_0_2_node_50,0.033159383
graph_086_mu_0_2_node_51,0.0063331574
graph_086_mu_0_2_node_52,0.01260019
graph_086_mu_0_2_node_53,0.025740417
