,Entropy
graph_014_mu_0_3_node_0,0.42790997
graph_014_mu_0_3_node_1,0.40946576
graph_014_mu_0_3_node_2,0.49830982
graph_014_mu_0_3_node_3,0.49806774
graph_014_mu_0_3_node_4,0.4015999
graph_014_mu_0_3_node_5,0.44595057
graph_014_mu_0_3_node_6,0.4937049
graph_014_mu_0_3_node_7,0.5004517
graph_014_mu_0_3_node_8,0.4694826
graph_014_mu_0_3_node_9,0.4245852
graph_014_mu_0_3_node_10,0.48619604
graph_014_mu_0_3_node_11,0.48619604
graph_014_mu_0_3_node_12,0.4982248
graph_014_mu_0_3_node_13,0.44595057
graph_014_mu_0_3_node_14,0.38539037
graph_014_mu_0_3_node_15,0.49840543
graph_014_mu_0_3_node_16,0.5055917
graph_014_mu_0_3_node_17,0.49388474
graph_014_mu_0_3_node_18,0.44951928
graph_014_mu_0_3_node_19,0.47175592
graph_014_mu_0_3_node_20,0.483519
graph_014_mu_0_3_node_21,0.48619604
graph_014_mu_0_3_node_22,0.4715605
graph_014_mu_0_3_node_23,0.46425983
graph_014_mu_0_3_node_24,0.4478984
graph_014_mu_0_3_node_25,0.44951928
graph_014_mu_0_3_node_26,0.5018073
graph_014_mu_0_3_node_27,0.4198084
graph_014_mu_0_3_node_28,0.4725294
graph_014_mu_0_3_node_29,0.5035959
graph_014_mu_0_3_node_30,0.4663102
graph_014_mu_0_3_node_31,0.50124264
graph_014_mu_0_3_node_32,0.4548714
graph_014_mu_0_3_node_33,0.46571398
graph_014_mu_0_3_node_34,0.38539037
graph_014_mu_0_3_node_35,0.5041915
graph_014_mu_0_3_node_36,0.49413386
graph_014_mu_0_3_node_37,0.4537325
graph_014_mu_0_3_node_38,0.38539037
graph_014_mu_0_3_node_39,0.42808345
graph_014_mu_0_3_node_40,0.49837607
graph_014_mu_0_3_node_41,0.48619604
graph_014_mu_0_3_node_42,0.44617108
graph_014_mu_0_3_node_43,0.4022049
graph_014_mu_0_3_node_44,0.4680719
graph_014_mu_0_3_node_45,0.49975657
graph_014_mu_0_3_node_46,0.47175592
graph_014_mu_0_3_node_47,0.38539037
graph_014_mu_0_3_node_48,0.44951928
graph_014_mu_0_3_node_49,0.46405423
graph_014_mu_0_3_node_50,0.44860065
graph_014_mu_0_3_node_51,0.44976875
graph_014_mu_0_3_node_52,0.49388474
graph_014_mu_0_3_node_53,0.4378526
graph_014_mu_0_3_node_54,0.42780456
graph_014_mu_0_3_node_55,0.4980506
graph_014_mu_0_3_node_56,0.49925888
graph_014_mu_0_3_node_57,0.49803364
graph_014_mu_0_3_node_58,0.5041929
graph_014_mu_0_3_node_59,0.44951928
graph_014_mu_0_3_node_60,0.49388474
graph_014_mu_0_3_node_61,0.40609485
graph_014_mu_0_3_node_62,0.4016638
graph_014_mu_0_3_node_63,0.49388474
graph_014_mu_0_3_node_64,0.49841693
graph_014_mu_0_3_node_65,0.49809662
graph_014_mu_0_3_node_66,0.44595057
graph_014_mu_0_3_node_67,0.38539037
graph_014_mu_0_3_node_68,0.49434888
graph_014_mu_0_3_node_69,0.42782015
graph_014_mu_0_3_node_70,0.44951928
graph_014_mu_0_3_node_71,0.4984292
graph_014_mu_0_3_node_72,0.4975932
graph_014_mu_0_3_node_73,0.48452032
graph_014_mu_0_3_node_74,0.48336384
graph_014_mu_0_3_node_75,0.50351596
graph_014_mu_0_3_node_76,0.48445043
graph_014_mu_0_3_node_77,0.44673765
graph_014_mu_0_3_node_78,0.47208276
graph_014_mu_0_3_node_79,0.49388474
graph_014_mu_0_3_node_80,0.44524187
graph_014_mu_0_3_node_81,0.50129986
graph_014_mu_0_3_node_82,0.49438715
graph_014_mu_0_3_node_83,0.5004517
graph_014_mu_0_3_node_84,0.4847754
graph_014_mu_0_3_node_85,0.49830982
graph_014_mu_0_3_node_86,0.40285715
graph_014_mu_0_3_node_87,0.4982895
graph_014_mu_0_3_node_88,0.44629243
graph_014_mu_0_3_node_89,0.38539037
graph_014_mu_0_3_node_90,0.49835792
graph_014_mu_0_3_node_91,0.4945229
graph_014_mu_0_3_node_92,0.49829835
graph_014_mu_0_3_node_93,0.4828361
graph_014_mu_0_3_node_94,0.44998175
graph_014_mu_0_3_node_95,0.47828472
graph_014_mu_0_3_node_96,0.44595057
graph_014_mu_0_3_node_97,0.49388474
graph_014_mu_0_3_node_98,0.49388474
graph_014_mu_0_3_node_99,0.48468515
graph_014_mu_0_3_node_100,0.44976875
graph_014_mu_0_3_node_101,0.44951928
graph_014_mu_0_3_node_102,0.44951928
graph_014_mu_0_3_node_103,0.38539037
graph_014_mu_0_3_node_104,0.44951928
graph_014_mu_0_3_node_105,0.44568104
graph_014_mu_0_3_node_106,0.42839387
graph_014_mu_0_3_node_107,0.38539037
graph_014_mu_0_3_node_108,0.44951928
graph_014_mu_0_3_node_109,0.49319127
graph_014_mu_0_3_node_110,0.48619604
graph_014_mu_0_3_node_111,0.46937275
