,Entropy
graph_029_mu_0_4_node_0,0.28443775
graph_029_mu_0_4_node_1,0.2867863
graph_029_mu_0_4_node_2,0.28870752
graph_029_mu_0_4_node_3,0.2835749
graph_029_mu_0_4_node_4,0.28460976
graph_029_mu_0_4_node_5,0.25647864
graph_029_mu_0_4_node_6,0.2857352
graph_029_mu_0_4_node_7,0.25450945
graph_029_mu_0_4_node_8,0.2789775
graph_029_mu_0_4_node_9,0.26118258
graph_029_mu_0_4_node_10,0.2880492
graph_029_mu_0_4_node_11,0.280617
graph_029_mu_0_4_node_12,0.28507936
graph_029_mu_0_4_node_13,0.28639647
graph_029_mu_0_4_node_14,0.2641337
graph_029_mu_0_4_node_15,0.2880492
graph_029_mu_0_4_node_16,0.28009966
graph_029_mu_0_4_node_17,0.28047714
graph_029_mu_0_4_node_18,0.27953345
graph_029_mu_0_4_node_19,0.26394835
graph_029_mu_0_4_node_20,0.27162555
graph_029_mu_0_4_node_21,0.25568843
graph_029_mu_0_4_node_22,0.2867805
graph_029_mu_0_4_node_23,0.2834834
graph_029_mu_0_4_node_24,0.28589177
graph_029_mu_0_4_node_25,0.28571308
graph_029_mu_0_4_node_26,0.28713948
graph_029_mu_0_4_node_27,0.25619483
graph_029_mu_0_4_node_28,0.25391388
graph_029_mu_0_4_node_29,0.25988612
graph_029_mu_0_4_node_30,0.26948577
graph_029_mu_0_4_node_31,0.26383284
graph_029_mu_0_4_node_32,0.2873556
graph_029_mu_0_4_node_33,0.2879286
graph_029_mu_0_4_node_34,0.26022172
graph_029_mu_0_4_node_35,0.28443775
graph_029_mu_0_4_node_36,0.28758365
graph_029_mu_0_4_node_37,0.28307697
graph_029_mu_0_4_node_38,0.28443775
graph_029_mu_0_4_node_39,0.28232914
graph_029_mu_0_4_node_40,0.2645122
graph_029_mu_0_4_node_41,0.28363225
graph_029_mu_0_4_node_42,0.27293548
graph_029_mu_0_4_node_43,0.2867863
graph_029_mu_0_4_node_44,0.28639647
graph_029_mu_0_4_node_45,0.27758786
graph_029_mu_0_4_node_46,0.28788635
graph_029_mu_0_4_node_47,0.28009966
graph_029_mu_0_4_node_48,0.2645122
graph_029_mu_0_4_node_49,0.28870752
graph_029_mu_0_4_node_50,0.27095404
graph_029_mu_0_4_node_51,0.25275493
graph_029_mu_0_4_node_52,0.28460976
graph_029_mu_0_4_node_53,0.2896406
graph_029_mu_0_4_node_54,0.2867863
graph_029_mu_0_4_node_55,0.2518505
graph_029_mu_0_4_node_56,0.2642834
graph_029_mu_0_4_node_57,0.2645122
graph_029_mu_0_4_node_58,0.28443775
graph_029_mu_0_4_node_59,0.28009966
graph_029_mu_0_4_node_60,0.25521514
graph_029_mu_0_4_node_61,0.25647357
graph_029_mu_0_4_node_62,0.2789775
graph_029_mu_0_4_node_63,0.28232914
graph_029_mu_0_4_node_64,0.2867863
graph_029_mu_0_4_node_65,0.2789775
graph_029_mu_0_4_node_66,0.28232914
graph_029_mu_0_4_node_67,0.28047436
graph_029_mu_0_4_node_68,0.2896406
graph_029_mu_0_4_node_69,0.26278207
graph_029_mu_0_4_node_70,0.27162555
graph_029_mu_0_4_node_71,0.28232914
graph_029_mu_0_4_node_72,0.2645122
graph_029_mu_0_4_node_73,0.2616068
graph_029_mu_0_4_node_74,0.28305414
graph_029_mu_0_4_node_75,0.2866452
graph_029_mu_0_4_node_76,0.2866452
graph_029_mu_0_4_node_77,0.2857352
graph_029_mu_0_4_node_78,0.28232914
graph_029_mu_0_4_node_79,0.28639647
graph_029_mu_0_4_node_80,0.2883145
graph_029_mu_0_4_node_81,0.28639647
graph_029_mu_0_4_node_82,0.2858916
graph_029_mu_0_4_node_83,0.28589448
graph_029_mu_0_4_node_84,0.28390467
graph_029_mu_0_4_node_85,0.2866452
graph_029_mu_0_4_node_86,0.28232914
