,Entropy
graph_023_mu_0_3_node_0,0.483432
graph_023_mu_0_3_node_1,0.4981123
graph_023_mu_0_3_node_2,0.46123067
graph_023_mu_0_3_node_3,0.4943521
graph_023_mu_0_3_node_4,0.51768714
graph_023_mu_0_3_node_5,0.46283883
graph_023_mu_0_3_node_6,0.5136365
graph_023_mu_0_3_node_7,0.483432
graph_023_mu_0_3_node_8,0.4518222
graph_023_mu_0_3_node_9,0.483432
graph_023_mu_0_3_node_10,0.44778752
graph_023_mu_0_3_node_11,0.4600637
graph_023_mu_0_3_node_12,0.41967663
graph_023_mu_0_3_node_13,0.49702308
graph_023_mu_0_3_node_14,0.48276415
graph_023_mu_0_3_node_15,0.46656886
graph_023_mu_0_3_node_16,0.41967663
graph_023_mu_0_3_node_17,0.513574
graph_023_mu_0_3_node_18,0.45179567
graph_023_mu_0_3_node_19,0.51768714
graph_023_mu_0_3_node_20,0.4981123
graph_023_mu_0_3_node_21,0.483432
graph_023_mu_0_3_node_22,0.4943521
graph_023_mu_0_3_node_23,0.49702308
graph_023_mu_0_3_node_24,0.41967663
graph_023_mu_0_3_node_25,0.48319042
graph_023_mu_0_3_node_26,0.44778752
graph_023_mu_0_3_node_27,0.513574
graph_023_mu_0_3_node_28,0.4620433
graph_023_mu_0_3_node_29,0.4981123
graph_023_mu_0_3_node_30,0.4981771
graph_023_mu_0_3_node_31,0.4634995
graph_023_mu_0_3_node_32,0.5136053
graph_023_mu_0_3_node_33,0.43333587
graph_023_mu_0_3_node_34,0.4981123
graph_023_mu_0_3_node_35,0.44778752
graph_023_mu_0_3_node_36,0.44774473
graph_023_mu_0_3_node_37,0.49431303
graph_023_mu_0_3_node_38,0.51768714
graph_023_mu_0_3_node_39,0.41967663
graph_023_mu_0_3_node_40,0.44777936
graph_023_mu_0_3_node_41,0.49702308
graph_023_mu_0_3_node_42,0.483432
graph_023_mu_0_3_node_43,0.44778752
graph_023_mu_0_3_node_44,0.49702308
graph_023_mu_0_3_node_45,0.4440525
graph_023_mu_0_3_node_46,0.49431303
graph_023_mu_0_3_node_47,0.4981771
graph_023_mu_0_3_node_48,0.4943521
graph_023_mu_0_3_node_49,0.48337498
graph_023_mu_0_3_node_50,0.49431303
graph_023_mu_0_3_node_51,0.48337498
graph_023_mu_0_3_node_52,0.4598924
graph_023_mu_0_3_node_53,0.51768714
graph_023_mu_0_3_node_54,0.46136972
graph_023_mu_0_3_node_55,0.44778752
graph_023_mu_0_3_node_56,0.45179567
graph_023_mu_0_3_node_57,0.43583032
graph_023_mu_0_3_node_58,0.49702308
graph_023_mu_0_3_node_59,0.49773484
graph_023_mu_0_3_node_60,0.41967663
graph_023_mu_0_3_node_61,0.49702308
graph_023_mu_0_3_node_62,0.4440525
graph_023_mu_0_3_node_63,0.46111083
graph_023_mu_0_3_node_64,0.483432
graph_023_mu_0_3_node_65,0.4440525
graph_023_mu_0_3_node_66,0.4943521
graph_023_mu_0_3_node_67,0.4981123
