,Entropy
graph_016_mu_0_4_node_0,0.24029635
graph_016_mu_0_4_node_1,0.25254044
graph_016_mu_0_4_node_2,0.24922101
graph_016_mu_0_4_node_3,0.25350532
graph_016_mu_0_4_node_4,0.25229234
graph_016_mu_0_4_node_5,0.25012827
graph_016_mu_0_4_node_6,0.25451523
graph_016_mu_0_4_node_7,0.24897641
graph_016_mu_0_4_node_8,0.25482568
graph_016_mu_0_4_node_9,0.25285995
graph_016_mu_0_4_node_10,0.22916377
graph_016_mu_0_4_node_11,0.25101602
graph_016_mu_0_4_node_12,0.25007293
graph_016_mu_0_4_node_13,0.23504385
graph_016_mu_0_4_node_14,0.25101602
graph_016_mu_0_4_node_15,0.25451523
graph_016_mu_0_4_node_16,0.2552976
graph_016_mu_0_4_node_17,0.2535893
graph_016_mu_0_4_node_18,0.25523698
graph_016_mu_0_4_node_19,0.2561288
graph_016_mu_0_4_node_20,0.25358352
graph_016_mu_0_4_node_21,0.23647399
graph_016_mu_0_4_node_22,0.25428155
graph_016_mu_0_4_node_23,0.25285995
graph_016_mu_0_4_node_24,0.25778118
graph_016_mu_0_4_node_25,0.25254044
graph_016_mu_0_4_node_26,0.25229234
graph_016_mu_0_4_node_27,0.23605117
graph_016_mu_0_4_node_28,0.23377137
graph_016_mu_0_4_node_29,0.2466078
graph_016_mu_0_4_node_30,0.23429416
graph_016_mu_0_4_node_31,0.25523698
graph_016_mu_0_4_node_32,0.24659543
graph_016_mu_0_4_node_33,0.25893345
graph_016_mu_0_4_node_34,0.24951898
graph_016_mu_0_4_node_35,0.24562196
graph_016_mu_0_4_node_36,0.24561724
graph_016_mu_0_4_node_37,0.25482568
graph_016_mu_0_4_node_38,0.25007293
graph_016_mu_0_4_node_39,0.25523698
graph_016_mu_0_4_node_40,0.2458462
graph_016_mu_0_4_node_41,0.25518256
graph_016_mu_0_4_node_42,0.23092523
graph_016_mu_0_4_node_43,0.2466078
graph_016_mu_0_4_node_44,0.25451523
graph_016_mu_0_4_node_45,0.25451523
graph_016_mu_0_4_node_46,0.2552976
graph_016_mu_0_4_node_47,0.25341812
graph_016_mu_0_4_node_48,0.2444408
graph_016_mu_0_4_node_49,0.25778118
graph_016_mu_0_4_node_50,0.24562196
graph_016_mu_0_4_node_51,0.23039442
graph_016_mu_0_4_node_52,0.25051764
graph_016_mu_0_4_node_53,0.25893345
graph_016_mu_0_4_node_54,0.25893345
graph_016_mu_0_4_node_55,0.25634626
graph_016_mu_0_4_node_56,0.2500078
graph_016_mu_0_4_node_57,0.2444408
graph_016_mu_0_4_node_58,0.2366224
graph_016_mu_0_4_node_59,0.24562196
graph_016_mu_0_4_node_60,0.25012827
graph_016_mu_0_4_node_61,0.23121753
graph_016_mu_0_4_node_62,0.23948544
graph_016_mu_0_4_node_63,0.23672299
graph_016_mu_0_4_node_64,0.25428155
graph_016_mu_0_4_node_65,0.25761482
graph_016_mu_0_4_node_66,0.23499812
graph_016_mu_0_4_node_67,0.25276384
graph_016_mu_0_4_node_68,0.25229234
graph_016_mu_0_4_node_69,0.2535893
graph_016_mu_0_4_node_70,0.25778118
graph_016_mu_0_4_node_71,0.2359316
graph_016_mu_0_4_node_72,0.25523698
graph_016_mu_0_4_node_73,0.22883831
graph_016_mu_0_4_node_74,0.23446284
graph_016_mu_0_4_node_75,0.25276384
graph_016_mu_0_4_node_76,0.25358352
graph_016_mu_0_4_node_77,0.25523698
graph_016_mu_0_4_node_78,0.25285995
