,Entropy
graph_069_mu_0_3_node_0,0.43745604
graph_069_mu_0_3_node_1,0.47554517
graph_069_mu_0_3_node_2,0.34554523
graph_069_mu_0_3_node_3,0.4613569
graph_069_mu_0_3_node_4,0.3470984
graph_069_mu_0_3_node_5,0.38840008
graph_069_mu_0_3_node_6,0.47554517
graph_069_mu_0_3_node_7,0.368078
graph_069_mu_0_3_node_8,0.38790166
graph_069_mu_0_3_node_9,0.46119225
graph_069_mu_0_3_node_10,0.4801966
graph_069_mu_0_3_node_11,0.36521608
graph_069_mu_0_3_node_12,0.4613569
graph_069_mu_0_3_node_13,0.35483387
graph_069_mu_0_3_node_14,0.4801966
graph_069_mu_0_3_node_15,0.4391449
graph_069_mu_0_3_node_16,0.41974622
graph_069_mu_0_3_node_17,0.4391449
graph_069_mu_0_3_node_18,0.34554523
graph_069_mu_0_3_node_19,0.4801966
graph_069_mu_0_3_node_20,0.48272863
graph_069_mu_0_3_node_21,0.34554523
graph_069_mu_0_3_node_22,0.35134205
graph_069_mu_0_3_node_23,0.38711664
graph_069_mu_0_3_node_24,0.38843843
graph_069_mu_0_3_node_25,0.35446805
graph_069_mu_0_3_node_26,0.38790166
graph_069_mu_0_3_node_27,0.38843843
graph_069_mu_0_3_node_28,0.4801966
graph_069_mu_0_3_node_29,0.48272863
graph_069_mu_0_3_node_30,0.4391449
graph_069_mu_0_3_node_31,0.350614
graph_069_mu_0_3_node_32,0.34141845
graph_069_mu_0_3_node_33,0.4287138
graph_069_mu_0_3_node_34,0.4287138
graph_069_mu_0_3_node_35,0.42851275
graph_069_mu_0_3_node_36,0.38190776
graph_069_mu_0_3_node_37,0.34440386
graph_069_mu_0_3_node_38,0.36049414
graph_069_mu_0_3_node_39,0.3427799
graph_069_mu_0_3_node_40,0.47554517
graph_069_mu_0_3_node_41,0.3532642
graph_069_mu_0_3_node_42,0.4391449
graph_069_mu_0_3_node_43,0.34725818
graph_069_mu_0_3_node_44,0.4613569
graph_069_mu_0_3_node_45,0.4391449
graph_069_mu_0_3_node_46,0.47554517
graph_069_mu_0_3_node_47,0.4613569
graph_069_mu_0_3_node_48,0.3457227
