,Entropy
graph_088_mu_0_4_node_0,0.3913066
graph_088_mu_0_4_node_1,0.39432043
graph_088_mu_0_4_node_2,0.38590205
graph_088_mu_0_4_node_3,0.38409784
graph_088_mu_0_4_node_4,0.39498016
graph_088_mu_0_4_node_5,0.39409044
graph_088_mu_0_4_node_6,0.3856076
graph_088_mu_0_4_node_7,0.3818157
graph_088_mu_0_4_node_8,0.39767167
graph_088_mu_0_4_node_9,0.3773634
graph_088_mu_0_4_node_10,0.39060184
graph_088_mu_0_4_node_11,0.39564022
graph_088_mu_0_4_node_12,0.37367195
graph_088_mu_0_4_node_13,0.37050757
graph_088_mu_0_4_node_14,0.3856076
graph_088_mu_0_4_node_15,0.39254448
graph_088_mu_0_4_node_16,0.3917674
graph_088_mu_0_4_node_17,0.3922359
graph_088_mu_0_4_node_18,0.36771736
graph_088_mu_0_4_node_19,0.39432043
graph_088_mu_0_4_node_20,0.39498016
graph_088_mu_0_4_node_21,0.3791744
graph_088_mu_0_4_node_22,0.3856076
graph_088_mu_0_4_node_23,0.39688388
graph_088_mu_0_4_node_24,0.3856076
graph_088_mu_0_4_node_25,0.39690995
graph_088_mu_0_4_node_26,0.39080438
graph_088_mu_0_4_node_27,0.3922359
graph_088_mu_0_4_node_28,0.3922359
graph_088_mu_0_4_node_29,0.39541188
graph_088_mu_0_4_node_30,0.3856076
graph_088_mu_0_4_node_31,0.37873298
graph_088_mu_0_4_node_32,0.3922359
graph_088_mu_0_4_node_33,0.3955343
graph_088_mu_0_4_node_34,0.39626482
graph_088_mu_0_4_node_35,0.37873298
graph_088_mu_0_4_node_36,0.39425954
graph_088_mu_0_4_node_37,0.3867131
graph_088_mu_0_4_node_38,0.3915522
graph_088_mu_0_4_node_39,0.3880572
graph_088_mu_0_4_node_40,0.37873298
graph_088_mu_0_4_node_41,0.3917674
graph_088_mu_0_4_node_42,0.3922359
graph_088_mu_0_4_node_43,0.3702248
graph_088_mu_0_4_node_44,0.37976
graph_088_mu_0_4_node_45,0.3913066
graph_088_mu_0_4_node_46,0.37869123
graph_088_mu_0_4_node_47,0.39498016
graph_088_mu_0_4_node_48,0.3922331
graph_088_mu_0_4_node_49,0.39098865
graph_088_mu_0_4_node_50,0.3953278
graph_088_mu_0_4_node_51,0.39481646
graph_088_mu_0_4_node_52,0.37873298
graph_088_mu_0_4_node_53,0.38255775
graph_088_mu_0_4_node_54,0.37012184
graph_088_mu_0_4_node_55,0.39620984
graph_088_mu_0_4_node_56,0.36627206
graph_088_mu_0_4_node_57,0.39641273
