,Entropy
graph_052_mu_0_4_node_0,0.37422985
graph_052_mu_0_4_node_1,0.35040826
graph_052_mu_0_4_node_2,0.3822884
graph_052_mu_0_4_node_3,0.36786798
graph_052_mu_0_4_node_4,0.37787256
graph_052_mu_0_4_node_5,0.37715223
graph_052_mu_0_4_node_6,0.38036877
graph_052_mu_0_4_node_7,0.37498286
graph_052_mu_0_4_node_8,0.3752403
graph_052_mu_0_4_node_9,0.37715223
graph_052_mu_0_4_node_10,0.37483686
graph_052_mu_0_4_node_11,0.3819095
graph_052_mu_0_4_node_12,0.37951314
graph_052_mu_0_4_node_13,0.36799577
graph_052_mu_0_4_node_14,0.38018256
graph_052_mu_0_4_node_15,0.3763815
graph_052_mu_0_4_node_16,0.3796194
graph_052_mu_0_4_node_17,0.37643936
graph_052_mu_0_4_node_18,0.3631465
graph_052_mu_0_4_node_19,0.3812812
graph_052_mu_0_4_node_20,0.38466102
graph_052_mu_0_4_node_21,0.3757212
graph_052_mu_0_4_node_22,0.36462578
graph_052_mu_0_4_node_23,0.38233224
graph_052_mu_0_4_node_24,0.3812812
graph_052_mu_0_4_node_25,0.37000227
graph_052_mu_0_4_node_26,0.36786798
graph_052_mu_0_4_node_27,0.37613264
graph_052_mu_0_4_node_28,0.3796194
graph_052_mu_0_4_node_29,0.37483686
graph_052_mu_0_4_node_30,0.37006384
graph_052_mu_0_4_node_31,0.3613537
graph_052_mu_0_4_node_32,0.3750177
graph_052_mu_0_4_node_33,0.38283342
graph_052_mu_0_4_node_34,0.38069317
graph_052_mu_0_4_node_35,0.3796194
graph_052_mu_0_4_node_36,0.36082545
graph_052_mu_0_4_node_37,0.3757212
graph_052_mu_0_4_node_38,0.37590933
graph_052_mu_0_4_node_39,0.3763815
graph_052_mu_0_4_node_40,0.38018256
graph_052_mu_0_4_node_41,0.36786798
graph_052_mu_0_4_node_42,0.36996728
graph_052_mu_0_4_node_43,0.3667191
graph_052_mu_0_4_node_44,0.37627187
graph_052_mu_0_4_node_45,0.35144445
graph_052_mu_0_4_node_46,0.38466102
graph_052_mu_0_4_node_47,0.3796194
graph_052_mu_0_4_node_48,0.37551087
graph_052_mu_0_4_node_49,0.3667191
graph_052_mu_0_4_node_50,0.35738868
graph_052_mu_0_4_node_51,0.3675719
graph_052_mu_0_4_node_52,0.36791712
graph_052_mu_0_4_node_53,0.36791325
graph_052_mu_0_4_node_54,0.3649254
graph_052_mu_0_4_node_55,0.37955216
graph_052_mu_0_4_node_56,0.35897106
graph_052_mu_0_4_node_57,0.38272724
graph_052_mu_0_4_node_58,0.37715223
graph_052_mu_0_4_node_59,0.37440076
graph_052_mu_0_4_node_60,0.37577492
graph_052_mu_0_4_node_61,0.3819095
graph_052_mu_0_4_node_62,0.37496826
graph_052_mu_0_4_node_63,0.35070774
graph_052_mu_0_4_node_64,0.37496826
graph_052_mu_0_4_node_65,0.38281158
graph_052_mu_0_4_node_66,0.36030203
graph_052_mu_0_4_node_67,0.37415865
graph_052_mu_0_4_node_68,0.37490392
graph_052_mu_0_4_node_69,0.36730358
graph_052_mu_0_4_node_70,0.36821648
graph_052_mu_0_4_node_71,0.35023713
graph_052_mu_0_4_node_72,0.37376806
graph_052_mu_0_4_node_73,0.3756478
graph_052_mu_0_4_node_74,0.37951314
graph_052_mu_0_4_node_75,0.37376806
graph_052_mu_0_4_node_76,0.3804696
graph_052_mu_0_4_node_77,0.3667191
graph_052_mu_0_4_node_78,0.37440076
graph_052_mu_0_4_node_79,0.37378418
graph_052_mu_0_4_node_80,0.37942517
graph_052_mu_0_4_node_81,0.37643936
graph_052_mu_0_4_node_82,0.37587634
graph_052_mu_0_4_node_83,0.3625629
graph_052_mu_0_4_node_84,0.37951314
graph_052_mu_0_4_node_85,0.37556452
graph_052_mu_0_4_node_86,0.34849024
graph_052_mu_0_4_node_87,0.37616566
graph_052_mu_0_4_node_88,0.38226458
graph_052_mu_0_4_node_89,0.37376806
graph_052_mu_0_4_node_90,0.36088347
graph_052_mu_0_4_node_91,0.36654657
graph_052_mu_0_4_node_92,0.37853533
graph_052_mu_0_4_node_93,0.37376806
graph_052_mu_0_4_node_94,0.37462267
graph_052_mu_0_4_node_95,0.3757212
graph_052_mu_0_4_node_96,0.37853533
graph_052_mu_0_4_node_97,0.3667191
graph_052_mu_0_4_node_98,0.38281158
graph_052_mu_0_4_node_99,0.37486112
graph_052_mu_0_4_node_100,0.36310667
graph_052_mu_0_4_node_101,0.3796194
graph_052_mu_0_4_node_102,0.37407434
graph_052_mu_0_4_node_103,0.36786798
graph_052_mu_0_4_node_104,0.36753777
graph_052_mu_0_4_node_105,0.37562168
graph_052_mu_0_4_node_106,0.37376806
graph_052_mu_0_4_node_107,0.375427
graph_052_mu_0_4_node_108,0.36796233
graph_052_mu_0_4_node_109,0.37613264
graph_052_mu_0_4_node_110,0.3777464
graph_052_mu_0_4_node_111,0.37788585
graph_052_mu_0_4_node_112,0.35637072
graph_052_mu_0_4_node_113,0.37982056
graph_052_mu_0_4_node_114,0.37715223
graph_052_mu_0_4_node_115,0.36816916
graph_052_mu_0_4_node_116,0.37483686
graph_052_mu_0_4_node_117,0.3796194
graph_052_mu_0_4_node_118,0.36533514
graph_052_mu_0_4_node_119,0.36772332
graph_052_mu_0_4_node_120,0.3819095
graph_052_mu_0_4_node_121,0.35281986
graph_052_mu_0_4_node_122,0.3757212
graph_052_mu_0_4_node_123,0.3819095
graph_052_mu_0_4_node_124,0.37216
graph_052_mu_0_4_node_125,0.37440076
graph_052_mu_0_4_node_126,0.37531224
graph_052_mu_0_4_node_127,0.37910348
graph_052_mu_0_4_node_128,0.37612745
graph_052_mu_0_4_node_129,0.37613264
graph_052_mu_0_4_node_130,0.3822884
graph_052_mu_0_4_node_131,0.36972117
graph_052_mu_0_4_node_132,0.38226458
graph_052_mu_0_4_node_133,0.37787256
graph_052_mu_0_4_node_134,0.37483686
graph_052_mu_0_4_node_135,0.37632632
graph_052_mu_0_4_node_136,0.37613264
graph_052_mu_0_4_node_137,0.36730543
graph_052_mu_0_4_node_138,0.38283342
graph_052_mu_0_4_node_139,0.36079308
graph_052_mu_0_4_node_140,0.38466102
graph_052_mu_0_4_node_141,0.3518537
graph_052_mu_0_4_node_142,0.3487124
graph_052_mu_0_4_node_143,0.36999232
graph_052_mu_0_4_node_144,0.38272724
graph_052_mu_0_4_node_145,0.3667191
graph_052_mu_0_4_node_146,0.38272724
graph_052_mu_0_4_node_147,0.35580736
graph_052_mu_0_4_node_148,0.38069317
graph_052_mu_0_4_node_149,0.34587562
graph_052_mu_0_4_node_150,0.36791325
graph_052_mu_0_4_node_151,0.35408062
graph_052_mu_0_4_node_152,0.36035806
graph_052_mu_0_4_node_153,0.35133496
graph_052_mu_0_4_node_154,0.3474851
graph_052_mu_0_4_node_155,0.36796233
graph_052_mu_0_4_node_156,0.36791155
graph_052_mu_0_4_node_157,0.38069317
graph_052_mu_0_4_node_158,0.35560042
graph_052_mu_0_4_node_159,0.3812812
graph_052_mu_0_4_node_160,0.37577552
graph_052_mu_0_4_node_161,0.3682532
graph_052_mu_0_4_node_162,0.3812812
graph_052_mu_0_4_node_163,0.38272724
graph_052_mu_0_4_node_164,0.3812812
graph_052_mu_0_4_node_165,0.34895295
graph_052_mu_0_4_node_166,0.34727418
graph_052_mu_0_4_node_167,0.3812812
graph_052_mu_0_4_node_168,0.3796194
graph_052_mu_0_4_node_169,0.3732966
graph_052_mu_0_4_node_170,0.3812812
graph_052_mu_0_4_node_171,0.36786798
graph_052_mu_0_4_node_172,0.3796194
graph_052_mu_0_4_node_173,0.37376806
graph_052_mu_0_4_node_174,0.3682532
graph_052_mu_0_4_node_175,0.3667191
graph_052_mu_0_4_node_176,0.3812812
graph_052_mu_0_4_node_177,0.34876728
graph_052_mu_0_4_node_178,0.34988585
graph_052_mu_0_4_node_179,0.37762302
graph_052_mu_0_4_node_180,0.38204306
graph_052_mu_0_4_node_181,0.35321075
graph_052_mu_0_4_node_182,0.36796233
graph_052_mu_0_4_node_183,0.35209623
graph_052_mu_0_4_node_184,0.37853533
graph_052_mu_0_4_node_185,0.36064824
graph_052_mu_0_4_node_186,0.3607788
graph_052_mu_0_4_node_187,0.3511763
graph_052_mu_0_4_node_188,0.38036877
graph_052_mu_0_4_node_189,0.37440076
graph_052_mu_0_4_node_190,0.36650056
graph_052_mu_0_4_node_191,0.35212088
graph_052_mu_0_4_node_192,0.37181038
graph_052_mu_0_4_node_193,0.36786798
graph_052_mu_0_4_node_194,0.3667191
graph_052_mu_0_4_node_195,0.35575342
graph_052_mu_0_4_node_196,0.3667191
graph_052_mu_0_4_node_197,0.38466102
graph_052_mu_0_4_node_198,0.37376806
graph_052_mu_0_4_node_199,0.36828208
graph_052_mu_0_4_node_200,0.3796194
graph_052_mu_0_4_node_201,0.36786798
graph_052_mu_0_4_node_202,0.37483686
graph_052_mu_0_4_node_203,0.37440076
graph_052_mu_0_4_node_204,0.37951314
graph_052_mu_0_4_node_205,0.3757382
graph_052_mu_0_4_node_206,0.3667191
graph_052_mu_0_4_node_207,0.36448303
graph_052_mu_0_4_node_208,0.37996012
graph_052_mu_0_4_node_209,0.38466102
graph_052_mu_0_4_node_210,0.37599832
graph_052_mu_0_4_node_211,0.37951314
graph_052_mu_0_4_node_212,0.34718853
graph_052_mu_0_4_node_213,0.37787256
graph_052_mu_0_4_node_214,0.37643936
graph_052_mu_0_4_node_215,0.36795673
graph_052_mu_0_4_node_216,0.37000227
graph_052_mu_0_4_node_217,0.37483686
graph_052_mu_0_4_node_218,0.37006384
graph_052_mu_0_4_node_219,0.38036877
graph_052_mu_0_4_node_220,0.3508071
graph_052_mu_0_4_node_221,0.37853533
graph_052_mu_0_4_node_222,0.38018256
graph_052_mu_0_4_node_223,0.37019125
graph_052_mu_0_4_node_224,0.36202228
graph_052_mu_0_4_node_225,0.37614003
graph_052_mu_0_4_node_226,0.36732507
graph_052_mu_0_4_node_227,0.34846723
graph_052_mu_0_4_node_228,0.3600479
graph_052_mu_0_4_node_229,0.37853533
graph_052_mu_0_4_node_230,0.36791712
graph_052_mu_0_4_node_231,0.35785797
graph_052_mu_0_4_node_232,0.3484181
graph_052_mu_0_4_node_233,0.37955216
graph_052_mu_0_4_node_234,0.37440076
graph_052_mu_0_4_node_235,0.36824852
graph_052_mu_0_4_node_236,0.3812812
graph_052_mu_0_4_node_237,0.37613264
graph_052_mu_0_4_node_238,0.3592525
graph_052_mu_0_4_node_239,0.37746587
graph_052_mu_0_4_node_240,0.37483686
graph_052_mu_0_4_node_241,0.35830155
graph_052_mu_0_4_node_242,0.37788585
graph_052_mu_0_4_node_243,0.3667191
graph_052_mu_0_4_node_244,0.34930867
graph_052_mu_0_4_node_245,0.36724773
graph_052_mu_0_4_node_246,0.37688679
graph_052_mu_0_4_node_247,0.37613264
graph_052_mu_0_4_node_248,0.3763233
graph_052_mu_0_4_node_249,0.3667191
graph_052_mu_0_4_node_250,0.3822884
graph_052_mu_0_4_node_251,0.3521408
graph_052_mu_0_4_node_252,0.36772332
graph_052_mu_0_4_node_253,0.38466102
graph_052_mu_0_4_node_254,0.3819095
graph_052_mu_0_4_node_255,0.37483686
graph_052_mu_0_4_node_256,0.34837335
