,Entropy
graph_086_mu_0_3_node_0,0.41303533
graph_086_mu_0_3_node_1,0.48644182
graph_086_mu_0_3_node_2,0.40928954
graph_086_mu_0_3_node_3,0.43756828
graph_086_mu_0_3_node_4,0.4530158
graph_086_mu_0_3_node_5,0.3339566
graph_086_mu_0_3_node_6,0.43192855
graph_086_mu_0_3_node_7,0.45538178
graph_086_mu_0_3_node_8,0.4860277
graph_086_mu_0_3_node_9,0.41609558
graph_086_mu_0_3_node_10,0.4678036
graph_086_mu_0_3_node_11,0.37603936
graph_086_mu_0_3_node_12,0.41312426
graph_086_mu_0_3_node_13,0.4637519
graph_086_mu_0_3_node_14,0.48815906
graph_086_mu_0_3_node_15,0.48590067
graph_086_mu_0_3_node_16,0.48585454
graph_086_mu_0_3_node_17,0.4085291
graph_086_mu_0_3_node_18,0.37603936
graph_086_mu_0_3_node_19,0.41609558
graph_086_mu_0_3_node_20,0.4085291
graph_086_mu_0_3_node_21,0.48590067
graph_086_mu_0_3_node_22,0.4085291
graph_086_mu_0_3_node_23,0.4796795
graph_086_mu_0_3_node_24,0.44794348
graph_086_mu_0_3_node_25,0.37603936
graph_086_mu_0_3_node_26,0.42493647
graph_086_mu_0_3_node_27,0.4048161
graph_086_mu_0_3_node_28,0.46803325
graph_086_mu_0_3_node_29,0.46801922
graph_086_mu_0_3_node_30,0.45160046
graph_086_mu_0_3_node_31,0.43713114
graph_086_mu_0_3_node_32,0.43825978
graph_086_mu_0_3_node_33,0.48592782
graph_086_mu_0_3_node_34,0.41303533
graph_086_mu_0_3_node_35,0.3339566
graph_086_mu_0_3_node_36,0.42513826
graph_086_mu_0_3_node_37,0.41609558
graph_086_mu_0_3_node_38,0.44781443
graph_086_mu_0_3_node_39,0.47287866
graph_086_mu_0_3_node_40,0.42513826
graph_086_mu_0_3_node_41,0.43783543
graph_086_mu_0_3_node_42,0.4528327
graph_086_mu_0_3_node_43,0.44700742
graph_086_mu_0_3_node_44,0.3339566
graph_086_mu_0_3_node_45,0.37603936
graph_086_mu_0_3_node_46,0.45502836
graph_086_mu_0_3_node_47,0.4085291
graph_086_mu_0_3_node_48,0.4678645
graph_086_mu_0_3_node_49,0.40781292
graph_086_mu_0_3_node_50,0.48647273
graph_086_mu_0_3_node_51,0.48641083
graph_086_mu_0_3_node_52,0.48641083
graph_086_mu_0_3_node_53,0.41609558
graph_086_mu_0_3_node_54,0.42513826
graph_086_mu_0_3_node_55,0.3339566
graph_086_mu_0_3_node_56,0.4350636
graph_086_mu_0_3_node_57,0.45160046
graph_086_mu_0_3_node_58,0.47338438
graph_086_mu_0_3_node_59,0.37603936
graph_086_mu_0_3_node_60,0.45160046
graph_086_mu_0_3_node_61,0.4502867
graph_086_mu_0_3_node_62,0.41609558
graph_086_mu_0_3_node_63,0.45160046
graph_086_mu_0_3_node_64,0.4085291
graph_086_mu_0_3_node_65,0.45144853
graph_086_mu_0_3_node_66,0.37603936
graph_086_mu_0_3_node_67,0.3339566
graph_086_mu_0_3_node_68,0.41609558
graph_086_mu_0_3_node_69,0.41303533
graph_086_mu_0_3_node_70,0.47384298
graph_086_mu_0_3_node_71,0.41715306
graph_086_mu_0_3_node_72,0.45150825
graph_086_mu_0_3_node_73,0.43789765
graph_086_mu_0_3_node_74,0.42826176
graph_086_mu_0_3_node_75,0.41303533
graph_086_mu_0_3_node_76,0.4772456
graph_086_mu_0_3_node_77,0.39783874
graph_086_mu_0_3_node_78,0.47679695
graph_086_mu_0_3_node_79,0.48682398
graph_086_mu_0_3_node_80,0.47359613
graph_086_mu_0_3_node_81,0.41663912
graph_086_mu_0_3_node_82,0.41303533
graph_086_mu_0_3_node_83,0.48037684
graph_086_mu_0_3_node_84,0.47716475
graph_086_mu_0_3_node_85,0.37603936
graph_086_mu_0_3_node_86,0.4860277
graph_086_mu_0_3_node_87,0.42513826
graph_086_mu_0_3_node_88,0.42088068
graph_086_mu_0_3_node_89,0.3339566
graph_086_mu_0_3_node_90,0.47722474
graph_086_mu_0_3_node_91,0.43756828
graph_086_mu_0_3_node_92,0.41382486
graph_086_mu_0_3_node_93,0.47338438
graph_086_mu_0_3_node_94,0.41303533
graph_086_mu_0_3_node_95,0.41303533
graph_086_mu_0_3_node_96,0.4513847
graph_086_mu_0_3_node_97,0.47733876
graph_086_mu_0_3_node_98,0.4860277
graph_086_mu_0_3_node_99,0.45160046
graph_086_mu_0_3_node_100,0.37603936
graph_086_mu_0_3_node_101,0.46759015
graph_086_mu_0_3_node_102,0.4085291
graph_086_mu_0_3_node_103,0.3339566
graph_086_mu_0_3_node_104,0.3339566
graph_086_mu_0_3_node_105,0.4860277
graph_086_mu_0_3_node_106,0.4085291
graph_086_mu_0_3_node_107,0.4861804
graph_086_mu_0_3_node_108,0.4085291
graph_086_mu_0_3_node_109,0.477484
graph_086_mu_0_3_node_110,0.37603936
graph_086_mu_0_3_node_111,0.41382486
graph_086_mu_0_3_node_112,0.48039
graph_086_mu_0_3_node_113,0.4041861
graph_086_mu_0_3_node_114,0.45160046
graph_086_mu_0_3_node_115,0.4804421
graph_086_mu_0_3_node_116,0.37603936
graph_086_mu_0_3_node_117,0.37603936
graph_086_mu_0_3_node_118,0.48059076
graph_086_mu_0_3_node_119,0.41303533
graph_086_mu_0_3_node_120,0.45160046
graph_086_mu_0_3_node_121,0.45161772
graph_086_mu_0_3_node_122,0.4861804
graph_086_mu_0_3_node_123,0.41285536
graph_086_mu_0_3_node_124,0.43606606
graph_086_mu_0_3_node_125,0.41303533
graph_086_mu_0_3_node_126,0.45178154
graph_086_mu_0_3_node_127,0.4085291
graph_086_mu_0_3_node_128,0.41303533
graph_086_mu_0_3_node_129,0.41271716
graph_086_mu_0_3_node_130,0.37603936
graph_086_mu_0_3_node_131,0.41303533
graph_086_mu_0_3_node_132,0.41303533
graph_086_mu_0_3_node_133,0.48037684
graph_086_mu_0_3_node_134,0.48324773
graph_086_mu_0_3_node_135,0.48283806
graph_086_mu_0_3_node_136,0.47338438
graph_086_mu_0_3_node_137,0.4085291
graph_086_mu_0_3_node_138,0.48592782
graph_086_mu_0_3_node_139,0.4085291
