,Entropy
graph_068_mu_0_4_node_0,0.33821398
graph_068_mu_0_4_node_1,0.34307903
graph_068_mu_0_4_node_2,0.34587422
graph_068_mu_0_4_node_3,0.34528363
graph_068_mu_0_4_node_4,0.34130237
graph_068_mu_0_4_node_5,0.32043982
graph_068_mu_0_4_node_6,0.34493247
graph_068_mu_0_4_node_7,0.33542657
graph_068_mu_0_4_node_8,0.33775502
graph_068_mu_0_4_node_9,0.34333465
graph_068_mu_0_4_node_10,0.3374395
graph_068_mu_0_4_node_11,0.34220618
graph_068_mu_0_4_node_12,0.3435504
graph_068_mu_0_4_node_13,0.33986533
graph_068_mu_0_4_node_14,0.33602163
graph_068_mu_0_4_node_15,0.32561177
graph_068_mu_0_4_node_16,0.33244106
graph_068_mu_0_4_node_17,0.32678995
graph_068_mu_0_4_node_18,0.32561177
graph_068_mu_0_4_node_19,0.34482458
graph_068_mu_0_4_node_20,0.34165284
graph_068_mu_0_4_node_21,0.3451792
graph_068_mu_0_4_node_22,0.32561177
graph_068_mu_0_4_node_23,0.34361872
graph_068_mu_0_4_node_24,0.34417737
graph_068_mu_0_4_node_25,0.3153844
graph_068_mu_0_4_node_26,0.34518206
graph_068_mu_0_4_node_27,0.34317163
graph_068_mu_0_4_node_28,0.3209196
graph_068_mu_0_4_node_29,0.3310692
graph_068_mu_0_4_node_30,0.34358832
graph_068_mu_0_4_node_31,0.34482458
graph_068_mu_0_4_node_32,0.3378341
graph_068_mu_0_4_node_33,0.34358832
graph_068_mu_0_4_node_34,0.33729035
graph_068_mu_0_4_node_35,0.3381444
graph_068_mu_0_4_node_36,0.3374395
graph_068_mu_0_4_node_37,0.317076
graph_068_mu_0_4_node_38,0.3310692
graph_068_mu_0_4_node_39,0.34347603
graph_068_mu_0_4_node_40,0.3372202
graph_068_mu_0_4_node_41,0.32295257
graph_068_mu_0_4_node_42,0.3381444
graph_068_mu_0_4_node_43,0.3171197
graph_068_mu_0_4_node_44,0.34587422
graph_068_mu_0_4_node_45,0.33540824
graph_068_mu_0_4_node_46,0.31799385
graph_068_mu_0_4_node_47,0.33542657
graph_068_mu_0_4_node_48,0.33331758
graph_068_mu_0_4_node_49,0.34147927
graph_068_mu_0_4_node_50,0.34147927
graph_068_mu_0_4_node_51,0.3310692
graph_068_mu_0_4_node_52,0.3249833
