,Entropy
graph_0112_mu_0_3_node_0,0.49297398
graph_0112_mu_0_3_node_1,0.46624795
graph_0112_mu_0_3_node_2,0.46952954
graph_0112_mu_0_3_node_3,0.4463995
graph_0112_mu_0_3_node_4,0.37506256
graph_0112_mu_0_3_node_5,0.4208183
graph_0112_mu_0_3_node_6,0.46952954
graph_0112_mu_0_3_node_7,0.46877998
graph_0112_mu_0_3_node_8,0.42062742
graph_0112_mu_0_3_node_9,0.37506256
graph_0112_mu_0_3_node_10,0.43049568
graph_0112_mu_0_3_node_11,0.49033704
graph_0112_mu_0_3_node_12,0.46877998
graph_0112_mu_0_3_node_13,0.48623234
graph_0112_mu_0_3_node_14,0.4814915
graph_0112_mu_0_3_node_15,0.50332695
graph_0112_mu_0_3_node_16,0.4917321
graph_0112_mu_0_3_node_17,0.48993495
graph_0112_mu_0_3_node_18,0.49182978
graph_0112_mu_0_3_node_19,0.45342484
graph_0112_mu_0_3_node_20,0.46091425
graph_0112_mu_0_3_node_21,0.48092872
graph_0112_mu_0_3_node_22,0.48092872
graph_0112_mu_0_3_node_23,0.4463995
graph_0112_mu_0_3_node_24,0.45342484
graph_0112_mu_0_3_node_25,0.46952954
graph_0112_mu_0_3_node_26,0.37968272
graph_0112_mu_0_3_node_27,0.43332765
graph_0112_mu_0_3_node_28,0.37506256
graph_0112_mu_0_3_node_29,0.46952954
graph_0112_mu_0_3_node_30,0.4463995
graph_0112_mu_0_3_node_31,0.45342484
graph_0112_mu_0_3_node_32,0.47157264
graph_0112_mu_0_3_node_33,0.45342484
graph_0112_mu_0_3_node_34,0.4904139
graph_0112_mu_0_3_node_35,0.37534675
graph_0112_mu_0_3_node_36,0.49196213
graph_0112_mu_0_3_node_37,0.4914691
graph_0112_mu_0_3_node_38,0.45342484
graph_0112_mu_0_3_node_39,0.45342484
graph_0112_mu_0_3_node_40,0.4171914
graph_0112_mu_0_3_node_41,0.46624795
graph_0112_mu_0_3_node_42,0.45342484
graph_0112_mu_0_3_node_43,0.48092872
graph_0112_mu_0_3_node_44,0.47157264
graph_0112_mu_0_3_node_45,0.49091613
graph_0112_mu_0_3_node_46,0.4698153
graph_0112_mu_0_3_node_47,0.46952954
graph_0112_mu_0_3_node_48,0.46624857
graph_0112_mu_0_3_node_49,0.48993495
graph_0112_mu_0_3_node_50,0.46624795
graph_0112_mu_0_3_node_51,0.46624795
graph_0112_mu_0_3_node_52,0.4599716
graph_0112_mu_0_3_node_53,0.37506256
graph_0112_mu_0_3_node_54,0.4693085
graph_0112_mu_0_3_node_55,0.46952954
graph_0112_mu_0_3_node_56,0.46952954
graph_0112_mu_0_3_node_57,0.44731328
graph_0112_mu_0_3_node_58,0.4698153
graph_0112_mu_0_3_node_59,0.48092872
graph_0112_mu_0_3_node_60,0.37506256
graph_0112_mu_0_3_node_61,0.48784697
graph_0112_mu_0_3_node_62,0.4463995
graph_0112_mu_0_3_node_63,0.4463995
graph_0112_mu_0_3_node_64,0.4463995
graph_0112_mu_0_3_node_65,0.50331056
graph_0112_mu_0_3_node_66,0.48685345
graph_0112_mu_0_3_node_67,0.46380085
graph_0112_mu_0_3_node_68,0.47157264
graph_0112_mu_0_3_node_69,0.48685345
graph_0112_mu_0_3_node_70,0.47633955
graph_0112_mu_0_3_node_71,0.47200552
graph_0112_mu_0_3_node_72,0.46952954
graph_0112_mu_0_3_node_73,0.37506256
graph_0112_mu_0_3_node_74,0.46952954
graph_0112_mu_0_3_node_75,0.48092872
graph_0112_mu_0_3_node_76,0.446857
graph_0112_mu_0_3_node_77,0.49159417
graph_0112_mu_0_3_node_78,0.42753834
graph_0112_mu_0_3_node_79,0.37506256
graph_0112_mu_0_3_node_80,0.47157264
graph_0112_mu_0_3_node_81,0.47157264
graph_0112_mu_0_3_node_82,0.4688904
graph_0112_mu_0_3_node_83,0.47157264
graph_0112_mu_0_3_node_84,0.50603676
graph_0112_mu_0_3_node_85,0.4017271
graph_0112_mu_0_3_node_86,0.4139068
graph_0112_mu_0_3_node_87,0.48092872
graph_0112_mu_0_3_node_88,0.47157264
graph_0112_mu_0_3_node_89,0.4538663
graph_0112_mu_0_3_node_90,0.46952954
graph_0112_mu_0_3_node_91,0.42005068
graph_0112_mu_0_3_node_92,0.37506256
graph_0112_mu_0_3_node_93,0.37506256
graph_0112_mu_0_3_node_94,0.46874845
graph_0112_mu_0_3_node_95,0.446857
graph_0112_mu_0_3_node_96,0.48993495
graph_0112_mu_0_3_node_97,0.4463995
graph_0112_mu_0_3_node_98,0.49196213
graph_0112_mu_0_3_node_99,0.4208183
graph_0112_mu_0_3_node_100,0.48889795
graph_0112_mu_0_3_node_101,0.47157264
graph_0112_mu_0_3_node_102,0.49172944
graph_0112_mu_0_3_node_103,0.46701568
graph_0112_mu_0_3_node_104,0.49196213
graph_0112_mu_0_3_node_105,0.49191582
graph_0112_mu_0_3_node_106,0.46624857
graph_0112_mu_0_3_node_107,0.48092872
graph_0112_mu_0_3_node_108,0.49196213
graph_0112_mu_0_3_node_109,0.49186903
graph_0112_mu_0_3_node_110,0.37506256
graph_0112_mu_0_3_node_111,0.37506256
graph_0112_mu_0_3_node_112,0.48092872
graph_0112_mu_0_3_node_113,0.46624795
graph_0112_mu_0_3_node_114,0.44754595
graph_0112_mu_0_3_node_115,0.46952954
graph_0112_mu_0_3_node_116,0.40684417
graph_0112_mu_0_3_node_117,0.46624857
graph_0112_mu_0_3_node_118,0.37506256
graph_0112_mu_0_3_node_119,0.45342484
graph_0112_mu_0_3_node_120,0.49196213
graph_0112_mu_0_3_node_121,0.37506256
graph_0112_mu_0_3_node_122,0.45342484
graph_0112_mu_0_3_node_123,0.48092872
graph_0112_mu_0_3_node_124,0.44710353
graph_0112_mu_0_3_node_125,0.46952954
graph_0112_mu_0_3_node_126,0.46952954
graph_0112_mu_0_3_node_127,0.446857
graph_0112_mu_0_3_node_128,0.48685345
graph_0112_mu_0_3_node_129,0.37506256
graph_0112_mu_0_3_node_130,0.47964767
graph_0112_mu_0_3_node_131,0.4463995
graph_0112_mu_0_3_node_132,0.37517545
graph_0112_mu_0_3_node_133,0.49182978
graph_0112_mu_0_3_node_134,0.48993495
graph_0112_mu_0_3_node_135,0.37506256
