,Entropy
graph_095_mu_0_4_node_0,0.39895296
graph_095_mu_0_4_node_1,0.3842152
graph_095_mu_0_4_node_2,0.3953238
graph_095_mu_0_4_node_3,0.39199877
graph_095_mu_0_4_node_4,0.40369618
graph_095_mu_0_4_node_5,0.40003616
graph_095_mu_0_4_node_6,0.4018843
graph_095_mu_0_4_node_7,0.4087682
graph_095_mu_0_4_node_8,0.4000151
graph_095_mu_0_4_node_9,0.38370153
graph_095_mu_0_4_node_10,0.40314215
graph_095_mu_0_4_node_11,0.37477764
graph_095_mu_0_4_node_12,0.4036593
graph_095_mu_0_4_node_13,0.40444997
graph_095_mu_0_4_node_14,0.39181536
graph_095_mu_0_4_node_15,0.3910929
graph_095_mu_0_4_node_16,0.40433583
graph_095_mu_0_4_node_17,0.40308332
graph_095_mu_0_4_node_18,0.38922974
graph_095_mu_0_4_node_19,0.3917718
graph_095_mu_0_4_node_20,0.4017217
graph_095_mu_0_4_node_21,0.37534896
graph_095_mu_0_4_node_22,0.38253126
graph_095_mu_0_4_node_23,0.4064581
graph_095_mu_0_4_node_24,0.3738023
graph_095_mu_0_4_node_25,0.40299466
graph_095_mu_0_4_node_26,0.39635584
graph_095_mu_0_4_node_27,0.39776114
graph_095_mu_0_4_node_28,0.3953221
graph_095_mu_0_4_node_29,0.4017217
graph_095_mu_0_4_node_30,0.3733346
graph_095_mu_0_4_node_31,0.40843585
graph_095_mu_0_4_node_32,0.39694932
graph_095_mu_0_4_node_33,0.37997326
graph_095_mu_0_4_node_34,0.40843585
graph_095_mu_0_4_node_35,0.39517462
graph_095_mu_0_4_node_36,0.38646135
graph_095_mu_0_4_node_37,0.39694932
graph_095_mu_0_4_node_38,0.39895296
graph_095_mu_0_4_node_39,0.37291044
graph_095_mu_0_4_node_40,0.403023
graph_095_mu_0_4_node_41,0.40609717
graph_095_mu_0_4_node_42,0.4039513
graph_095_mu_0_4_node_43,0.40085858
graph_095_mu_0_4_node_44,0.39830825
graph_095_mu_0_4_node_45,0.39800173
graph_095_mu_0_4_node_46,0.3953221
graph_095_mu_0_4_node_47,0.40843585
graph_095_mu_0_4_node_48,0.40395802
graph_095_mu_0_4_node_49,0.4000151
graph_095_mu_0_4_node_50,0.40196332
graph_095_mu_0_4_node_51,0.40308332
graph_095_mu_0_4_node_52,0.40734974
graph_095_mu_0_4_node_53,0.3959806
graph_095_mu_0_4_node_54,0.3996809
graph_095_mu_0_4_node_55,0.4008993
graph_095_mu_0_4_node_56,0.39315563
graph_095_mu_0_4_node_57,0.38021997
graph_095_mu_0_4_node_58,0.40419042
graph_095_mu_0_4_node_59,0.4064581
graph_095_mu_0_4_node_60,0.3969189
graph_095_mu_0_4_node_61,0.39181536
graph_095_mu_0_4_node_62,0.40385997
graph_095_mu_0_4_node_63,0.4000151
graph_095_mu_0_4_node_64,0.3953221
graph_095_mu_0_4_node_65,0.40305644
graph_095_mu_0_4_node_66,0.3741759
graph_095_mu_0_4_node_67,0.40444997
graph_095_mu_0_4_node_68,0.40742072
graph_095_mu_0_4_node_69,0.37333813
graph_095_mu_0_4_node_70,0.39145786
graph_095_mu_0_4_node_71,0.3996809
graph_095_mu_0_4_node_72,0.4016072
graph_095_mu_0_4_node_73,0.40072697
graph_095_mu_0_4_node_74,0.38865614
graph_095_mu_0_4_node_75,0.39694935
graph_095_mu_0_4_node_76,0.4000151
graph_095_mu_0_4_node_77,0.40795025
graph_095_mu_0_4_node_78,0.40433583
