,Entropy
graph_052_mu_0_3_node_0,0.2173662
graph_052_mu_0_3_node_1,0.19543855
graph_052_mu_0_3_node_2,0.21956077
graph_052_mu_0_3_node_3,0.28557545
graph_052_mu_0_3_node_4,0.19689621
graph_052_mu_0_3_node_5,0.19732206
graph_052_mu_0_3_node_6,0.20220059
graph_052_mu_0_3_node_7,0.21786298
graph_052_mu_0_3_node_8,0.19835946
graph_052_mu_0_3_node_9,0.225654
graph_052_mu_0_3_node_10,0.19676045
graph_052_mu_0_3_node_11,0.22780368
graph_052_mu_0_3_node_12,0.21786298
graph_052_mu_0_3_node_13,0.2173662
graph_052_mu_0_3_node_14,0.20835724
graph_052_mu_0_3_node_15,0.19665834
graph_052_mu_0_3_node_16,0.21925595
graph_052_mu_0_3_node_17,0.1968405
graph_052_mu_0_3_node_18,0.19846685
graph_052_mu_0_3_node_19,0.21157205
graph_052_mu_0_3_node_20,0.22837257
graph_052_mu_0_3_node_21,0.19665834
graph_052_mu_0_3_node_22,0.21120717
graph_052_mu_0_3_node_23,0.19665834
graph_052_mu_0_3_node_24,0.21956077
graph_052_mu_0_3_node_25,0.21941105
graph_052_mu_0_3_node_26,0.28557545
graph_052_mu_0_3_node_27,0.21925595
graph_052_mu_0_3_node_28,0.24480297
graph_052_mu_0_3_node_29,0.19702834
graph_052_mu_0_3_node_30,0.20149274
graph_052_mu_0_3_node_31,0.20357907
graph_052_mu_0_3_node_32,0.28557545
graph_052_mu_0_3_node_33,0.19964853
graph_052_mu_0_3_node_34,0.22837257
graph_052_mu_0_3_node_35,0.24480297
graph_052_mu_0_3_node_36,0.2001965
graph_052_mu_0_3_node_37,0.2173662
graph_052_mu_0_3_node_38,0.20924146
graph_052_mu_0_3_node_39,0.21786298
graph_052_mu_0_3_node_40,0.1996193
graph_052_mu_0_3_node_41,0.21786298
graph_052_mu_0_3_node_42,0.19530585
graph_052_mu_0_3_node_43,0.19756104
graph_052_mu_0_3_node_44,0.22837257
graph_052_mu_0_3_node_45,0.21895719
graph_052_mu_0_3_node_46,0.21786298
graph_052_mu_0_3_node_47,0.28557545
graph_052_mu_0_3_node_48,0.28557545
graph_052_mu_0_3_node_49,0.21643354
graph_052_mu_0_3_node_50,0.21787332
graph_052_mu_0_3_node_51,0.2174887
graph_052_mu_0_3_node_52,0.21949092
graph_052_mu_0_3_node_53,0.22837257
graph_052_mu_0_3_node_54,0.4254063
graph_052_mu_0_3_node_55,0.21925595
graph_052_mu_0_3_node_56,0.28557545
graph_052_mu_0_3_node_57,0.43343338
graph_052_mu_0_3_node_58,0.20835724
graph_052_mu_0_3_node_59,0.21925595
graph_052_mu_0_3_node_60,0.21786298
graph_052_mu_0_3_node_61,0.19817688
graph_052_mu_0_3_node_62,0.28557545
graph_052_mu_0_3_node_63,0.28557545
graph_052_mu_0_3_node_64,0.28557545
graph_052_mu_0_3_node_65,0.22837257
graph_052_mu_0_3_node_66,0.21894135
graph_052_mu_0_3_node_67,0.19816358
graph_052_mu_0_3_node_68,0.21157205
graph_052_mu_0_3_node_69,0.21553157
graph_052_mu_0_3_node_70,0.28557545
graph_052_mu_0_3_node_71,0.23207864
graph_052_mu_0_3_node_72,0.43343338
graph_052_mu_0_3_node_73,0.21487024
graph_052_mu_0_3_node_74,0.22837257
graph_052_mu_0_3_node_75,0.19646376
graph_052_mu_0_3_node_76,0.21827649
graph_052_mu_0_3_node_77,0.43343338
graph_052_mu_0_3_node_78,0.19591556
graph_052_mu_0_3_node_79,0.28557545
graph_052_mu_0_3_node_80,0.21925595
graph_052_mu_0_3_node_81,0.20822173
graph_052_mu_0_3_node_82,0.21786298
graph_052_mu_0_3_node_83,0.22831507
graph_052_mu_0_3_node_84,0.19745606
graph_052_mu_0_3_node_85,0.28557545
graph_052_mu_0_3_node_86,0.2173662
graph_052_mu_0_3_node_87,0.22831507
graph_052_mu_0_3_node_88,0.2173662
graph_052_mu_0_3_node_89,0.28557545
graph_052_mu_0_3_node_90,0.22837257
graph_052_mu_0_3_node_91,0.2173662
graph_052_mu_0_3_node_92,0.43300495
graph_052_mu_0_3_node_93,0.21643354
graph_052_mu_0_3_node_94,0.2079449
graph_052_mu_0_3_node_95,0.19654553
graph_052_mu_0_3_node_96,0.2173662
graph_052_mu_0_3_node_97,0.2162189
graph_052_mu_0_3_node_98,0.22837257
graph_052_mu_0_3_node_99,0.28557545
graph_052_mu_0_3_node_100,0.19594108
graph_052_mu_0_3_node_101,0.19965294
graph_052_mu_0_3_node_102,0.20069991
graph_052_mu_0_3_node_103,0.28557545
graph_052_mu_0_3_node_104,0.24480297
graph_052_mu_0_3_node_105,0.21925595
graph_052_mu_0_3_node_106,0.22837257
graph_052_mu_0_3_node_107,0.22831507
graph_052_mu_0_3_node_108,0.28557545
graph_052_mu_0_3_node_109,0.24480297
graph_052_mu_0_3_node_110,0.22724637
graph_052_mu_0_3_node_111,0.19718595
graph_052_mu_0_3_node_112,0.21925595
graph_052_mu_0_3_node_113,0.21157205
graph_052_mu_0_3_node_114,0.43343338
graph_052_mu_0_3_node_115,0.19887207
graph_052_mu_0_3_node_116,0.28557545
graph_052_mu_0_3_node_117,0.20204647
graph_052_mu_0_3_node_118,0.21750085
graph_052_mu_0_3_node_119,0.21157205
graph_052_mu_0_3_node_120,0.21925595
graph_052_mu_0_3_node_121,0.19725062
graph_052_mu_0_3_node_122,0.19880526
graph_052_mu_0_3_node_123,0.22831507
graph_052_mu_0_3_node_124,0.28557545
graph_052_mu_0_3_node_125,0.20376219
graph_052_mu_0_3_node_126,0.2173662
graph_052_mu_0_3_node_127,0.21157205
graph_052_mu_0_3_node_128,0.2029665
graph_052_mu_0_3_node_129,0.19971223
graph_052_mu_0_3_node_130,0.22752607
graph_052_mu_0_3_node_131,0.43274462
graph_052_mu_0_3_node_132,0.22721954
graph_052_mu_0_3_node_133,0.43343338
graph_052_mu_0_3_node_134,0.43343338
graph_052_mu_0_3_node_135,0.21949092
graph_052_mu_0_3_node_136,0.21799752
graph_052_mu_0_3_node_137,0.2173662
graph_052_mu_0_3_node_138,0.21925595
graph_052_mu_0_3_node_139,0.21824796
graph_052_mu_0_3_node_140,0.43343338
graph_052_mu_0_3_node_141,0.2173662
graph_052_mu_0_3_node_142,0.43343338
graph_052_mu_0_3_node_143,0.28557545
graph_052_mu_0_3_node_144,0.28557545
graph_052_mu_0_3_node_145,0.19919312
graph_052_mu_0_3_node_146,0.19585754
graph_052_mu_0_3_node_147,0.43343338
graph_052_mu_0_3_node_148,0.20261231
graph_052_mu_0_3_node_149,0.43386716
graph_052_mu_0_3_node_150,0.20933138
graph_052_mu_0_3_node_151,0.28557545
graph_052_mu_0_3_node_152,0.28557545
graph_052_mu_0_3_node_153,0.19985737
graph_052_mu_0_3_node_154,0.22473042
graph_052_mu_0_3_node_155,0.21691148
graph_052_mu_0_3_node_156,0.28557545
graph_052_mu_0_3_node_157,0.19964853
graph_052_mu_0_3_node_158,0.43343338
graph_052_mu_0_3_node_159,0.21200103
graph_052_mu_0_3_node_160,0.19613074
graph_052_mu_0_3_node_161,0.20919827
graph_052_mu_0_3_node_162,0.43349305
graph_052_mu_0_3_node_163,0.2173662
graph_052_mu_0_3_node_164,0.24480297
graph_052_mu_0_3_node_165,0.19887266
graph_052_mu_0_3_node_166,0.43343338
graph_052_mu_0_3_node_167,0.24480297
graph_052_mu_0_3_node_168,0.20810075
