,Entropy
graph_023_mu_0_4_node_0,0.2886949
graph_023_mu_0_4_node_1,0.28141218
graph_023_mu_0_4_node_2,0.2839693
graph_023_mu_0_4_node_3,0.26221168
graph_023_mu_0_4_node_4,0.2782894
graph_023_mu_0_4_node_5,0.28172004
graph_023_mu_0_4_node_6,0.28634328
graph_023_mu_0_4_node_7,0.2782894
graph_023_mu_0_4_node_8,0.2802063
graph_023_mu_0_4_node_9,0.2839693
graph_023_mu_0_4_node_10,0.27135265
graph_023_mu_0_4_node_11,0.26415724
graph_023_mu_0_4_node_12,0.28615442
graph_023_mu_0_4_node_13,0.28510395
graph_023_mu_0_4_node_14,0.28615442
graph_023_mu_0_4_node_15,0.2712209
graph_023_mu_0_4_node_16,0.2698255
graph_023_mu_0_4_node_17,0.28599402
graph_023_mu_0_4_node_18,0.2822909
graph_023_mu_0_4_node_19,0.2767642
graph_023_mu_0_4_node_20,0.28675
graph_023_mu_0_4_node_21,0.28370887
graph_023_mu_0_4_node_22,0.2646747
graph_023_mu_0_4_node_23,0.28230068
graph_023_mu_0_4_node_24,0.28629327
graph_023_mu_0_4_node_25,0.2819483
graph_023_mu_0_4_node_26,0.2767642
graph_023_mu_0_4_node_27,0.2886949
graph_023_mu_0_4_node_28,0.28141218
graph_023_mu_0_4_node_29,0.2872624
graph_023_mu_0_4_node_30,0.2632625
graph_023_mu_0_4_node_31,0.26365137
graph_023_mu_0_4_node_32,0.28599402
graph_023_mu_0_4_node_33,0.27990133
graph_023_mu_0_4_node_34,0.28599402
graph_023_mu_0_4_node_35,0.28141218
graph_023_mu_0_4_node_36,0.27661458
graph_023_mu_0_4_node_37,0.27096447
graph_023_mu_0_4_node_38,0.27350157
graph_023_mu_0_4_node_39,0.28753445
graph_023_mu_0_4_node_40,0.28281692
graph_023_mu_0_4_node_41,0.26237333
graph_023_mu_0_4_node_42,0.27284747
graph_023_mu_0_4_node_43,0.28599402
graph_023_mu_0_4_node_44,0.28281692
graph_023_mu_0_4_node_45,0.28729382
graph_023_mu_0_4_node_46,0.26785988
graph_023_mu_0_4_node_47,0.28746247
graph_023_mu_0_4_node_48,0.27535525
graph_023_mu_0_4_node_49,0.27998766
graph_023_mu_0_4_node_50,0.28281692
graph_023_mu_0_4_node_51,0.28221345
graph_023_mu_0_4_node_52,0.27999336
graph_023_mu_0_4_node_53,0.27414042
graph_023_mu_0_4_node_54,0.26827064
graph_023_mu_0_4_node_55,0.27816728
graph_023_mu_0_4_node_56,0.2805273
graph_023_mu_0_4_node_57,0.2782894
graph_023_mu_0_4_node_58,0.27102906
graph_023_mu_0_4_node_59,0.27998766
graph_023_mu_0_4_node_60,0.28061733
graph_023_mu_0_4_node_61,0.2640022
graph_023_mu_0_4_node_62,0.28040737
graph_023_mu_0_4_node_63,0.27938324
graph_023_mu_0_4_node_64,0.27949753
graph_023_mu_0_4_node_65,0.2828248
graph_023_mu_0_4_node_66,0.26690614
graph_023_mu_0_4_node_67,0.27990133
graph_023_mu_0_4_node_68,0.2640873
graph_023_mu_0_4_node_69,0.2738537
graph_023_mu_0_4_node_70,0.27949753
graph_023_mu_0_4_node_71,0.27460137
graph_023_mu_0_4_node_72,0.2745785
graph_023_mu_0_4_node_73,0.28419456
graph_023_mu_0_4_node_74,0.27990133
graph_023_mu_0_4_node_75,0.2879461
graph_023_mu_0_4_node_76,0.2782894
graph_023_mu_0_4_node_77,0.27998766
graph_023_mu_0_4_node_78,0.26421916
graph_023_mu_0_4_node_79,0.26183954
graph_023_mu_0_4_node_80,0.27661458
graph_023_mu_0_4_node_81,0.28911677
graph_023_mu_0_4_node_82,0.28141218
graph_023_mu_0_4_node_83,0.28407848
graph_023_mu_0_4_node_84,0.2633762
graph_023_mu_0_4_node_85,0.28112987
graph_023_mu_0_4_node_86,0.28634328
graph_023_mu_0_4_node_87,0.28859845
graph_023_mu_0_4_node_88,0.2871968
graph_023_mu_0_4_node_89,0.2741445
graph_023_mu_0_4_node_90,0.26579955
graph_023_mu_0_4_node_91,0.27418232
graph_023_mu_0_4_node_92,0.28629327
graph_023_mu_0_4_node_93,0.2782894
graph_023_mu_0_4_node_94,0.26389787
graph_023_mu_0_4_node_95,0.2886949
graph_023_mu_0_4_node_96,0.28746247
graph_023_mu_0_4_node_97,0.28689575
graph_023_mu_0_4_node_98,0.2629527
graph_023_mu_0_4_node_99,0.28687006
graph_023_mu_0_4_node_100,0.2741784
graph_023_mu_0_4_node_101,0.27949753
graph_023_mu_0_4_node_102,0.27949753
graph_023_mu_0_4_node_103,0.27406555
graph_023_mu_0_4_node_104,0.27661458
graph_023_mu_0_4_node_105,0.2836407
graph_023_mu_0_4_node_106,0.27661458
graph_023_mu_0_4_node_107,0.2872624
graph_023_mu_0_4_node_108,0.28634328
graph_023_mu_0_4_node_109,0.27949753
graph_023_mu_0_4_node_110,0.27324012
graph_023_mu_0_4_node_111,0.2886949
graph_023_mu_0_4_node_112,0.2879461
graph_023_mu_0_4_node_113,0.28615442
graph_023_mu_0_4_node_114,0.28763068
graph_023_mu_0_4_node_115,0.28687006
graph_023_mu_0_4_node_116,0.2879461
graph_023_mu_0_4_node_117,0.28615442
graph_023_mu_0_4_node_118,0.27661458
graph_023_mu_0_4_node_119,0.26822984
graph_023_mu_0_4_node_120,0.2822997
graph_023_mu_0_4_node_121,0.2845035
graph_023_mu_0_4_node_122,0.2839693
graph_023_mu_0_4_node_123,0.26658857
graph_023_mu_0_4_node_124,0.2721347
graph_023_mu_0_4_node_125,0.28827688
graph_023_mu_0_4_node_126,0.26092383
graph_023_mu_0_4_node_127,0.2828248
graph_023_mu_0_4_node_128,0.26452127
graph_023_mu_0_4_node_129,0.2828248
graph_023_mu_0_4_node_130,0.26657727
graph_023_mu_0_4_node_131,0.2872624
graph_023_mu_0_4_node_132,0.27661458
graph_023_mu_0_4_node_133,0.2636493
graph_023_mu_0_4_node_134,0.26306817
graph_023_mu_0_4_node_135,0.2886949
graph_023_mu_0_4_node_136,0.2872624
graph_023_mu_0_4_node_137,0.28629327
graph_023_mu_0_4_node_138,0.28707165
graph_023_mu_0_4_node_139,0.28599402
graph_023_mu_0_4_node_140,0.28141218
