,Degree,Clustering Coefficient,Betweenness,Closeness,Shortest Path,Eigenvector,E In,E Out,E In Over E Out,ODF,Expansion,Cut Ratio,Conductance,Normalised Cut,Triangle Participation
graph_024_mu_0_3_node_0,31,0.210752688172043,0.000767782755813696,0.4381578947368421,2.2822822822822824,0.047655564078318696,29.245,1.755,23.67309404761905,0.05661290322580645,0.009484295066117088,0.0022077597399116832,0.031735628257608374,0.03179348024022601,0.05458291650747367
graph_024_mu_0_3_node_1,30,0.1724137931034483,0.001016287280047761,0.4079216006533279,2.4514514514514514,0.015760733862344924,28.548,1.452,24.571377955377958,0.048400000000000006,0.03731166443931943,0.0035144207272593047,0.02970991223357025,0.029757754659871297,0.05716016218051558
graph_024_mu_0_3_node_2,21,0.11904761904761904,0.0005904319929655267,0.3864603481624758,2.5875875875875876,0.009615653526331407,20.367,0.633,19.520671095571096,0.03014285714285714,0.019100514539481934,0.0009230584075123903,0.019762223255606937,0.019783069679143683,0.02499810976791775
graph_024_mu_0_3_node_3,18,0.05228758169934641,0.00046520272087606236,0.38690937257939584,2.5845845845845847,0.009465550214567584,17.226,0.774,16.506447602397603,0.043,0.0027065551081595957,0.0021373592542358244,0.026547587820608953,0.026573080964504964,0.010354159772962165
graph_024_mu_0_3_node_4,44,0.10104529616724739,0.0021204732577301015,0.44858554108666365,2.229229229229229,0.03154891110566395,41.815,2.185,33.44174983152681,0.04965909090909091,0.008896189368025664,0.00818855374520394,0.02823560639749092,0.028307669715453905,0.05210730428298315
graph_024_mu_0_3_node_5,19,0.16176470588235295,0.00034759568249360294,0.378839590443686,2.6396396396396398,0.009884685033461973,18.432,0.568,17.596963383838386,0.02989473684210526,0.0042662887209165236,0.001753964815357523,0.01683903515114583,0.016857748878623822,0.022749553380571084
graph_024_mu_0_3_node_6,29,0.06403940886699508,0.0012243165756033198,0.41590341382181517,2.4044044044044046,0.02087314693897524,26.861,2.139,21.918763925698485,0.07375862068965518,0.00416874119380728,0.008517155815524372,0.044099050997199775,0.044169534744547476,0.024360961190774567
graph_024_mu_0_3_node_7,18,0.11764705882352941,0.00036037095144481995,0.3903868698710434,2.5615615615615615,0.01159602464462793,17.472,0.528,16.6742,0.029333333333333336,0.0019284925494178014,0.0015922844008696146,0.01614321570270337,0.016160611832491314,0.01671960889003927
graph_024_mu_0_3_node_8,117,0.07887109077040427,0.01177000872141248,0.518961038961039,1.926926926926927,0.12248668395878293,105.782,11.218,85.48185305996508,0.09588034188034189,0.060052875735349995,0.014202721158306062,0.05845957577516613,0.05883017514858025,0.1884062847624387
graph_024_mu_0_3_node_9,36,0.16825396825396827,0.0009605667863524054,0.4493927125506073,2.225225225225225,0.04750357247390463,32.959,3.041,26.819043356643355,0.0844722222222222,0.01626713518349658,0.003847192212842527,0.05022838526510441,0.050328615078524354,0.06083867750023154
graph_024_mu_0_3_node_10,80,0.06426906426906427,0.007404522206453459,0.48401162790697677,2.066066066066066,0.045368849864809324,77.368,2.632,62.045959023268615,0.032900000000000006,0.01865704876675693,0.007166209348004943,0.019122207057867834,0.019209126045241554,0.1014198468545736
graph_024_mu_0_3_node_11,20,0.05789473684210526,0.0004381668285811215,0.3909980430528376,2.5575575575575575,0.011192193011972851,19.318,0.682,18.417420634920635,0.0341,0.0019240690229615134,0.0019579011342519374,0.019634736406558037,0.019657205272396398,0.0163207509797235
graph_024_mu_0_3_node_12,20,0.19473684210526315,0.0005074235002025535,0.38408304498269896,2.6036036036036037,0.009272088086821418,19.337,0.663,18.459144300144295,0.033150000000000006,0.014206096411246363,0.001807610102365916,0.019302472904085637,0.019324315242869126,0.030652120528551874
graph_024_mu_0_3_node_13,86,0.08462421113023523,0.0074922790270625945,0.4826086956521739,2.0720720720720722,0.05183869411562071,82.711,3.289,64.63333121831994,0.03824418604651163,0.014621761050565832,0.011542087768145953,0.021329111639787634,0.02143781312679535,0.1059665403525911
graph_024_mu_0_3_node_14,28,0.10461538461538461,0.000934443290560402,0.4065934065934066,2.4594594594594597,0.01567962534577934,26.799,1.201,23.015036619589562,0.042892857142857135,0.008245573508956881,0.0036297384119870903,0.025634001904445765,0.02567357690353471,0.032191213061657085
