,Stability
graph_072_mu_0_2_node_287,1
graph_072_mu_0_2_node_290,1
graph_072_mu_0_2_node_231,0
graph_072_mu_0_2_node_557,0
graph_072_mu_0_2_node_536,0
graph_072_mu_0_2_node_444,0
graph_072_mu_0_2_node_753,1
graph_072_mu_0_2_node_86,1
graph_072_mu_0_2_node_945,0
graph_072_mu_0_2_node_721,1
graph_072_mu_0_2_node_594,1
graph_072_mu_0_2_node_341,1
graph_072_mu_0_2_node_169,0
graph_072_mu_0_2_node_361,0
graph_072_mu_0_2_node_933,0
graph_072_mu_0_2_node_498,0
graph_072_mu_0_2_node_510,0
graph_072_mu_0_2_node_295,1
graph_072_mu_0_2_node_513,1
graph_072_mu_0_2_node_442,0
graph_072_mu_0_2_node_651,1
graph_072_mu_0_2_node_430,0
graph_072_mu_0_2_node_453,1
graph_072_mu_0_2_node_273,1
graph_072_mu_0_2_node_829,0
graph_072_mu_0_2_node_970,1
graph_072_mu_0_2_node_70,0
graph_072_mu_0_2_node_943,0
graph_072_mu_0_2_node_157,0
graph_072_mu_0_2_node_718,0
graph_072_mu_0_2_node_253,1
graph_072_mu_0_2_node_607,0
graph_072_mu_0_2_node_242,0
graph_072_mu_0_2_node_270,1
graph_072_mu_0_2_node_563,1
graph_072_mu_0_2_node_209,1
graph_072_mu_0_2_node_387,0
graph_072_mu_0_2_node_585,1
graph_072_mu_0_2_node_102,0
graph_072_mu_0_2_node_478,0
graph_072_mu_0_2_node_905,1
graph_072_mu_0_2_node_854,1
graph_072_mu_0_2_node_337,1
graph_072_mu_0_2_node_598,0
graph_072_mu_0_2_node_869,0
graph_072_mu_0_2_node_432,0
graph_072_mu_0_2_node_366,1
graph_072_mu_0_2_node_505,1
graph_072_mu_0_2_node_351,1
graph_072_mu_0_2_node_709,0
graph_072_mu_0_2_node_406,0
graph_072_mu_0_2_node_105,0
graph_072_mu_0_2_node_691,0
graph_072_mu_0_2_node_457,1
graph_072_mu_0_2_node_149,1
graph_072_mu_0_2_node_730,0
graph_072_mu_0_2_node_248,1
graph_072_mu_0_2_node_363,0
graph_072_mu_0_2_node_969,1
graph_072_mu_0_2_node_586,1
graph_072_mu_0_2_node_323,0
graph_072_mu_0_2_node_981,0
graph_072_mu_0_2_node_899,0
graph_072_mu_0_2_node_396,1
graph_072_mu_0_2_node_13,1
graph_072_mu_0_2_node_439,1
graph_072_mu_0_2_node_714,0
