,Stability
graph_036_mu_0_2_node_618,0
graph_036_mu_0_2_node_996,0
graph_036_mu_0_2_node_518,0
graph_036_mu_0_2_node_834,1
graph_036_mu_0_2_node_509,1
graph_036_mu_0_2_node_521,0
graph_036_mu_0_2_node_109,1
graph_036_mu_0_2_node_496,0
graph_036_mu_0_2_node_850,1
graph_036_mu_0_2_node_563,1
graph_036_mu_0_2_node_976,1
graph_036_mu_0_2_node_180,0
graph_036_mu_0_2_node_388,1
graph_036_mu_0_2_node_725,0
graph_036_mu_0_2_node_738,0
graph_036_mu_0_2_node_248,1
graph_036_mu_0_2_node_650,1
graph_036_mu_0_2_node_282,0
graph_036_mu_0_2_node_354,1
graph_036_mu_0_2_node_798,0
graph_036_mu_0_2_node_35,0
graph_036_mu_0_2_node_573,0
graph_036_mu_0_2_node_549,0
graph_036_mu_0_2_node_528,0
graph_036_mu_0_2_node_163,0
graph_036_mu_0_2_node_160,0
graph_036_mu_0_2_node_275,1
graph_036_mu_0_2_node_246,1
graph_036_mu_0_2_node_479,0
graph_036_mu_0_2_node_825,1
graph_036_mu_0_2_node_266,0
graph_036_mu_0_2_node_649,0
graph_036_mu_0_2_node_997,0
graph_036_mu_0_2_node_252,1
graph_036_mu_0_2_node_34,0
graph_036_mu_0_2_node_485,0
graph_036_mu_0_2_node_755,0
graph_036_mu_0_2_node_270,1
graph_036_mu_0_2_node_199,0
graph_036_mu_0_2_node_137,0
graph_036_mu_0_2_node_500,0
graph_036_mu_0_2_node_560,1
graph_036_mu_0_2_node_465,0
graph_036_mu_0_2_node_343,1
graph_036_mu_0_2_node_329,0
graph_036_mu_0_2_node_292,0
graph_036_mu_0_2_node_773,0
graph_036_mu_0_2_node_369,0
graph_036_mu_0_2_node_424,1
graph_036_mu_0_2_node_642,0
graph_036_mu_0_2_node_471,1
graph_036_mu_0_2_node_696,1
graph_036_mu_0_2_node_337,1
graph_036_mu_0_2_node_81,0
graph_036_mu_0_2_node_294,1
graph_036_mu_0_2_node_263,0
graph_036_mu_0_2_node_816,1
graph_036_mu_0_2_node_990,1
graph_036_mu_0_2_node_272,1
graph_036_mu_0_2_node_979,1
graph_036_mu_0_2_node_231,1
graph_036_mu_0_2_node_477,0
graph_036_mu_0_2_node_758,0
graph_036_mu_0_2_node_112,1
graph_036_mu_0_2_node_837,1
graph_036_mu_0_2_node_511,0
graph_036_mu_0_2_node_515,0
graph_036_mu_0_2_node_447,1
graph_036_mu_0_2_node_748,1
graph_036_mu_0_2_node_909,0
graph_036_mu_0_2_node_432,0
graph_036_mu_0_2_node_348,1
graph_036_mu_0_2_node_278,0
graph_036_mu_0_2_node_553,1
graph_036_mu_0_2_node_290,0
graph_036_mu_0_2_node_532,0
graph_036_mu_0_2_node_703,0
graph_036_mu_0_2_node_488,1
graph_036_mu_0_2_node_393,0
graph_036_mu_0_2_node_787,0
graph_036_mu_0_2_node_265,0
graph_036_mu_0_2_node_662,0
graph_036_mu_0_2_node_777,0
graph_036_mu_0_2_node_561,0
graph_036_mu_0_2_node_133,0
graph_036_mu_0_2_node_437,0
graph_036_mu_0_2_node_242,1
graph_036_mu_0_2_node_875,0
graph_036_mu_0_2_node_339,1
graph_036_mu_0_2_node_692,0
graph_036_mu_0_2_node_480,0
graph_036_mu_0_2_node_174,0
graph_036_mu_0_2_node_621,1
graph_036_mu_0_2_node_998,1
graph_036_mu_0_2_node_576,1
graph_036_mu_0_2_node_729,0
graph_036_mu_0_2_node_362,0
graph_036_mu_0_2_node_912,0
graph_036_mu_0_2_node_731,0
graph_036_mu_0_2_node_665,0
graph_036_mu_0_2_node_183,1
graph_036_mu_0_2_node_170,0
graph_036_mu_0_2_node_759,1
graph_036_mu_0_2_node_719,0
graph_036_mu_0_2_node_83,1
graph_036_mu_0_2_node_442,1
graph_036_mu_0_2_node_196,0
graph_036_mu_0_2_node_695,0
graph_036_mu_0_2_node_235,0
graph_036_mu_0_2_node_372,1
graph_036_mu_0_2_node_382,1
graph_036_mu_0_2_node_820,1
graph_036_mu_0_2_node_188,1
graph_036_mu_0_2_node_670,1
graph_036_mu_0_2_node_872,1
graph_036_mu_0_2_node_865,0
graph_036_mu_0_2_node_326,0
graph_036_mu_0_2_node_301,0
graph_036_mu_0_2_node_949,1
graph_036_mu_0_2_node_16,1
graph_036_mu_0_2_node_983,0
graph_036_mu_0_2_node_967,1
graph_036_mu_0_2_node_379,0
graph_036_mu_0_2_node_142,0
graph_036_mu_0_2_node_989,1
graph_036_mu_0_2_node_287,1
graph_036_mu_0_2_node_763,1
graph_036_mu_0_2_node_218,0
graph_036_mu_0_2_node_98,0
graph_036_mu_0_2_node_679,0
graph_036_mu_0_2_node_668,0
graph_036_mu_0_2_node_195,0
graph_036_mu_0_2_node_591,1
graph_036_mu_0_2_node_206,1
graph_036_mu_0_2_node_187,0
graph_036_mu_0_2_node_689,1
graph_036_mu_0_2_node_42,1
graph_036_mu_0_2_node_840,0
graph_036_mu_0_2_node_341,0
graph_036_mu_0_2_node_298,1
graph_036_mu_0_2_node_154,0
graph_036_mu_0_2_node_914,0
graph_036_mu_0_2_node_565,1
graph_036_mu_0_2_node_48,1
graph_036_mu_0_2_node_121,0
graph_036_mu_0_2_node_70,0
graph_036_mu_0_2_node_15,0
graph_036_mu_0_2_node_969,1
graph_036_mu_0_2_node_381,1
graph_036_mu_0_2_node_606,1
graph_036_mu_0_2_node_732,0
