,Stability
graph_096_mu_0_2_node_205,0
graph_096_mu_0_2_node_814,0
graph_096_mu_0_2_node_411,0
graph_096_mu_0_2_node_27,0
graph_096_mu_0_2_node_746,1
graph_096_mu_0_2_node_13,0
graph_096_mu_0_2_node_621,1
graph_096_mu_0_2_node_93,1
graph_096_mu_0_2_node_219,1
graph_096_mu_0_2_node_5,0
graph_096_mu_0_2_node_521,0
graph_096_mu_0_2_node_331,0
graph_096_mu_0_2_node_100,0
graph_096_mu_0_2_node_103,0
graph_096_mu_0_2_node_683,1
graph_096_mu_0_2_node_824,1
graph_096_mu_0_2_node_226,0
graph_096_mu_0_2_node_653,0
graph_096_mu_0_2_node_803,0
graph_096_mu_0_2_node_317,0
graph_096_mu_0_2_node_82,0
graph_096_mu_0_2_node_79,1
graph_096_mu_0_2_node_444,0
graph_096_mu_0_2_node_789,0
graph_096_mu_0_2_node_687,1
graph_096_mu_0_2_node_115,1
graph_096_mu_0_2_node_147,1
graph_096_mu_0_2_node_830,1
graph_096_mu_0_2_node_999,1
graph_096_mu_0_2_node_755,1
graph_096_mu_0_2_node_74,0
graph_096_mu_0_2_node_750,0
graph_096_mu_0_2_node_991,0
graph_096_mu_0_2_node_735,0
graph_096_mu_0_2_node_512,0
graph_096_mu_0_2_node_130,0
graph_096_mu_0_2_node_714,0
graph_096_mu_0_2_node_379,1
graph_096_mu_0_2_node_307,1
graph_096_mu_0_2_node_300,1
graph_096_mu_0_2_node_589,1
graph_096_mu_0_2_node_877,1
graph_096_mu_0_2_node_948,1
graph_096_mu_0_2_node_118,0
graph_096_mu_0_2_node_902,0
graph_096_mu_0_2_node_164,0
graph_096_mu_0_2_node_514,0
graph_096_mu_0_2_node_841,1
graph_096_mu_0_2_node_392,0
graph_096_mu_0_2_node_399,0
graph_096_mu_0_2_node_982,1
graph_096_mu_0_2_node_617,1
