,Stability
graph_0110_mu_0_2_node_474,0
graph_0110_mu_0_2_node_699,1
graph_0110_mu_0_2_node_680,0
graph_0110_mu_0_2_node_730,1
graph_0110_mu_0_2_node_480,1
graph_0110_mu_0_2_node_975,1
graph_0110_mu_0_2_node_583,0
graph_0110_mu_0_2_node_577,1
graph_0110_mu_0_2_node_378,1
graph_0110_mu_0_2_node_686,0
graph_0110_mu_0_2_node_710,1
graph_0110_mu_0_2_node_18,0
graph_0110_mu_0_2_node_981,1
graph_0110_mu_0_2_node_105,0
graph_0110_mu_0_2_node_804,0
graph_0110_mu_0_2_node_138,1
graph_0110_mu_0_2_node_724,0
graph_0110_mu_0_2_node_160,0
graph_0110_mu_0_2_node_85,1
graph_0110_mu_0_2_node_450,0
graph_0110_mu_0_2_node_57,0
graph_0110_mu_0_2_node_473,0
graph_0110_mu_0_2_node_179,0
graph_0110_mu_0_2_node_522,0
graph_0110_mu_0_2_node_48,0
graph_0110_mu_0_2_node_275,0
graph_0110_mu_0_2_node_157,1
graph_0110_mu_0_2_node_479,0
graph_0110_mu_0_2_node_219,0
graph_0110_mu_0_2_node_313,1
graph_0110_mu_0_2_node_137,0
graph_0110_mu_0_2_node_801,0
graph_0110_mu_0_2_node_153,1
graph_0110_mu_0_2_node_256,0
graph_0110_mu_0_2_node_769,1
graph_0110_mu_0_2_node_842,1
graph_0110_mu_0_2_node_685,1
graph_0110_mu_0_2_node_783,1
graph_0110_mu_0_2_node_178,1
graph_0110_mu_0_2_node_476,0
graph_0110_mu_0_2_node_77,1
graph_0110_mu_0_2_node_455,1
graph_0110_mu_0_2_node_27,0
graph_0110_mu_0_2_node_465,0
graph_0110_mu_0_2_node_110,0
graph_0110_mu_0_2_node_762,0
graph_0110_mu_0_2_node_696,1
graph_0110_mu_0_2_node_881,1
graph_0110_mu_0_2_node_518,1
graph_0110_mu_0_2_node_795,1
graph_0110_mu_0_2_node_117,0
graph_0110_mu_0_2_node_483,1
graph_0110_mu_0_2_node_967,0
graph_0110_mu_0_2_node_582,1
graph_0110_mu_0_2_node_311,1
graph_0110_mu_0_2_node_415,0
graph_0110_mu_0_2_node_454,0
graph_0110_mu_0_2_node_679,0
graph_0110_mu_0_2_node_836,1
graph_0110_mu_0_2_node_892,1
graph_0110_mu_0_2_node_586,1
graph_0110_mu_0_2_node_982,0
graph_0110_mu_0_2_node_814,0
graph_0110_mu_0_2_node_109,0
graph_0110_mu_0_2_node_340,1
graph_0110_mu_0_2_node_868,0
graph_0110_mu_0_2_node_766,1
graph_0110_mu_0_2_node_20,1
graph_0110_mu_0_2_node_674,1
graph_0110_mu_0_2_node_53,1
graph_0110_mu_0_2_node_254,0
graph_0110_mu_0_2_node_759,1
graph_0110_mu_0_2_node_873,0
graph_0110_mu_0_2_node_43,0
graph_0110_mu_0_2_node_781,0
graph_0110_mu_0_2_node_630,0
graph_0110_mu_0_2_node_58,1
graph_0110_mu_0_2_node_613,0
graph_0110_mu_0_2_node_552,1
graph_0110_mu_0_2_node_780,1
graph_0110_mu_0_2_node_158,1
graph_0110_mu_0_2_node_965,0
graph_0110_mu_0_2_node_765,0
graph_0110_mu_0_2_node_231,1
graph_0110_mu_0_2_node_647,1
graph_0110_mu_0_2_node_719,0
graph_0110_mu_0_2_node_568,0
graph_0110_mu_0_2_node_709,1
graph_0110_mu_0_2_node_439,1
graph_0110_mu_0_2_node_559,0
graph_0110_mu_0_2_node_42,0
graph_0110_mu_0_2_node_261,1
graph_0110_mu_0_2_node_658,0
graph_0110_mu_0_2_node_731,0
graph_0110_mu_0_2_node_50,0
graph_0110_mu_0_2_node_839,1
graph_0110_mu_0_2_node_155,0
graph_0110_mu_0_2_node_549,1
graph_0110_mu_0_2_node_487,0
graph_0110_mu_0_2_node_243,1
graph_0110_mu_0_2_node_531,0
graph_0110_mu_0_2_node_133,1
graph_0110_mu_0_2_node_642,1
graph_0110_mu_0_2_node_672,0
graph_0110_mu_0_2_node_744,0
graph_0110_mu_0_2_node_865,0
graph_0110_mu_0_2_node_786,0
graph_0110_mu_0_2_node_682,1
graph_0110_mu_0_2_node_224,0
graph_0110_mu_0_2_node_358,1
graph_0110_mu_0_2_node_39,0
graph_0110_mu_0_2_node_827,1
graph_0110_mu_0_2_node_409,0
graph_0110_mu_0_2_node_379,1
graph_0110_mu_0_2_node_683,0
graph_0110_mu_0_2_node_122,1
graph_0110_mu_0_2_node_905,1
graph_0110_mu_0_2_node_961,1
graph_0110_mu_0_2_node_315,0
graph_0110_mu_0_2_node_335,1
graph_0110_mu_0_2_node_492,1
graph_0110_mu_0_2_node_747,1
graph_0110_mu_0_2_node_557,1
graph_0110_mu_0_2_node_202,1
graph_0110_mu_0_2_node_323,1
graph_0110_mu_0_2_node_444,1
graph_0110_mu_0_2_node_994,0
graph_0110_mu_0_2_node_903,1
graph_0110_mu_0_2_node_993,1
graph_0110_mu_0_2_node_816,0
graph_0110_mu_0_2_node_530,0
graph_0110_mu_0_2_node_387,0
graph_0110_mu_0_2_node_191,1
graph_0110_mu_0_2_node_10,1
graph_0110_mu_0_2_node_512,1
graph_0110_mu_0_2_node_422,0
graph_0110_mu_0_2_node_329,0
graph_0110_mu_0_2_node_65,0
graph_0110_mu_0_2_node_427,0
graph_0110_mu_0_2_node_742,0
graph_0110_mu_0_2_node_395,1
graph_0110_mu_0_2_node_931,0
graph_0110_mu_0_2_node_263,0
graph_0110_mu_0_2_node_723,1
graph_0110_mu_0_2_node_877,0
graph_0110_mu_0_2_node_114,0
graph_0110_mu_0_2_node_414,0
graph_0110_mu_0_2_node_252,1
graph_0110_mu_0_2_node_589,0
graph_0110_mu_0_2_node_767,1
graph_0110_mu_0_2_node_858,1
graph_0110_mu_0_2_node_602,0
graph_0110_mu_0_2_node_278,0
graph_0110_mu_0_2_node_150,0
graph_0110_mu_0_2_node_99,1
graph_0110_mu_0_2_node_622,0
graph_0110_mu_0_2_node_998,0
graph_0110_mu_0_2_node_165,0
graph_0110_mu_0_2_node_853,1
graph_0110_mu_0_2_node_328,1
graph_0110_mu_0_2_node_103,0
graph_0110_mu_0_2_node_681,0
graph_0110_mu_0_2_node_73,0
graph_0110_mu_0_2_node_676,1
graph_0110_mu_0_2_node_41,0
graph_0110_mu_0_2_node_588,0
graph_0110_mu_0_2_node_918,1
graph_0110_mu_0_2_node_225,1
graph_0110_mu_0_2_node_213,1
graph_0110_mu_0_2_node_529,0
graph_0110_mu_0_2_node_418,0
