,Stability
graph_051_mu_0_2_node_691,0
graph_051_mu_0_2_node_208,1
graph_051_mu_0_2_node_443,0
graph_051_mu_0_2_node_779,1
graph_051_mu_0_2_node_596,1
graph_051_mu_0_2_node_308,1
graph_051_mu_0_2_node_519,0
graph_051_mu_0_2_node_561,1
graph_051_mu_0_2_node_488,0
graph_051_mu_0_2_node_144,0
graph_051_mu_0_2_node_846,0
graph_051_mu_0_2_node_448,1
graph_051_mu_0_2_node_236,0
graph_051_mu_0_2_node_883,0
graph_051_mu_0_2_node_230,0
graph_051_mu_0_2_node_190,0
graph_051_mu_0_2_node_268,0
graph_051_mu_0_2_node_527,1
graph_051_mu_0_2_node_223,0
graph_051_mu_0_2_node_282,0
graph_051_mu_0_2_node_721,1
graph_051_mu_0_2_node_974,1
graph_051_mu_0_2_node_986,0
graph_051_mu_0_2_node_548,1
graph_051_mu_0_2_node_382,0
graph_051_mu_0_2_node_129,1
graph_051_mu_0_2_node_225,0
graph_051_mu_0_2_node_782,1
graph_051_mu_0_2_node_697,0
graph_051_mu_0_2_node_132,1
graph_051_mu_0_2_node_578,0
graph_051_mu_0_2_node_660,0
graph_051_mu_0_2_node_985,0
graph_051_mu_0_2_node_315,0
graph_051_mu_0_2_node_49,1
graph_051_mu_0_2_node_131,0
graph_051_mu_0_2_node_475,0
graph_051_mu_0_2_node_863,0
graph_051_mu_0_2_node_698,1
graph_051_mu_0_2_node_615,0
graph_051_mu_0_2_node_45,0
graph_051_mu_0_2_node_659,1
graph_051_mu_0_2_node_820,0
graph_051_mu_0_2_node_200,1
graph_051_mu_0_2_node_605,1
graph_051_mu_0_2_node_32,0
graph_051_mu_0_2_node_375,1
graph_051_mu_0_2_node_535,0
graph_051_mu_0_2_node_980,1
graph_051_mu_0_2_node_189,0
graph_051_mu_0_2_node_0,0
graph_051_mu_0_2_node_724,0
graph_051_mu_0_2_node_795,0
graph_051_mu_0_2_node_852,1
graph_051_mu_0_2_node_70,0
graph_051_mu_0_2_node_632,1
graph_051_mu_0_2_node_802,1
graph_051_mu_0_2_node_607,1
graph_051_mu_0_2_node_743,0
graph_051_mu_0_2_node_812,1
graph_051_mu_0_2_node_534,1
graph_051_mu_0_2_node_541,1
graph_051_mu_0_2_node_827,0
graph_051_mu_0_2_node_118,1
graph_051_mu_0_2_node_530,0
graph_051_mu_0_2_node_755,1
graph_051_mu_0_2_node_38,1
graph_051_mu_0_2_node_286,1
graph_051_mu_0_2_node_618,0
graph_051_mu_0_2_node_130,0
graph_051_mu_0_2_node_434,0
graph_051_mu_0_2_node_244,1
graph_051_mu_0_2_node_284,1
graph_051_mu_0_2_node_372,0
graph_051_mu_0_2_node_257,1
graph_051_mu_0_2_node_793,0
graph_051_mu_0_2_node_105,0
graph_051_mu_0_2_node_505,0
graph_051_mu_0_2_node_88,0
graph_051_mu_0_2_node_584,0
graph_051_mu_0_2_node_630,0
graph_051_mu_0_2_node_728,0
graph_051_mu_0_2_node_285,0
graph_051_mu_0_2_node_42,0
graph_051_mu_0_2_node_491,1
graph_051_mu_0_2_node_857,1
graph_051_mu_0_2_node_950,1
graph_051_mu_0_2_node_366,0
graph_051_mu_0_2_node_599,0
graph_051_mu_0_2_node_636,0
graph_051_mu_0_2_node_666,1
graph_051_mu_0_2_node_749,0
graph_051_mu_0_2_node_617,1
graph_051_mu_0_2_node_528,1
graph_051_mu_0_2_node_222,0
graph_051_mu_0_2_node_233,0
graph_051_mu_0_2_node_767,1
graph_051_mu_0_2_node_989,0
graph_051_mu_0_2_node_228,0
graph_051_mu_0_2_node_868,0
graph_051_mu_0_2_node_556,0
graph_051_mu_0_2_node_174,0
graph_051_mu_0_2_node_217,0
graph_051_mu_0_2_node_320,1
graph_051_mu_0_2_node_5,0
graph_051_mu_0_2_node_501,0
graph_051_mu_0_2_node_377,0
graph_051_mu_0_2_node_271,1
graph_051_mu_0_2_node_928,1
graph_051_mu_0_2_node_825,1
graph_051_mu_0_2_node_511,1
graph_051_mu_0_2_node_738,0
graph_051_mu_0_2_node_117,1
graph_051_mu_0_2_node_512,1
graph_051_mu_0_2_node_380,1
graph_051_mu_0_2_node_30,0
graph_051_mu_0_2_node_68,1
graph_051_mu_0_2_node_789,1
graph_051_mu_0_2_node_643,1
graph_051_mu_0_2_node_152,0
graph_051_mu_0_2_node_730,1
graph_051_mu_0_2_node_616,0
graph_051_mu_0_2_node_824,0
graph_051_mu_0_2_node_158,1
graph_051_mu_0_2_node_694,0
graph_051_mu_0_2_node_814,1
graph_051_mu_0_2_node_56,0
graph_051_mu_0_2_node_256,0
graph_051_mu_0_2_node_166,0
graph_051_mu_0_2_node_860,1
graph_051_mu_0_2_node_760,1
graph_051_mu_0_2_node_754,0
graph_051_mu_0_2_node_134,1
graph_051_mu_0_2_node_902,1
graph_051_mu_0_2_node_639,0
graph_051_mu_0_2_node_831,0
graph_051_mu_0_2_node_924,0
graph_051_mu_0_2_node_23,0
graph_051_mu_0_2_node_737,1
graph_051_mu_0_2_node_968,0
graph_051_mu_0_2_node_717,0
graph_051_mu_0_2_node_148,0
graph_051_mu_0_2_node_203,0
graph_051_mu_0_2_node_482,1
graph_051_mu_0_2_node_112,0
graph_051_mu_0_2_node_406,1
graph_051_mu_0_2_node_634,0
graph_051_mu_0_2_node_862,0
graph_051_mu_0_2_node_9,1
graph_051_mu_0_2_node_359,0
graph_051_mu_0_2_node_312,1
graph_051_mu_0_2_node_10,0
graph_051_mu_0_2_node_919,0
graph_051_mu_0_2_node_419,1
graph_051_mu_0_2_node_98,0
graph_051_mu_0_2_node_531,0
graph_051_mu_0_2_node_414,1
graph_051_mu_0_2_node_794,1
graph_051_mu_0_2_node_930,1
graph_051_mu_0_2_node_714,1
graph_051_mu_0_2_node_373,1
graph_051_mu_0_2_node_984,0
graph_051_mu_0_2_node_935,1
graph_051_mu_0_2_node_758,1
graph_051_mu_0_2_node_750,0
graph_051_mu_0_2_node_306,1
graph_051_mu_0_2_node_385,0
graph_051_mu_0_2_node_260,0
graph_051_mu_0_2_node_43,0
graph_051_mu_0_2_node_58,1
graph_051_mu_0_2_node_640,0
graph_051_mu_0_2_node_446,0
graph_051_mu_0_2_node_722,0
graph_051_mu_0_2_node_400,1
graph_051_mu_0_2_node_290,1
graph_051_mu_0_2_node_79,0
graph_051_mu_0_2_node_543,0
graph_051_mu_0_2_node_438,1
graph_051_mu_0_2_node_370,0
graph_051_mu_0_2_node_303,0
graph_051_mu_0_2_node_76,1
graph_051_mu_0_2_node_538,0
graph_051_mu_0_2_node_771,1
graph_051_mu_0_2_node_664,0
graph_051_mu_0_2_node_822,1
graph_051_mu_0_2_node_908,0
graph_051_mu_0_2_node_653,0
graph_051_mu_0_2_node_976,1
graph_051_mu_0_2_node_205,1
graph_051_mu_0_2_node_801,1
graph_051_mu_0_2_node_477,0
graph_051_mu_0_2_node_948,1
graph_051_mu_0_2_node_973,1
graph_051_mu_0_2_node_582,0
graph_051_mu_0_2_node_513,0
graph_051_mu_0_2_node_945,1
graph_051_mu_0_2_node_522,1
graph_051_mu_0_2_node_725,0
graph_051_mu_0_2_node_524,0
graph_051_mu_0_2_node_311,1
graph_051_mu_0_2_node_241,0
graph_051_mu_0_2_node_816,1
graph_051_mu_0_2_node_791,1
graph_051_mu_0_2_node_882,0
graph_051_mu_0_2_node_838,1
graph_051_mu_0_2_node_461,0
graph_051_mu_0_2_node_922,0
graph_051_mu_0_2_node_323,1
graph_051_mu_0_2_node_371,1
graph_051_mu_0_2_node_507,1
graph_051_mu_0_2_node_486,0
graph_051_mu_0_2_node_621,1
graph_051_mu_0_2_node_936,1
graph_051_mu_0_2_node_253,0
graph_051_mu_0_2_node_169,0
graph_051_mu_0_2_node_923,0
graph_051_mu_0_2_node_254,0
graph_051_mu_0_2_node_785,0
graph_051_mu_0_2_node_272,0
graph_051_mu_0_2_node_154,1
graph_051_mu_0_2_node_3,1
graph_051_mu_0_2_node_221,1
graph_051_mu_0_2_node_774,1
graph_051_mu_0_2_node_278,0
graph_051_mu_0_2_node_325,1
graph_051_mu_0_2_node_569,0
graph_051_mu_0_2_node_999,0
graph_051_mu_0_2_node_715,0
graph_051_mu_0_2_node_167,0
graph_051_mu_0_2_node_904,0
graph_051_mu_0_2_node_536,1
graph_051_mu_0_2_node_720,0
graph_051_mu_0_2_node_379,0
graph_051_mu_0_2_node_783,0
graph_051_mu_0_2_node_13,0
graph_051_mu_0_2_node_334,0
graph_051_mu_0_2_node_313,0
graph_051_mu_0_2_node_349,1
graph_051_mu_0_2_node_517,1
graph_051_mu_0_2_node_893,1
graph_051_mu_0_2_node_865,0
graph_051_mu_0_2_node_31,1
graph_051_mu_0_2_node_344,1
graph_051_mu_0_2_node_970,0
graph_051_mu_0_2_node_63,1
graph_051_mu_0_2_node_394,0
graph_051_mu_0_2_node_232,0
graph_051_mu_0_2_node_757,0
graph_051_mu_0_2_node_608,0
graph_051_mu_0_2_node_95,0
graph_051_mu_0_2_node_539,1
graph_051_mu_0_2_node_398,0
graph_051_mu_0_2_node_6,1
graph_051_mu_0_2_node_89,0
graph_051_mu_0_2_node_952,1
graph_051_mu_0_2_node_399,1
graph_051_mu_0_2_node_797,0
graph_051_mu_0_2_node_949,0
graph_051_mu_0_2_node_160,0
graph_051_mu_0_2_node_369,1
graph_051_mu_0_2_node_389,0
graph_051_mu_0_2_node_339,0
graph_051_mu_0_2_node_478,0
graph_051_mu_0_2_node_591,1
graph_051_mu_0_2_node_243,0
