,Stability
graph_0107_mu_0_2_node_866,1
graph_0107_mu_0_2_node_985,0
graph_0107_mu_0_2_node_932,0
graph_0107_mu_0_2_node_840,1
graph_0107_mu_0_2_node_869,1
graph_0107_mu_0_2_node_593,1
graph_0107_mu_0_2_node_81,0
graph_0107_mu_0_2_node_715,1
graph_0107_mu_0_2_node_21,0
graph_0107_mu_0_2_node_4,0
graph_0107_mu_0_2_node_945,1
graph_0107_mu_0_2_node_257,0
graph_0107_mu_0_2_node_180,0
graph_0107_mu_0_2_node_755,0
graph_0107_mu_0_2_node_382,1
graph_0107_mu_0_2_node_43,0
graph_0107_mu_0_2_node_278,1
graph_0107_mu_0_2_node_996,1
graph_0107_mu_0_2_node_925,0
graph_0107_mu_0_2_node_373,0
graph_0107_mu_0_2_node_90,0
graph_0107_mu_0_2_node_507,1
graph_0107_mu_0_2_node_316,1
graph_0107_mu_0_2_node_844,0
graph_0107_mu_0_2_node_545,0
graph_0107_mu_0_2_node_581,1
graph_0107_mu_0_2_node_331,1
graph_0107_mu_0_2_node_86,0
graph_0107_mu_0_2_node_165,0
