,Stability
graph_07_mu_0_2_node_151,1
graph_07_mu_0_2_node_677,0
graph_07_mu_0_2_node_92,1
graph_07_mu_0_2_node_943,1
graph_07_mu_0_2_node_118,1
graph_07_mu_0_2_node_700,1
graph_07_mu_0_2_node_17,1
graph_07_mu_0_2_node_773,0
graph_07_mu_0_2_node_288,1
graph_07_mu_0_2_node_413,0
graph_07_mu_0_2_node_608,1
graph_07_mu_0_2_node_690,0
graph_07_mu_0_2_node_331,0
graph_07_mu_0_2_node_119,0
graph_07_mu_0_2_node_851,0
graph_07_mu_0_2_node_779,0
graph_07_mu_0_2_node_33,1
graph_07_mu_0_2_node_423,0
graph_07_mu_0_2_node_209,0
graph_07_mu_0_2_node_407,1
graph_07_mu_0_2_node_613,0
graph_07_mu_0_2_node_930,1
graph_07_mu_0_2_node_816,0
graph_07_mu_0_2_node_792,1
graph_07_mu_0_2_node_772,1
graph_07_mu_0_2_node_286,1
graph_07_mu_0_2_node_116,1
graph_07_mu_0_2_node_947,1
graph_07_mu_0_2_node_811,0
graph_07_mu_0_2_node_573,1
graph_07_mu_0_2_node_656,1
graph_07_mu_0_2_node_470,1
graph_07_mu_0_2_node_134,0
graph_07_mu_0_2_node_897,1
graph_07_mu_0_2_node_873,1
graph_07_mu_0_2_node_94,0
graph_07_mu_0_2_node_988,0
graph_07_mu_0_2_node_105,0
graph_07_mu_0_2_node_519,1
graph_07_mu_0_2_node_247,0
graph_07_mu_0_2_node_790,1
graph_07_mu_0_2_node_854,0
graph_07_mu_0_2_node_670,0
graph_07_mu_0_2_node_651,0
graph_07_mu_0_2_node_238,1
graph_07_mu_0_2_node_640,1
graph_07_mu_0_2_node_921,1
graph_07_mu_0_2_node_612,0
graph_07_mu_0_2_node_381,0
graph_07_mu_0_2_node_685,0
graph_07_mu_0_2_node_255,1
graph_07_mu_0_2_node_13,0
graph_07_mu_0_2_node_633,1
graph_07_mu_0_2_node_327,0
graph_07_mu_0_2_node_978,1
graph_07_mu_0_2_node_589,1
graph_07_mu_0_2_node_404,0
graph_07_mu_0_2_node_738,1
graph_07_mu_0_2_node_594,0
graph_07_mu_0_2_node_146,1
graph_07_mu_0_2_node_674,0
graph_07_mu_0_2_node_126,0
graph_07_mu_0_2_node_386,1
graph_07_mu_0_2_node_329,1
graph_07_mu_0_2_node_603,0
graph_07_mu_0_2_node_823,1
graph_07_mu_0_2_node_16,0
graph_07_mu_0_2_node_374,0
graph_07_mu_0_2_node_48,0
graph_07_mu_0_2_node_28,0
graph_07_mu_0_2_node_768,1
graph_07_mu_0_2_node_373,0
graph_07_mu_0_2_node_698,0
graph_07_mu_0_2_node_21,0
graph_07_mu_0_2_node_429,0
graph_07_mu_0_2_node_281,1
graph_07_mu_0_2_node_517,1
graph_07_mu_0_2_node_760,1
graph_07_mu_0_2_node_184,1
graph_07_mu_0_2_node_202,0
graph_07_mu_0_2_node_976,0
graph_07_mu_0_2_node_973,0
graph_07_mu_0_2_node_273,1
graph_07_mu_0_2_node_293,0
graph_07_mu_0_2_node_464,0
graph_07_mu_0_2_node_795,0
graph_07_mu_0_2_node_546,0
graph_07_mu_0_2_node_638,1
graph_07_mu_0_2_node_252,0
graph_07_mu_0_2_node_355,1
graph_07_mu_0_2_node_635,0
graph_07_mu_0_2_node_179,0
graph_07_mu_0_2_node_427,1
graph_07_mu_0_2_node_532,1
graph_07_mu_0_2_node_907,0
graph_07_mu_0_2_node_783,1
graph_07_mu_0_2_node_213,1
graph_07_mu_0_2_node_574,1
graph_07_mu_0_2_node_740,1
graph_07_mu_0_2_node_23,0
graph_07_mu_0_2_node_410,1
graph_07_mu_0_2_node_241,0
graph_07_mu_0_2_node_665,1
graph_07_mu_0_2_node_364,0
graph_07_mu_0_2_node_642,0
graph_07_mu_0_2_node_887,1
graph_07_mu_0_2_node_937,0
graph_07_mu_0_2_node_789,1
graph_07_mu_0_2_node_683,0
graph_07_mu_0_2_node_856,0
graph_07_mu_0_2_node_54,0
graph_07_mu_0_2_node_682,1
graph_07_mu_0_2_node_335,1
graph_07_mu_0_2_node_977,0
graph_07_mu_0_2_node_959,0
graph_07_mu_0_2_node_469,1
graph_07_mu_0_2_node_521,0
graph_07_mu_0_2_node_565,0
graph_07_mu_0_2_node_496,0
graph_07_mu_0_2_node_305,0
graph_07_mu_0_2_node_982,1
graph_07_mu_0_2_node_806,0
graph_07_mu_0_2_node_96,0
graph_07_mu_0_2_node_289,0
graph_07_mu_0_2_node_522,0
graph_07_mu_0_2_node_880,0
graph_07_mu_0_2_node_550,0
graph_07_mu_0_2_node_629,0
graph_07_mu_0_2_node_110,1
graph_07_mu_0_2_node_140,1
graph_07_mu_0_2_node_245,1
graph_07_mu_0_2_node_292,1
graph_07_mu_0_2_node_902,1
graph_07_mu_0_2_node_457,0
graph_07_mu_0_2_node_836,0
graph_07_mu_0_2_node_809,0
graph_07_mu_0_2_node_97,0
graph_07_mu_0_2_node_29,0
graph_07_mu_0_2_node_929,1
graph_07_mu_0_2_node_756,0
graph_07_mu_0_2_node_312,0
graph_07_mu_0_2_node_955,0
graph_07_mu_0_2_node_240,1
graph_07_mu_0_2_node_802,1
graph_07_mu_0_2_node_861,1
graph_07_mu_0_2_node_378,1
graph_07_mu_0_2_node_548,1
graph_07_mu_0_2_node_39,0
graph_07_mu_0_2_node_61,0
graph_07_mu_0_2_node_572,0
graph_07_mu_0_2_node_560,1
graph_07_mu_0_2_node_863,0
graph_07_mu_0_2_node_796,1
graph_07_mu_0_2_node_527,0
graph_07_mu_0_2_node_539,0
graph_07_mu_0_2_node_160,0
graph_07_mu_0_2_node_794,0
graph_07_mu_0_2_node_658,1
graph_07_mu_0_2_node_204,1
graph_07_mu_0_2_node_334,0
graph_07_mu_0_2_node_302,0
graph_07_mu_0_2_node_248,1
graph_07_mu_0_2_node_995,0
graph_07_mu_0_2_node_304,1
graph_07_mu_0_2_node_975,1
graph_07_mu_0_2_node_353,0
graph_07_mu_0_2_node_501,0
graph_07_mu_0_2_node_154,1
graph_07_mu_0_2_node_602,0
graph_07_mu_0_2_node_266,0
graph_07_mu_0_2_node_70,0
graph_07_mu_0_2_node_107,1
graph_07_mu_0_2_node_199,0
graph_07_mu_0_2_node_648,0
graph_07_mu_0_2_node_420,0
graph_07_mu_0_2_node_495,1
graph_07_mu_0_2_node_445,0
graph_07_mu_0_2_node_497,1
graph_07_mu_0_2_node_112,0
graph_07_mu_0_2_node_818,1
graph_07_mu_0_2_node_2,1
graph_07_mu_0_2_node_91,0
graph_07_mu_0_2_node_249,1
graph_07_mu_0_2_node_695,1
graph_07_mu_0_2_node_969,0
graph_07_mu_0_2_node_622,1
graph_07_mu_0_2_node_992,0
graph_07_mu_0_2_node_623,0
graph_07_mu_0_2_node_322,0
graph_07_mu_0_2_node_197,0
graph_07_mu_0_2_node_479,1
graph_07_mu_0_2_node_938,1
graph_07_mu_0_2_node_793,1
graph_07_mu_0_2_node_490,1
graph_07_mu_0_2_node_529,0
graph_07_mu_0_2_node_237,0
graph_07_mu_0_2_node_767,1
graph_07_mu_0_2_node_659,0
graph_07_mu_0_2_node_55,0
graph_07_mu_0_2_node_172,0
graph_07_mu_0_2_node_424,0
graph_07_mu_0_2_node_759,1
graph_07_mu_0_2_node_244,1
graph_07_mu_0_2_node_262,0
graph_07_mu_0_2_node_928,0
graph_07_mu_0_2_node_990,1
graph_07_mu_0_2_node_451,1
graph_07_mu_0_2_node_899,1
graph_07_mu_0_2_node_387,0
graph_07_mu_0_2_node_155,1
graph_07_mu_0_2_node_624,0
graph_07_mu_0_2_node_889,1
graph_07_mu_0_2_node_460,0
graph_07_mu_0_2_node_326,0
graph_07_mu_0_2_node_157,0
graph_07_mu_0_2_node_182,0
graph_07_mu_0_2_node_358,0
graph_07_mu_0_2_node_340,0
graph_07_mu_0_2_node_625,0
graph_07_mu_0_2_node_297,0
graph_07_mu_0_2_node_882,0
graph_07_mu_0_2_node_556,0
graph_07_mu_0_2_node_36,0
graph_07_mu_0_2_node_214,1
graph_07_mu_0_2_node_883,0
graph_07_mu_0_2_node_219,0
graph_07_mu_0_2_node_188,0
graph_07_mu_0_2_node_824,1
graph_07_mu_0_2_node_675,1
graph_07_mu_0_2_node_132,0
graph_07_mu_0_2_node_369,1
graph_07_mu_0_2_node_31,1
graph_07_mu_0_2_node_26,1
graph_07_mu_0_2_node_356,1
graph_07_mu_0_2_node_571,1
graph_07_mu_0_2_node_752,0
graph_07_mu_0_2_node_359,1
graph_07_mu_0_2_node_961,1
graph_07_mu_0_2_node_206,0
graph_07_mu_0_2_node_366,0
graph_07_mu_0_2_node_439,0
graph_07_mu_0_2_node_592,0
graph_07_mu_0_2_node_480,1
graph_07_mu_0_2_node_394,1
graph_07_mu_0_2_node_300,0
graph_07_mu_0_2_node_687,0
graph_07_mu_0_2_node_125,0
graph_07_mu_0_2_node_643,1
graph_07_mu_0_2_node_171,1
graph_07_mu_0_2_node_616,1
graph_07_mu_0_2_node_3,0
graph_07_mu_0_2_node_600,0
graph_07_mu_0_2_node_848,1
graph_07_mu_0_2_node_524,0
graph_07_mu_0_2_node_173,1
graph_07_mu_0_2_node_301,0
graph_07_mu_0_2_node_914,1
graph_07_mu_0_2_node_709,0
graph_07_mu_0_2_node_122,1
graph_07_mu_0_2_node_51,0
graph_07_mu_0_2_node_736,0
graph_07_mu_0_2_node_463,1
graph_07_mu_0_2_node_747,0
graph_07_mu_0_2_node_562,1
graph_07_mu_0_2_node_212,0
graph_07_mu_0_2_node_236,0
graph_07_mu_0_2_node_511,1
graph_07_mu_0_2_node_678,1
graph_07_mu_0_2_node_940,0
graph_07_mu_0_2_node_734,0
graph_07_mu_0_2_node_518,1
graph_07_mu_0_2_node_611,1
graph_07_mu_0_2_node_250,0
graph_07_mu_0_2_node_338,0
graph_07_mu_0_2_node_87,0
graph_07_mu_0_2_node_392,0
graph_07_mu_0_2_node_530,1
graph_07_mu_0_2_node_967,0
graph_07_mu_0_2_node_949,1
graph_07_mu_0_2_node_406,0
graph_07_mu_0_2_node_181,1
graph_07_mu_0_2_node_786,1
graph_07_mu_0_2_node_408,1
graph_07_mu_0_2_node_342,0
graph_07_mu_0_2_node_881,0
graph_07_mu_0_2_node_261,1
graph_07_mu_0_2_node_781,1
graph_07_mu_0_2_node_503,1
