,Stability
graph_073_mu_0_2_node_914,0
graph_073_mu_0_2_node_282,1
graph_073_mu_0_2_node_264,1
graph_073_mu_0_2_node_337,0
graph_073_mu_0_2_node_72,0
graph_073_mu_0_2_node_937,0
graph_073_mu_0_2_node_386,1
graph_073_mu_0_2_node_356,0
graph_073_mu_0_2_node_961,0
graph_073_mu_0_2_node_243,1
graph_073_mu_0_2_node_805,0
graph_073_mu_0_2_node_926,0
graph_073_mu_0_2_node_690,0
graph_073_mu_0_2_node_135,0
graph_073_mu_0_2_node_570,0
graph_073_mu_0_2_node_263,0
graph_073_mu_0_2_node_819,0
graph_073_mu_0_2_node_30,0
graph_073_mu_0_2_node_426,0
graph_073_mu_0_2_node_636,0
graph_073_mu_0_2_node_522,0
graph_073_mu_0_2_node_179,0
graph_073_mu_0_2_node_319,0
graph_073_mu_0_2_node_120,1
graph_073_mu_0_2_node_533,0
graph_073_mu_0_2_node_737,0
graph_073_mu_0_2_node_190,1
graph_073_mu_0_2_node_406,1
graph_073_mu_0_2_node_23,1
graph_073_mu_0_2_node_419,0
graph_073_mu_0_2_node_487,0
graph_073_mu_0_2_node_145,0
graph_073_mu_0_2_node_2,1
graph_073_mu_0_2_node_784,1
graph_073_mu_0_2_node_724,1
graph_073_mu_0_2_node_999,1
graph_073_mu_0_2_node_850,0
graph_073_mu_0_2_node_546,0
graph_073_mu_0_2_node_975,0
graph_073_mu_0_2_node_642,0
graph_073_mu_0_2_node_506,1
graph_073_mu_0_2_node_455,1
graph_073_mu_0_2_node_39,0
graph_073_mu_0_2_node_149,0
graph_073_mu_0_2_node_290,0
graph_073_mu_0_2_node_427,1
graph_073_mu_0_2_node_829,0
graph_073_mu_0_2_node_12,0
graph_073_mu_0_2_node_0,0
graph_073_mu_0_2_node_963,0
graph_073_mu_0_2_node_541,0
graph_073_mu_0_2_node_904,0
graph_073_mu_0_2_node_253,1
graph_073_mu_0_2_node_775,1
graph_073_mu_0_2_node_412,0
graph_073_mu_0_2_node_196,1
graph_073_mu_0_2_node_484,0
graph_073_mu_0_2_node_614,1
graph_073_mu_0_2_node_461,1
graph_073_mu_0_2_node_76,1
graph_073_mu_0_2_node_512,0
graph_073_mu_0_2_node_389,1
graph_073_mu_0_2_node_585,1
graph_073_mu_0_2_node_163,1
graph_073_mu_0_2_node_218,1
graph_073_mu_0_2_node_530,0
graph_073_mu_0_2_node_602,0
graph_073_mu_0_2_node_400,0
graph_073_mu_0_2_node_956,0
graph_073_mu_0_2_node_740,1
graph_073_mu_0_2_node_657,0
graph_073_mu_0_2_node_893,0
graph_073_mu_0_2_node_599,0
graph_073_mu_0_2_node_799,0
graph_073_mu_0_2_node_32,0
graph_073_mu_0_2_node_153,0
graph_073_mu_0_2_node_957,1
graph_073_mu_0_2_node_80,0
graph_073_mu_0_2_node_361,0
graph_073_mu_0_2_node_596,0
graph_073_mu_0_2_node_391,0
graph_073_mu_0_2_node_913,1
graph_073_mu_0_2_node_304,1
graph_073_mu_0_2_node_796,1
graph_073_mu_0_2_node_274,0
graph_073_mu_0_2_node_220,0
graph_073_mu_0_2_node_743,1
graph_073_mu_0_2_node_630,0
graph_073_mu_0_2_node_276,1
graph_073_mu_0_2_node_383,0
graph_073_mu_0_2_node_985,0
graph_073_mu_0_2_node_787,0
graph_073_mu_0_2_node_460,1
