,Stability
graph_0103_mu_0_2_node_857,1
graph_0103_mu_0_2_node_791,0
graph_0103_mu_0_2_node_502,0
graph_0103_mu_0_2_node_435,1
graph_0103_mu_0_2_node_244,1
graph_0103_mu_0_2_node_167,0
graph_0103_mu_0_2_node_740,0
graph_0103_mu_0_2_node_293,0
graph_0103_mu_0_2_node_240,0
graph_0103_mu_0_2_node_473,0
graph_0103_mu_0_2_node_582,0
graph_0103_mu_0_2_node_406,0
graph_0103_mu_0_2_node_183,0
graph_0103_mu_0_2_node_545,0
graph_0103_mu_0_2_node_759,0
graph_0103_mu_0_2_node_531,0
graph_0103_mu_0_2_node_900,0
graph_0103_mu_0_2_node_462,1
graph_0103_mu_0_2_node_260,1
graph_0103_mu_0_2_node_404,0
graph_0103_mu_0_2_node_51,1
graph_0103_mu_0_2_node_990,0
graph_0103_mu_0_2_node_79,0
graph_0103_mu_0_2_node_438,1
graph_0103_mu_0_2_node_299,1
graph_0103_mu_0_2_node_415,1
graph_0103_mu_0_2_node_334,1
graph_0103_mu_0_2_node_393,1
graph_0103_mu_0_2_node_604,1
graph_0103_mu_0_2_node_851,1
graph_0103_mu_0_2_node_571,1
graph_0103_mu_0_2_node_655,1
graph_0103_mu_0_2_node_700,1
graph_0103_mu_0_2_node_634,0
graph_0103_mu_0_2_node_507,1
graph_0103_mu_0_2_node_45,0
graph_0103_mu_0_2_node_959,0
graph_0103_mu_0_2_node_429,0
graph_0103_mu_0_2_node_800,0
graph_0103_mu_0_2_node_755,0
graph_0103_mu_0_2_node_351,0
graph_0103_mu_0_2_node_746,0
graph_0103_mu_0_2_node_661,0
graph_0103_mu_0_2_node_213,1
graph_0103_mu_0_2_node_781,1
graph_0103_mu_0_2_node_803,1
graph_0103_mu_0_2_node_632,1
graph_0103_mu_0_2_node_842,1
graph_0103_mu_0_2_node_719,1
graph_0103_mu_0_2_node_555,0
graph_0103_mu_0_2_node_129,0
graph_0103_mu_0_2_node_961,0
graph_0103_mu_0_2_node_869,0
graph_0103_mu_0_2_node_383,1
graph_0103_mu_0_2_node_633,1
graph_0103_mu_0_2_node_169,0
graph_0103_mu_0_2_node_813,1
graph_0103_mu_0_2_node_87,1
graph_0103_mu_0_2_node_405,0
graph_0103_mu_0_2_node_802,1
graph_0103_mu_0_2_node_911,1
graph_0103_mu_0_2_node_303,1
graph_0103_mu_0_2_node_355,1
graph_0103_mu_0_2_node_795,1
graph_0103_mu_0_2_node_436,1
graph_0103_mu_0_2_node_23,0
graph_0103_mu_0_2_node_721,0
graph_0103_mu_0_2_node_373,1
graph_0103_mu_0_2_node_198,0
graph_0103_mu_0_2_node_374,1
graph_0103_mu_0_2_node_396,1
graph_0103_mu_0_2_node_353,1
graph_0103_mu_0_2_node_254,1
graph_0103_mu_0_2_node_953,1
graph_0103_mu_0_2_node_587,0
graph_0103_mu_0_2_node_230,1
graph_0103_mu_0_2_node_272,0
graph_0103_mu_0_2_node_231,0
graph_0103_mu_0_2_node_792,1
graph_0103_mu_0_2_node_861,1
graph_0103_mu_0_2_node_266,0
graph_0103_mu_0_2_node_998,0
graph_0103_mu_0_2_node_743,0
graph_0103_mu_0_2_node_490,1
graph_0103_mu_0_2_node_486,0
graph_0103_mu_0_2_node_376,1
graph_0103_mu_0_2_node_37,0
graph_0103_mu_0_2_node_749,0
graph_0103_mu_0_2_node_729,0
graph_0103_mu_0_2_node_9,1
graph_0103_mu_0_2_node_874,1
graph_0103_mu_0_2_node_973,0
graph_0103_mu_0_2_node_268,0
graph_0103_mu_0_2_node_528,0
graph_0103_mu_0_2_node_578,1
graph_0103_mu_0_2_node_80,0
graph_0103_mu_0_2_node_164,0
graph_0103_mu_0_2_node_17,0
graph_0103_mu_0_2_node_177,0
graph_0103_mu_0_2_node_13,0
graph_0103_mu_0_2_node_744,0
graph_0103_mu_0_2_node_668,1
graph_0103_mu_0_2_node_252,0
graph_0103_mu_0_2_node_610,1
graph_0103_mu_0_2_node_677,0
graph_0103_mu_0_2_node_474,0
graph_0103_mu_0_2_node_41,0
graph_0103_mu_0_2_node_14,0
graph_0103_mu_0_2_node_153,0
graph_0103_mu_0_2_node_152,1
graph_0103_mu_0_2_node_269,0
graph_0103_mu_0_2_node_457,0
graph_0103_mu_0_2_node_327,0
graph_0103_mu_0_2_node_599,0
graph_0103_mu_0_2_node_359,0
graph_0103_mu_0_2_node_980,1
graph_0103_mu_0_2_node_338,0
graph_0103_mu_0_2_node_114,0
graph_0103_mu_0_2_node_928,0
graph_0103_mu_0_2_node_381,1
graph_0103_mu_0_2_node_832,0
graph_0103_mu_0_2_node_924,0
graph_0103_mu_0_2_node_793,0
graph_0103_mu_0_2_node_104,1
graph_0103_mu_0_2_node_628,0
graph_0103_mu_0_2_node_221,1
graph_0103_mu_0_2_node_472,0
graph_0103_mu_0_2_node_181,0
graph_0103_mu_0_2_node_710,1
graph_0103_mu_0_2_node_943,1
graph_0103_mu_0_2_node_624,0
graph_0103_mu_0_2_node_259,0
graph_0103_mu_0_2_node_265,0
graph_0103_mu_0_2_node_29,0
graph_0103_mu_0_2_node_314,0
graph_0103_mu_0_2_node_12,1
graph_0103_mu_0_2_node_809,0
graph_0103_mu_0_2_node_343,0
graph_0103_mu_0_2_node_907,0
graph_0103_mu_0_2_node_170,1
graph_0103_mu_0_2_node_431,1
graph_0103_mu_0_2_node_796,0
graph_0103_mu_0_2_node_16,0
graph_0103_mu_0_2_node_968,0
graph_0103_mu_0_2_node_605,1
graph_0103_mu_0_2_node_15,0
graph_0103_mu_0_2_node_33,0
graph_0103_mu_0_2_node_675,0
graph_0103_mu_0_2_node_294,0
graph_0103_mu_0_2_node_0,0
graph_0103_mu_0_2_node_754,1
graph_0103_mu_0_2_node_3,1
