,Stability
graph_05_mu_0_2_node_647,1
graph_05_mu_0_2_node_71,1
graph_05_mu_0_2_node_185,0
graph_05_mu_0_2_node_755,0
graph_05_mu_0_2_node_327,0
graph_05_mu_0_2_node_716,0
graph_05_mu_0_2_node_795,1
graph_05_mu_0_2_node_258,0
graph_05_mu_0_2_node_68,1
graph_05_mu_0_2_node_434,1
graph_05_mu_0_2_node_197,1
graph_05_mu_0_2_node_459,1
graph_05_mu_0_2_node_827,0
graph_05_mu_0_2_node_695,0
graph_05_mu_0_2_node_288,1
graph_05_mu_0_2_node_973,0
graph_05_mu_0_2_node_448,0
graph_05_mu_0_2_node_69,1
graph_05_mu_0_2_node_893,1
graph_05_mu_0_2_node_538,1
graph_05_mu_0_2_node_825,1
graph_05_mu_0_2_node_249,0
graph_05_mu_0_2_node_871,0
graph_05_mu_0_2_node_36,1
graph_05_mu_0_2_node_507,1
graph_05_mu_0_2_node_971,1
graph_05_mu_0_2_node_545,0
graph_05_mu_0_2_node_689,1
graph_05_mu_0_2_node_592,0
graph_05_mu_0_2_node_704,0
graph_05_mu_0_2_node_962,0
graph_05_mu_0_2_node_70,0
graph_05_mu_0_2_node_81,0
graph_05_mu_0_2_node_268,0
graph_05_mu_0_2_node_897,0
graph_05_mu_0_2_node_540,0
graph_05_mu_0_2_node_580,1
graph_05_mu_0_2_node_35,1
graph_05_mu_0_2_node_471,0
graph_05_mu_0_2_node_878,0
graph_05_mu_0_2_node_636,1
graph_05_mu_0_2_node_144,1
graph_05_mu_0_2_node_499,1
graph_05_mu_0_2_node_555,0
graph_05_mu_0_2_node_966,0
graph_05_mu_0_2_node_526,1
graph_05_mu_0_2_node_349,1
graph_05_mu_0_2_node_556,1
graph_05_mu_0_2_node_95,1
graph_05_mu_0_2_node_752,1
graph_05_mu_0_2_node_367,0
graph_05_mu_0_2_node_16,1
graph_05_mu_0_2_node_524,0
graph_05_mu_0_2_node_22,0
graph_05_mu_0_2_node_307,0
graph_05_mu_0_2_node_403,0
graph_05_mu_0_2_node_134,0
graph_05_mu_0_2_node_450,1
graph_05_mu_0_2_node_87,0
graph_05_mu_0_2_node_376,0
graph_05_mu_0_2_node_834,0
graph_05_mu_0_2_node_513,0
graph_05_mu_0_2_node_225,1
graph_05_mu_0_2_node_394,0
