,Stability
graph_0104_mu_0_2_node_92,0
graph_0104_mu_0_2_node_669,1
graph_0104_mu_0_2_node_573,0
graph_0104_mu_0_2_node_461,1
graph_0104_mu_0_2_node_710,1
graph_0104_mu_0_2_node_397,0
graph_0104_mu_0_2_node_830,1
graph_0104_mu_0_2_node_254,1
graph_0104_mu_0_2_node_290,1
graph_0104_mu_0_2_node_881,1
graph_0104_mu_0_2_node_409,0
graph_0104_mu_0_2_node_15,0
graph_0104_mu_0_2_node_246,1
graph_0104_mu_0_2_node_527,0
graph_0104_mu_0_2_node_634,0
graph_0104_mu_0_2_node_826,1
graph_0104_mu_0_2_node_987,1
graph_0104_mu_0_2_node_935,0
graph_0104_mu_0_2_node_458,1
graph_0104_mu_0_2_node_234,1
graph_0104_mu_0_2_node_396,1
graph_0104_mu_0_2_node_637,1
graph_0104_mu_0_2_node_779,1
graph_0104_mu_0_2_node_989,1
graph_0104_mu_0_2_node_721,1
graph_0104_mu_0_2_node_572,1
graph_0104_mu_0_2_node_840,0
graph_0104_mu_0_2_node_33,0
graph_0104_mu_0_2_node_214,0
graph_0104_mu_0_2_node_718,1
graph_0104_mu_0_2_node_546,1
graph_0104_mu_0_2_node_806,0
graph_0104_mu_0_2_node_350,0
graph_0104_mu_0_2_node_663,1
graph_0104_mu_0_2_node_644,1
graph_0104_mu_0_2_node_381,0
graph_0104_mu_0_2_node_453,0
graph_0104_mu_0_2_node_884,0
graph_0104_mu_0_2_node_183,0
graph_0104_mu_0_2_node_356,0
graph_0104_mu_0_2_node_562,0
graph_0104_mu_0_2_node_917,1
graph_0104_mu_0_2_node_543,0
graph_0104_mu_0_2_node_630,1
graph_0104_mu_0_2_node_529,0
graph_0104_mu_0_2_node_108,0
graph_0104_mu_0_2_node_704,0
graph_0104_mu_0_2_node_996,1
graph_0104_mu_0_2_node_557,0
graph_0104_mu_0_2_node_331,1
graph_0104_mu_0_2_node_55,0
graph_0104_mu_0_2_node_599,0
graph_0104_mu_0_2_node_662,0
graph_0104_mu_0_2_node_998,0
graph_0104_mu_0_2_node_939,0
graph_0104_mu_0_2_node_651,1
graph_0104_mu_0_2_node_269,1
graph_0104_mu_0_2_node_335,0
graph_0104_mu_0_2_node_521,0
graph_0104_mu_0_2_node_680,0
graph_0104_mu_0_2_node_834,0
graph_0104_mu_0_2_node_615,1
graph_0104_mu_0_2_node_347,0
graph_0104_mu_0_2_node_43,0
graph_0104_mu_0_2_node_542,0
graph_0104_mu_0_2_node_145,0
graph_0104_mu_0_2_node_459,1
graph_0104_mu_0_2_node_897,0
graph_0104_mu_0_2_node_29,0
graph_0104_mu_0_2_node_816,0
graph_0104_mu_0_2_node_146,1
graph_0104_mu_0_2_node_832,0
graph_0104_mu_0_2_node_620,0
graph_0104_mu_0_2_node_442,1
graph_0104_mu_0_2_node_264,0
