,Stability
graph_071_mu_0_2_node_76,1
graph_071_mu_0_2_node_236,1
graph_071_mu_0_2_node_352,0
graph_071_mu_0_2_node_204,0
graph_071_mu_0_2_node_661,0
graph_071_mu_0_2_node_690,0
graph_071_mu_0_2_node_758,0
graph_071_mu_0_2_node_228,1
graph_071_mu_0_2_node_173,0
graph_071_mu_0_2_node_74,1
graph_071_mu_0_2_node_778,1
graph_071_mu_0_2_node_349,0
graph_071_mu_0_2_node_991,1
graph_071_mu_0_2_node_823,1
graph_071_mu_0_2_node_381,0
graph_071_mu_0_2_node_944,0
graph_071_mu_0_2_node_287,1
graph_071_mu_0_2_node_129,0
graph_071_mu_0_2_node_232,1
graph_071_mu_0_2_node_474,1
graph_071_mu_0_2_node_458,0
graph_071_mu_0_2_node_425,0
graph_071_mu_0_2_node_186,1
graph_071_mu_0_2_node_761,0
graph_071_mu_0_2_node_604,0
graph_071_mu_0_2_node_802,1
graph_071_mu_0_2_node_475,0
graph_071_mu_0_2_node_909,0
graph_071_mu_0_2_node_668,0
graph_071_mu_0_2_node_485,0
graph_071_mu_0_2_node_733,1
graph_071_mu_0_2_node_229,1
graph_071_mu_0_2_node_237,0
graph_071_mu_0_2_node_756,1
graph_071_mu_0_2_node_217,0
graph_071_mu_0_2_node_533,0
graph_071_mu_0_2_node_640,0
graph_071_mu_0_2_node_673,1
graph_071_mu_0_2_node_432,1
graph_071_mu_0_2_node_214,0
graph_071_mu_0_2_node_415,1
graph_071_mu_0_2_node_732,0
graph_071_mu_0_2_node_731,0
graph_071_mu_0_2_node_696,1
graph_071_mu_0_2_node_500,0
graph_071_mu_0_2_node_482,1
graph_071_mu_0_2_node_136,0
graph_071_mu_0_2_node_147,1
graph_071_mu_0_2_node_391,0
graph_071_mu_0_2_node_623,0
graph_071_mu_0_2_node_406,1
graph_071_mu_0_2_node_724,0
graph_071_mu_0_2_node_483,1
graph_071_mu_0_2_node_759,1
graph_071_mu_0_2_node_417,0
graph_071_mu_0_2_node_605,0
graph_071_mu_0_2_node_916,1
graph_071_mu_0_2_node_872,0
graph_071_mu_0_2_node_576,1
