,Stability
graph_08_mu_0_2_node_113,1
graph_08_mu_0_2_node_727,0
graph_08_mu_0_2_node_646,1
graph_08_mu_0_2_node_749,0
graph_08_mu_0_2_node_292,0
graph_08_mu_0_2_node_189,0
graph_08_mu_0_2_node_583,0
graph_08_mu_0_2_node_249,1
graph_08_mu_0_2_node_521,1
graph_08_mu_0_2_node_912,0
graph_08_mu_0_2_node_253,1
graph_08_mu_0_2_node_83,0
graph_08_mu_0_2_node_387,0
graph_08_mu_0_2_node_183,0
graph_08_mu_0_2_node_161,1
graph_08_mu_0_2_node_112,1
graph_08_mu_0_2_node_382,1
graph_08_mu_0_2_node_557,0
graph_08_mu_0_2_node_259,1
graph_08_mu_0_2_node_330,0
graph_08_mu_0_2_node_687,0
graph_08_mu_0_2_node_356,1
graph_08_mu_0_2_node_46,0
graph_08_mu_0_2_node_907,0
graph_08_mu_0_2_node_743,1
graph_08_mu_0_2_node_353,1
graph_08_mu_0_2_node_551,1
graph_08_mu_0_2_node_244,1
graph_08_mu_0_2_node_378,1
graph_08_mu_0_2_node_71,0
graph_08_mu_0_2_node_260,1
graph_08_mu_0_2_node_921,1
graph_08_mu_0_2_node_628,1
graph_08_mu_0_2_node_978,0
graph_08_mu_0_2_node_770,0
graph_08_mu_0_2_node_116,1
graph_08_mu_0_2_node_718,0
graph_08_mu_0_2_node_51,0
graph_08_mu_0_2_node_595,0
graph_08_mu_0_2_node_451,1
graph_08_mu_0_2_node_456,0
graph_08_mu_0_2_node_539,0
graph_08_mu_0_2_node_626,1
graph_08_mu_0_2_node_940,0
graph_08_mu_0_2_node_759,1
graph_08_mu_0_2_node_380,1
graph_08_mu_0_2_node_480,0
graph_08_mu_0_2_node_776,1
graph_08_mu_0_2_node_466,1
graph_08_mu_0_2_node_970,0
graph_08_mu_0_2_node_943,0
graph_08_mu_0_2_node_327,1
graph_08_mu_0_2_node_428,0
graph_08_mu_0_2_node_588,0
graph_08_mu_0_2_node_322,1
graph_08_mu_0_2_node_392,1
graph_08_mu_0_2_node_845,1
graph_08_mu_0_2_node_453,0
graph_08_mu_0_2_node_889,1
graph_08_mu_0_2_node_217,1
graph_08_mu_0_2_node_552,0
graph_08_mu_0_2_node_464,1
graph_08_mu_0_2_node_261,1
graph_08_mu_0_2_node_95,0
graph_08_mu_0_2_node_984,0
graph_08_mu_0_2_node_124,0
graph_08_mu_0_2_node_638,1
graph_08_mu_0_2_node_295,0
graph_08_mu_0_2_node_193,1
graph_08_mu_0_2_node_613,0
graph_08_mu_0_2_node_32,0
graph_08_mu_0_2_node_880,1
graph_08_mu_0_2_node_462,1
