,Stability
graph_035_mu_0_2_node_430,0
graph_035_mu_0_2_node_273,0
graph_035_mu_0_2_node_358,1
graph_035_mu_0_2_node_368,1
graph_035_mu_0_2_node_35,0
graph_035_mu_0_2_node_625,1
graph_035_mu_0_2_node_586,0
graph_035_mu_0_2_node_184,1
graph_035_mu_0_2_node_582,0
graph_035_mu_0_2_node_452,0
graph_035_mu_0_2_node_693,1
graph_035_mu_0_2_node_248,1
graph_035_mu_0_2_node_600,1
graph_035_mu_0_2_node_657,1
graph_035_mu_0_2_node_66,0
graph_035_mu_0_2_node_510,1
graph_035_mu_0_2_node_486,0
graph_035_mu_0_2_node_718,1
graph_035_mu_0_2_node_873,0
graph_035_mu_0_2_node_748,1
graph_035_mu_0_2_node_581,1
graph_035_mu_0_2_node_787,1
graph_035_mu_0_2_node_166,0
graph_035_mu_0_2_node_938,0
graph_035_mu_0_2_node_519,0
graph_035_mu_0_2_node_219,1
graph_035_mu_0_2_node_138,0
graph_035_mu_0_2_node_266,1
graph_035_mu_0_2_node_813,1
graph_035_mu_0_2_node_985,1
graph_035_mu_0_2_node_10,1
graph_035_mu_0_2_node_756,0
graph_035_mu_0_2_node_327,0
graph_035_mu_0_2_node_451,0
graph_035_mu_0_2_node_759,0
graph_035_mu_0_2_node_548,0
graph_035_mu_0_2_node_485,0
graph_035_mu_0_2_node_433,1
graph_035_mu_0_2_node_978,0
graph_035_mu_0_2_node_42,0
graph_035_mu_0_2_node_400,0
graph_035_mu_0_2_node_567,0
graph_035_mu_0_2_node_370,0
graph_035_mu_0_2_node_812,0
graph_035_mu_0_2_node_627,0
graph_035_mu_0_2_node_227,0
graph_035_mu_0_2_node_342,0
graph_035_mu_0_2_node_635,0
graph_035_mu_0_2_node_879,1
graph_035_mu_0_2_node_297,1
graph_035_mu_0_2_node_919,0
graph_035_mu_0_2_node_998,1
graph_035_mu_0_2_node_483,0
graph_035_mu_0_2_node_87,0
graph_035_mu_0_2_node_909,1
graph_035_mu_0_2_node_951,0
graph_035_mu_0_2_node_144,1
graph_035_mu_0_2_node_532,1
graph_035_mu_0_2_node_380,1
graph_035_mu_0_2_node_501,0
graph_035_mu_0_2_node_102,1
graph_035_mu_0_2_node_658,0
graph_035_mu_0_2_node_788,0
graph_035_mu_0_2_node_767,1
graph_035_mu_0_2_node_899,0
graph_035_mu_0_2_node_632,0
graph_035_mu_0_2_node_484,0
graph_035_mu_0_2_node_215,0
graph_035_mu_0_2_node_987,0
graph_035_mu_0_2_node_743,0
graph_035_mu_0_2_node_726,1
graph_035_mu_0_2_node_234,0
graph_035_mu_0_2_node_29,1
graph_035_mu_0_2_node_946,1
graph_035_mu_0_2_node_688,0
graph_035_mu_0_2_node_711,0
graph_035_mu_0_2_node_651,1
graph_035_mu_0_2_node_606,1
graph_035_mu_0_2_node_516,0
graph_035_mu_0_2_node_363,1
graph_035_mu_0_2_node_135,0
graph_035_mu_0_2_node_232,1
graph_035_mu_0_2_node_577,0
graph_035_mu_0_2_node_30,0
graph_035_mu_0_2_node_941,0
graph_035_mu_0_2_node_934,0
graph_035_mu_0_2_node_427,0
graph_035_mu_0_2_node_687,1
graph_035_mu_0_2_node_570,1
graph_035_mu_0_2_node_265,0
graph_035_mu_0_2_node_554,0
graph_035_mu_0_2_node_394,0
graph_035_mu_0_2_node_649,0
graph_035_mu_0_2_node_413,0
graph_035_mu_0_2_node_980,1
graph_035_mu_0_2_node_758,0
graph_035_mu_0_2_node_653,0
graph_035_mu_0_2_node_954,1
graph_035_mu_0_2_node_563,0
graph_035_mu_0_2_node_104,0
graph_035_mu_0_2_node_527,0
graph_035_mu_0_2_node_204,0
graph_035_mu_0_2_node_395,1
graph_035_mu_0_2_node_764,0
graph_035_mu_0_2_node_16,0
graph_035_mu_0_2_node_313,0
graph_035_mu_0_2_node_874,0
graph_035_mu_0_2_node_407,1
graph_035_mu_0_2_node_318,0
graph_035_mu_0_2_node_496,1
graph_035_mu_0_2_node_745,0
graph_035_mu_0_2_node_80,0
graph_035_mu_0_2_node_906,0
graph_035_mu_0_2_node_868,0
graph_035_mu_0_2_node_366,1
graph_035_mu_0_2_node_783,1
graph_035_mu_0_2_node_771,0
graph_035_mu_0_2_node_92,1
graph_035_mu_0_2_node_26,0
graph_035_mu_0_2_node_732,1
graph_035_mu_0_2_node_441,0
graph_035_mu_0_2_node_907,0
graph_035_mu_0_2_node_779,1
graph_035_mu_0_2_node_32,0
graph_035_mu_0_2_node_616,1
graph_035_mu_0_2_node_717,0
graph_035_mu_0_2_node_752,1
graph_035_mu_0_2_node_799,0
graph_035_mu_0_2_node_179,1
graph_035_mu_0_2_node_599,1
graph_035_mu_0_2_node_490,0
graph_035_mu_0_2_node_720,1
graph_035_mu_0_2_node_449,1
graph_035_mu_0_2_node_929,0
graph_035_mu_0_2_node_564,0
graph_035_mu_0_2_node_21,0
graph_035_mu_0_2_node_279,0
graph_035_mu_0_2_node_493,1
graph_035_mu_0_2_node_78,1
graph_035_mu_0_2_node_716,0
graph_035_mu_0_2_node_704,0
graph_035_mu_0_2_node_456,0
graph_035_mu_0_2_node_870,0
graph_035_mu_0_2_node_708,0
graph_035_mu_0_2_node_37,0
graph_035_mu_0_2_node_228,1
graph_035_mu_0_2_node_698,0
graph_035_mu_0_2_node_854,1
graph_035_mu_0_2_node_629,0
graph_035_mu_0_2_node_626,0
graph_035_mu_0_2_node_999,0
graph_035_mu_0_2_node_800,0
graph_035_mu_0_2_node_959,0
graph_035_mu_0_2_node_397,0
graph_035_mu_0_2_node_662,0
graph_035_mu_0_2_node_162,0
graph_035_mu_0_2_node_995,0
graph_035_mu_0_2_node_886,1
graph_035_mu_0_2_node_675,0
graph_035_mu_0_2_node_744,0
graph_035_mu_0_2_node_531,1
graph_035_mu_0_2_node_384,0
graph_035_mu_0_2_node_110,1
graph_035_mu_0_2_node_82,0
graph_035_mu_0_2_node_39,0
graph_035_mu_0_2_node_309,0
graph_035_mu_0_2_node_178,0
graph_035_mu_0_2_node_961,1
graph_035_mu_0_2_node_353,1
graph_035_mu_0_2_node_566,0
graph_035_mu_0_2_node_807,0
graph_035_mu_0_2_node_439,1
graph_035_mu_0_2_node_991,1
graph_035_mu_0_2_node_475,0
graph_035_mu_0_2_node_790,1
graph_035_mu_0_2_node_692,0
graph_035_mu_0_2_node_990,1
graph_035_mu_0_2_node_20,0
graph_035_mu_0_2_node_48,0
graph_035_mu_0_2_node_636,0
graph_035_mu_0_2_node_88,1
graph_035_mu_0_2_node_121,0
graph_035_mu_0_2_node_611,1
graph_035_mu_0_2_node_908,0
graph_035_mu_0_2_node_5,1
graph_035_mu_0_2_node_315,1
graph_035_mu_0_2_node_83,1
graph_035_mu_0_2_node_624,1
graph_035_mu_0_2_node_154,0
graph_035_mu_0_2_node_440,1
graph_035_mu_0_2_node_722,0
graph_035_mu_0_2_node_633,0
graph_035_mu_0_2_node_795,0
graph_035_mu_0_2_node_702,0
graph_035_mu_0_2_node_739,1
graph_035_mu_0_2_node_156,1
graph_035_mu_0_2_node_715,1
graph_035_mu_0_2_node_619,0
graph_035_mu_0_2_node_522,0
graph_035_mu_0_2_node_300,1
graph_035_mu_0_2_node_875,1
graph_035_mu_0_2_node_183,0
graph_035_mu_0_2_node_307,0
graph_035_mu_0_2_node_580,0
graph_035_mu_0_2_node_278,0
graph_035_mu_0_2_node_214,1
graph_035_mu_0_2_node_607,1
graph_035_mu_0_2_node_182,0
graph_035_mu_0_2_node_865,0
graph_035_mu_0_2_node_157,0
graph_035_mu_0_2_node_63,0
graph_035_mu_0_2_node_414,0
graph_035_mu_0_2_node_347,0
graph_035_mu_0_2_node_587,0
