,Stability
graph_030_mu_0_2_node_782,1
graph_030_mu_0_2_node_690,0
graph_030_mu_0_2_node_683,0
graph_030_mu_0_2_node_212,1
graph_030_mu_0_2_node_892,0
graph_030_mu_0_2_node_15,0
graph_030_mu_0_2_node_567,0
graph_030_mu_0_2_node_651,0
graph_030_mu_0_2_node_34,0
graph_030_mu_0_2_node_108,1
graph_030_mu_0_2_node_285,0
graph_030_mu_0_2_node_519,0
graph_030_mu_0_2_node_717,0
graph_030_mu_0_2_node_386,1
graph_030_mu_0_2_node_837,0
graph_030_mu_0_2_node_698,0
graph_030_mu_0_2_node_864,1
graph_030_mu_0_2_node_9,0
graph_030_mu_0_2_node_232,1
graph_030_mu_0_2_node_322,1
graph_030_mu_0_2_node_777,0
graph_030_mu_0_2_node_80,1
graph_030_mu_0_2_node_996,1
graph_030_mu_0_2_node_471,1
graph_030_mu_0_2_node_545,1
graph_030_mu_0_2_node_282,0
graph_030_mu_0_2_node_278,0
graph_030_mu_0_2_node_559,0
graph_030_mu_0_2_node_703,0
graph_030_mu_0_2_node_374,0
graph_030_mu_0_2_node_396,0
graph_030_mu_0_2_node_754,1
graph_030_mu_0_2_node_681,0
graph_030_mu_0_2_node_926,0
graph_030_mu_0_2_node_911,0
graph_030_mu_0_2_node_59,0
graph_030_mu_0_2_node_602,0
graph_030_mu_0_2_node_291,0
graph_030_mu_0_2_node_453,1
graph_030_mu_0_2_node_129,0
graph_030_mu_0_2_node_383,0
graph_030_mu_0_2_node_477,0
graph_030_mu_0_2_node_139,1
graph_030_mu_0_2_node_438,0
graph_030_mu_0_2_node_261,0
graph_030_mu_0_2_node_124,0
graph_030_mu_0_2_node_757,0
graph_030_mu_0_2_node_237,1
graph_030_mu_0_2_node_245,1
graph_030_mu_0_2_node_818,0
graph_030_mu_0_2_node_470,1
graph_030_mu_0_2_node_595,1
graph_030_mu_0_2_node_433,0
graph_030_mu_0_2_node_135,0
graph_030_mu_0_2_node_991,0
graph_030_mu_0_2_node_620,0
graph_030_mu_0_2_node_900,0
graph_030_mu_0_2_node_553,1
graph_030_mu_0_2_node_88,0
graph_030_mu_0_2_node_699,1
graph_030_mu_0_2_node_541,0
graph_030_mu_0_2_node_404,0
graph_030_mu_0_2_node_389,0
graph_030_mu_0_2_node_288,1
graph_030_mu_0_2_node_344,0
graph_030_mu_0_2_node_798,0
graph_030_mu_0_2_node_366,0
graph_030_mu_0_2_node_527,0
graph_030_mu_0_2_node_293,1
graph_030_mu_0_2_node_772,1
graph_030_mu_0_2_node_916,0
graph_030_mu_0_2_node_485,1
graph_030_mu_0_2_node_183,0
graph_030_mu_0_2_node_679,0
graph_030_mu_0_2_node_199,0
graph_030_mu_0_2_node_550,1
graph_030_mu_0_2_node_71,0
graph_030_mu_0_2_node_810,1
graph_030_mu_0_2_node_83,0
graph_030_mu_0_2_node_838,1
graph_030_mu_0_2_node_157,0
graph_030_mu_0_2_node_375,1
graph_030_mu_0_2_node_280,0
graph_030_mu_0_2_node_905,0
graph_030_mu_0_2_node_279,0
graph_030_mu_0_2_node_264,0
graph_030_mu_0_2_node_622,1
graph_030_mu_0_2_node_257,0
graph_030_mu_0_2_node_664,1
graph_030_mu_0_2_node_522,1
graph_030_mu_0_2_node_808,0
graph_030_mu_0_2_node_811,0
graph_030_mu_0_2_node_712,0
graph_030_mu_0_2_node_342,0
graph_030_mu_0_2_node_170,0
graph_030_mu_0_2_node_197,1
graph_030_mu_0_2_node_873,0
graph_030_mu_0_2_node_936,1
graph_030_mu_0_2_node_578,0
graph_030_mu_0_2_node_91,0
graph_030_mu_0_2_node_7,0
graph_030_mu_0_2_node_5,1
graph_030_mu_0_2_node_73,1
graph_030_mu_0_2_node_345,1
graph_030_mu_0_2_node_113,0
graph_030_mu_0_2_node_416,1
graph_030_mu_0_2_node_444,0
graph_030_mu_0_2_node_836,1
graph_030_mu_0_2_node_263,0
graph_030_mu_0_2_node_316,1
graph_030_mu_0_2_node_155,1
graph_030_mu_0_2_node_491,1
graph_030_mu_0_2_node_516,1
graph_030_mu_0_2_node_273,0
graph_030_mu_0_2_node_467,1
graph_030_mu_0_2_node_315,1
graph_030_mu_0_2_node_761,0
graph_030_mu_0_2_node_346,0
graph_030_mu_0_2_node_714,1
graph_030_mu_0_2_node_791,0
graph_030_mu_0_2_node_601,0
graph_030_mu_0_2_node_262,0
graph_030_mu_0_2_node_145,0
graph_030_mu_0_2_node_735,1
graph_030_mu_0_2_node_158,1
graph_030_mu_0_2_node_299,0
graph_030_mu_0_2_node_915,0
graph_030_mu_0_2_node_973,0
graph_030_mu_0_2_node_635,1
graph_030_mu_0_2_node_137,0
graph_030_mu_0_2_node_60,1
graph_030_mu_0_2_node_680,0
graph_030_mu_0_2_node_313,0
graph_030_mu_0_2_node_186,1
graph_030_mu_0_2_node_11,0
graph_030_mu_0_2_node_677,1
graph_030_mu_0_2_node_711,0
graph_030_mu_0_2_node_21,0
graph_030_mu_0_2_node_43,0
graph_030_mu_0_2_node_629,0
graph_030_mu_0_2_node_960,1
graph_030_mu_0_2_node_787,0
graph_030_mu_0_2_node_395,1
graph_030_mu_0_2_node_423,1
graph_030_mu_0_2_node_297,0
graph_030_mu_0_2_node_560,0
graph_030_mu_0_2_node_841,0
graph_030_mu_0_2_node_450,0
graph_030_mu_0_2_node_79,0
graph_030_mu_0_2_node_682,0
graph_030_mu_0_2_node_568,0
graph_030_mu_0_2_node_180,0
graph_030_mu_0_2_node_415,1
graph_030_mu_0_2_node_430,0
graph_030_mu_0_2_node_420,1
graph_030_mu_0_2_node_531,0
graph_030_mu_0_2_node_523,1
graph_030_mu_0_2_node_38,1
graph_030_mu_0_2_node_833,1
graph_030_mu_0_2_node_983,1
graph_030_mu_0_2_node_290,0
graph_030_mu_0_2_node_935,0
graph_030_mu_0_2_node_120,0
graph_030_mu_0_2_node_562,0
graph_030_mu_0_2_node_110,0
graph_030_mu_0_2_node_536,1
graph_030_mu_0_2_node_804,0
graph_030_mu_0_2_node_260,0
graph_030_mu_0_2_node_402,1
graph_030_mu_0_2_node_518,0
graph_030_mu_0_2_node_767,0
graph_030_mu_0_2_node_561,0
graph_030_mu_0_2_node_922,0
graph_030_mu_0_2_node_421,0
graph_030_mu_0_2_node_868,1
graph_030_mu_0_2_node_885,1
graph_030_mu_0_2_node_127,1
graph_030_mu_0_2_node_27,1
graph_030_mu_0_2_node_654,0
graph_030_mu_0_2_node_500,0
graph_030_mu_0_2_node_538,0
graph_030_mu_0_2_node_708,1
graph_030_mu_0_2_node_835,0
graph_030_mu_0_2_node_463,0
graph_030_mu_0_2_node_311,0
graph_030_mu_0_2_node_632,0
graph_030_mu_0_2_node_890,1
graph_030_mu_0_2_node_731,1
graph_030_mu_0_2_node_672,1
graph_030_mu_0_2_node_308,0
graph_030_mu_0_2_node_831,0
graph_030_mu_0_2_node_530,1
graph_030_mu_0_2_node_619,0
graph_030_mu_0_2_node_927,0
graph_030_mu_0_2_node_570,1
graph_030_mu_0_2_node_803,0
graph_030_mu_0_2_node_879,0
graph_030_mu_0_2_node_149,0
graph_030_mu_0_2_node_208,0
graph_030_mu_0_2_node_100,1
graph_030_mu_0_2_node_813,0
graph_030_mu_0_2_node_646,1
graph_030_mu_0_2_node_357,1
graph_030_mu_0_2_node_533,0
graph_030_mu_0_2_node_448,1
graph_030_mu_0_2_node_205,1
graph_030_mu_0_2_node_224,1
graph_030_mu_0_2_node_643,1
graph_030_mu_0_2_node_667,0
graph_030_mu_0_2_node_587,1
graph_030_mu_0_2_node_428,0
graph_030_mu_0_2_node_713,1
graph_030_mu_0_2_node_64,1
graph_030_mu_0_2_node_894,1
graph_030_mu_0_2_node_203,1
graph_030_mu_0_2_node_824,1
graph_030_mu_0_2_node_495,1
graph_030_mu_0_2_node_259,0
graph_030_mu_0_2_node_431,1
graph_030_mu_0_2_node_790,0
