,Entropy
graph_032_mu_0_4_node_0,0.038603585
graph_032_mu_0_4_node_1,0.038603585
graph_032_mu_0_4_node_2,0.04869892
graph_032_mu_0_4_node_3,0.028073484
graph_032_mu_0_4_node_4,0.041115068
graph_032_mu_0_4_node_5,0.035291925
graph_032_mu_0_4_node_6,0.025010979
graph_032_mu_0_4_node_7,0.028827926
graph_032_mu_0_4_node_8,0.05661985
graph_032_mu_0_4_node_9,0.028073484
graph_032_mu_0_4_node_10,0.027076459
graph_032_mu_0_4_node_11,0.041115068
graph_032_mu_0_4_node_12,0.07246298
graph_032_mu_0_4_node_13,0.049182855
graph_032_mu_0_4_node_14,0.041115068
graph_032_mu_0_4_node_15,0.07262128
graph_032_mu_0_4_node_16,0.038603585
graph_032_mu_0_4_node_17,0.025010979
graph_032_mu_0_4_node_18,0.035154793
graph_032_mu_0_4_node_19,0.07034442
graph_032_mu_0_4_node_20,0.037649475
graph_032_mu_0_4_node_21,0.027137455
graph_032_mu_0_4_node_22,0.06459676
graph_032_mu_0_4_node_23,0.0457464
graph_032_mu_0_4_node_24,0.0632908
graph_032_mu_0_4_node_25,0.06459676
graph_032_mu_0_4_node_26,0.02997414
graph_032_mu_0_4_node_27,0.059595093
graph_032_mu_0_4_node_28,0.04869892
graph_032_mu_0_4_node_29,0.026716527
graph_032_mu_0_4_node_30,0.07266504
graph_032_mu_0_4_node_31,0.070126526
graph_032_mu_0_4_node_32,0.026716527
graph_032_mu_0_4_node_33,0.034631606
graph_032_mu_0_4_node_34,0.02997414
graph_032_mu_0_4_node_35,0.027076459
graph_032_mu_0_4_node_36,0.04096315
graph_032_mu_0_4_node_37,0.07029262
graph_032_mu_0_4_node_38,0.06241352
graph_032_mu_0_4_node_39,0.069762036
graph_032_mu_0_4_node_40,0.07686017
graph_032_mu_0_4_node_41,0.06547386
graph_032_mu_0_4_node_42,0.045784574
graph_032_mu_0_4_node_43,0.02997414
graph_032_mu_0_4_node_44,0.0974448
graph_032_mu_0_4_node_45,0.049182855
graph_032_mu_0_4_node_46,0.09290038
graph_032_mu_0_4_node_47,0.04904119
graph_032_mu_0_4_node_48,0.04869892
graph_032_mu_0_4_node_49,0.05000988
graph_032_mu_0_4_node_50,0.045784574
graph_032_mu_0_4_node_51,0.045784574
graph_032_mu_0_4_node_52,0.028827926
graph_032_mu_0_4_node_53,0.026716527
graph_032_mu_0_4_node_54,0.034631606
graph_032_mu_0_4_node_55,0.026836598
graph_032_mu_0_4_node_56,0.050594367
graph_032_mu_0_4_node_57,0.035154793
graph_032_mu_0_4_node_58,0.04563973
graph_032_mu_0_4_node_59,0.06785946
graph_032_mu_0_4_node_60,0.05661985
graph_032_mu_0_4_node_61,0.04563973
graph_032_mu_0_4_node_62,0.07595856
graph_032_mu_0_4_node_63,0.07115361
graph_032_mu_0_4_node_64,0.07448679
graph_032_mu_0_4_node_65,0.11585553
graph_032_mu_0_4_node_66,0.0457464
graph_032_mu_0_4_node_67,0.03518647
graph_032_mu_0_4_node_68,0.025010979
graph_032_mu_0_4_node_69,0.0457464
graph_032_mu_0_4_node_70,0.060219247
graph_032_mu_0_4_node_71,0.05101824
graph_032_mu_0_4_node_72,0.041115068
graph_032_mu_0_4_node_73,0.033233806
graph_032_mu_0_4_node_74,0.037649475
graph_032_mu_0_4_node_75,0.04096315
graph_032_mu_0_4_node_76,0.035291925
graph_032_mu_0_4_node_77,0.033233806
graph_032_mu_0_4_node_78,0.04096315
graph_032_mu_0_4_node_79,0.11735661
graph_032_mu_0_4_node_80,0.05661985
graph_032_mu_0_4_node_81,0.11859032
graph_032_mu_0_4_node_82,0.04869892
graph_032_mu_0_4_node_83,0.0632908
graph_032_mu_0_4_node_84,0.017931895
graph_032_mu_0_4_node_85,0.027076459
graph_032_mu_0_4_node_86,0.05101824
graph_032_mu_0_4_node_87,0.113046944
graph_032_mu_0_4_node_88,0.027552925
graph_032_mu_0_4_node_89,0.041115068
graph_032_mu_0_4_node_90,0.04563973
graph_032_mu_0_4_node_91,0.035154793
graph_032_mu_0_4_node_92,0.046628606
graph_032_mu_0_4_node_93,0.04563973
graph_032_mu_0_4_node_94,0.038603585
graph_032_mu_0_4_node_95,0.0457464
graph_032_mu_0_4_node_96,0.03518647
graph_032_mu_0_4_node_97,0.041115068
graph_032_mu_0_4_node_98,0.0632908
graph_032_mu_0_4_node_99,0.02997414
graph_032_mu_0_4_node_100,0.034631606
graph_032_mu_0_4_node_101,0.04904119
graph_032_mu_0_4_node_102,0.05101824
graph_032_mu_0_4_node_103,0.045906737
graph_032_mu_0_4_node_104,0.110825606
graph_032_mu_0_4_node_105,0.065910876
graph_032_mu_0_4_node_106,0.03518647
graph_032_mu_0_4_node_107,0.046628606
graph_032_mu_0_4_node_108,0.026836598
graph_032_mu_0_4_node_109,0.049182855
graph_032_mu_0_4_node_110,0.064841904
graph_032_mu_0_4_node_111,0.04096315
graph_032_mu_0_4_node_112,0.041115068
graph_032_mu_0_4_node_113,0.035154793
graph_032_mu_0_4_node_114,0.046804763
graph_032_mu_0_4_node_115,0.049270716
graph_032_mu_0_4_node_116,0.03518647
graph_032_mu_0_4_node_117,0.034631606
graph_032_mu_0_4_node_118,0.0632908
graph_032_mu_0_4_node_119,0.02997414
graph_032_mu_0_4_node_120,0.0632908
graph_032_mu_0_4_node_121,0.041205816
graph_032_mu_0_4_node_122,0.045784574
graph_032_mu_0_4_node_123,0.038603585
graph_032_mu_0_4_node_124,0.027137455
graph_032_mu_0_4_node_125,0.028390644
graph_032_mu_0_4_node_126,0.07119174
graph_032_mu_0_4_node_127,0.035291925
graph_032_mu_0_4_node_128,0.04096315
graph_032_mu_0_4_node_129,0.028827926
graph_032_mu_0_4_node_130,0.04563973
graph_032_mu_0_4_node_131,0.026999783
graph_032_mu_0_4_node_132,0.026999783
graph_032_mu_0_4_node_133,0.04869892
graph_032_mu_0_4_node_134,0.04904119
graph_032_mu_0_4_node_135,0.046804763
graph_032_mu_0_4_node_136,0.027076459
graph_032_mu_0_4_node_137,0.035228003
graph_032_mu_0_4_node_138,0.033233806
graph_032_mu_0_4_node_139,0.026716527
graph_032_mu_0_4_node_140,0.035154793
graph_032_mu_0_4_node_141,0.10787373
graph_032_mu_0_4_node_142,0.06941269
graph_032_mu_0_4_node_143,0.028390644
graph_032_mu_0_4_node_144,0.07311713
graph_032_mu_0_4_node_145,0.0710514
graph_032_mu_0_4_node_146,0.038603585
graph_032_mu_0_4_node_147,0.07306055
graph_032_mu_0_4_node_148,0.033233806
graph_032_mu_0_4_node_149,0.06478886
graph_032_mu_0_4_node_150,0.033233806
graph_032_mu_0_4_node_151,0.0710514
graph_032_mu_0_4_node_152,0.035291925
graph_032_mu_0_4_node_153,0.02997414
graph_032_mu_0_4_node_154,0.07266504
graph_032_mu_0_4_node_155,0.06459676
graph_032_mu_0_4_node_156,0.045784574
graph_032_mu_0_4_node_157,0.02997414
graph_032_mu_0_4_node_158,0.056976438
graph_032_mu_0_4_node_159,0.037649475
graph_032_mu_0_4_node_160,0.037649475
graph_032_mu_0_4_node_161,0.027137455
graph_032_mu_0_4_node_162,0.035291925
graph_032_mu_0_4_node_163,0.045784574
graph_032_mu_0_4_node_164,0.027076459
graph_032_mu_0_4_node_165,0.03518647
graph_032_mu_0_4_node_166,0.034631606
graph_032_mu_0_4_node_167,0.043516483
graph_032_mu_0_4_node_168,0.07595856
graph_032_mu_0_4_node_169,0.04563973
graph_032_mu_0_4_node_170,0.038328614
graph_032_mu_0_4_node_171,0.026999783
graph_032_mu_0_4_node_172,0.04869892
graph_032_mu_0_4_node_173,0.05661985
graph_032_mu_0_4_node_174,0.017931895
graph_032_mu_0_4_node_175,0.04869892
graph_032_mu_0_4_node_176,0.04096315
graph_032_mu_0_4_node_177,0.027137455
graph_032_mu_0_4_node_178,0.05661985
graph_032_mu_0_4_node_179,0.045784574
graph_032_mu_0_4_node_180,0.072821416
graph_032_mu_0_4_node_181,0.06241352
graph_032_mu_0_4_node_182,0.049270716
graph_032_mu_0_4_node_183,0.045784574
