,Entropy
graph_019_mu_0_4_node_0,0.018079724
graph_019_mu_0_4_node_1,0.049482588
graph_019_mu_0_4_node_2,0.0538953
graph_019_mu_0_4_node_3,0.12219538
graph_019_mu_0_4_node_4,0.03748002
graph_019_mu_0_4_node_5,0.041285016
graph_019_mu_0_4_node_6,0.06267206
graph_019_mu_0_4_node_7,0.059688307
graph_019_mu_0_4_node_8,0.08529803
graph_019_mu_0_4_node_9,0.017502839
graph_019_mu_0_4_node_10,0.1524685
graph_019_mu_0_4_node_11,0.03748002
graph_019_mu_0_4_node_12,0.041270006
graph_019_mu_0_4_node_13,0.11977757
graph_019_mu_0_4_node_14,0.048935074
graph_019_mu_0_4_node_15,0.030008208
graph_019_mu_0_4_node_16,0.03224459
graph_019_mu_0_4_node_17,0.030008208
graph_019_mu_0_4_node_18,0.06060629
graph_019_mu_0_4_node_19,0.017502839
graph_019_mu_0_4_node_20,0.06267684
graph_019_mu_0_4_node_21,0.044267822
graph_019_mu_0_4_node_22,0.063110076
graph_019_mu_0_4_node_23,0.08340062
graph_019_mu_0_4_node_24,0.057883147
graph_019_mu_0_4_node_25,0.021938667
graph_019_mu_0_4_node_26,0.043322586
graph_019_mu_0_4_node_27,0.06267684
graph_019_mu_0_4_node_28,0.026072266
graph_019_mu_0_4_node_29,0.06649741
graph_019_mu_0_4_node_30,0.06818209
graph_019_mu_0_4_node_31,0.063196726
graph_019_mu_0_4_node_32,0.03748002
graph_019_mu_0_4_node_33,0.026072266
graph_019_mu_0_4_node_34,0.049168624
graph_019_mu_0_4_node_35,0.03748002
graph_019_mu_0_4_node_36,0.018079724
graph_019_mu_0_4_node_37,0.055311047
graph_019_mu_0_4_node_38,0.030717053
graph_019_mu_0_4_node_39,0.018079724
graph_019_mu_0_4_node_40,0.037435167
graph_019_mu_0_4_node_41,0.06649741
graph_019_mu_0_4_node_42,0.017502839
graph_019_mu_0_4_node_43,0.03748002
graph_019_mu_0_4_node_44,0.051479533
graph_019_mu_0_4_node_45,0.06267943
graph_019_mu_0_4_node_46,0.08529803
graph_019_mu_0_4_node_47,0.028841693
graph_019_mu_0_4_node_48,0.05817637
graph_019_mu_0_4_node_49,0.025622321
graph_019_mu_0_4_node_50,0.06422419
graph_019_mu_0_4_node_51,0.032529075
graph_019_mu_0_4_node_52,0.0826218
graph_019_mu_0_4_node_53,0.030008208
graph_019_mu_0_4_node_54,0.040250704
graph_019_mu_0_4_node_55,0.06422419
graph_019_mu_0_4_node_56,0.025622321
graph_019_mu_0_4_node_57,0.042044245
graph_019_mu_0_4_node_58,0.020016324
graph_019_mu_0_4_node_59,0.018079724
graph_019_mu_0_4_node_60,0.031663276
graph_019_mu_0_4_node_61,0.042044245
graph_019_mu_0_4_node_62,0.03748002
graph_019_mu_0_4_node_63,0.021938667
graph_019_mu_0_4_node_64,0.06649741
graph_019_mu_0_4_node_65,0.018079724
graph_019_mu_0_4_node_66,0.06649741
graph_019_mu_0_4_node_67,0.025622321
graph_019_mu_0_4_node_68,0.049467094
graph_019_mu_0_4_node_69,0.0590376
graph_019_mu_0_4_node_70,0.032529075
graph_019_mu_0_4_node_71,0.03224459
graph_019_mu_0_4_node_72,0.038939536
graph_019_mu_0_4_node_73,0.051479533
graph_019_mu_0_4_node_74,0.07362393
graph_019_mu_0_4_node_75,0.021938667
graph_019_mu_0_4_node_76,0.042044245
graph_019_mu_0_4_node_77,0.020056544
graph_019_mu_0_4_node_78,0.026409106
graph_019_mu_0_4_node_79,0.044267822
graph_019_mu_0_4_node_80,0.028841693
graph_019_mu_0_4_node_81,0.033879258
graph_019_mu_0_4_node_82,0.017502839
graph_019_mu_0_4_node_83,0.028841693
graph_019_mu_0_4_node_84,0.06086129
graph_019_mu_0_4_node_85,0.05185512
graph_019_mu_0_4_node_86,0.05945869
graph_019_mu_0_4_node_87,0.04262658
graph_019_mu_0_4_node_88,0.06783909
graph_019_mu_0_4_node_89,0.038939536
graph_019_mu_0_4_node_90,0.119258985
graph_019_mu_0_4_node_91,0.059688307
graph_019_mu_0_4_node_92,0.11968706
graph_019_mu_0_4_node_93,0.0538953
graph_019_mu_0_4_node_94,0.037435167
graph_019_mu_0_4_node_95,0.025622321
graph_019_mu_0_4_node_96,0.026072266
graph_019_mu_0_4_node_97,0.041270006
graph_019_mu_0_4_node_98,0.033879258
graph_019_mu_0_4_node_99,0.026409106
graph_019_mu_0_4_node_100,0.044267822
graph_019_mu_0_4_node_101,0.05945869
graph_019_mu_0_4_node_102,0.020056544
graph_019_mu_0_4_node_103,0.06649741
graph_019_mu_0_4_node_104,0.033879258
graph_019_mu_0_4_node_105,0.055311047
graph_019_mu_0_4_node_106,0.04330419
graph_019_mu_0_4_node_107,0.075489804
graph_019_mu_0_4_node_108,0.04330419
graph_019_mu_0_4_node_109,0.026603509
graph_019_mu_0_4_node_110,0.021938667
graph_019_mu_0_4_node_111,0.055311047
graph_019_mu_0_4_node_112,0.031663276
graph_019_mu_0_4_node_113,0.041270006
graph_019_mu_0_4_node_114,0.0538953
graph_019_mu_0_4_node_115,0.03748002
graph_019_mu_0_4_node_116,0.060299646
graph_019_mu_0_4_node_117,0.05817637
graph_019_mu_0_4_node_118,0.033879258
graph_019_mu_0_4_node_119,0.060299646
graph_019_mu_0_4_node_120,0.05814055
graph_019_mu_0_4_node_121,0.06649741
graph_019_mu_0_4_node_122,0.032263532
