,Entropy
graph_052_mu_0_4_node_0,0.032741398
graph_052_mu_0_4_node_1,0.12026755
graph_052_mu_0_4_node_2,0.026688077
graph_052_mu_0_4_node_3,0.020631893
graph_052_mu_0_4_node_4,0.04341783
graph_052_mu_0_4_node_5,0.029789075
graph_052_mu_0_4_node_6,0.040023863
graph_052_mu_0_4_node_7,0.048468787
graph_052_mu_0_4_node_8,0.068221316
graph_052_mu_0_4_node_9,0.029789075
graph_052_mu_0_4_node_10,0.028306484
graph_052_mu_0_4_node_11,0.020091206
graph_052_mu_0_4_node_12,0.022391545
graph_052_mu_0_4_node_13,0.052122347
graph_052_mu_0_4_node_14,0.025837092
graph_052_mu_0_4_node_15,0.03194762
graph_052_mu_0_4_node_16,0.029858688
graph_052_mu_0_4_node_17,0.03194762
graph_052_mu_0_4_node_18,0.044739116
graph_052_mu_0_4_node_19,0.020187985
graph_052_mu_0_4_node_20,0.027459335
graph_052_mu_0_4_node_21,0.023365987
graph_052_mu_0_4_node_22,0.051672027
graph_052_mu_0_4_node_23,0.03326776
graph_052_mu_0_4_node_24,0.020187985
graph_052_mu_0_4_node_25,0.037975732
graph_052_mu_0_4_node_26,0.020631893
graph_052_mu_0_4_node_27,0.026435832
graph_052_mu_0_4_node_28,0.029858688
graph_052_mu_0_4_node_29,0.028306484
graph_052_mu_0_4_node_30,0.037975732
graph_052_mu_0_4_node_31,0.044739116
graph_052_mu_0_4_node_32,0.068221316
graph_052_mu_0_4_node_33,0.051306777
graph_052_mu_0_4_node_34,0.030124191
graph_052_mu_0_4_node_35,0.029858688
graph_052_mu_0_4_node_36,0.060054477
graph_052_mu_0_4_node_37,0.023365987
graph_052_mu_0_4_node_38,0.068221316
graph_052_mu_0_4_node_39,0.03194762
graph_052_mu_0_4_node_40,0.025837092
graph_052_mu_0_4_node_41,0.020631893
graph_052_mu_0_4_node_42,0.037975732
graph_052_mu_0_4_node_43,0.026053527
graph_052_mu_0_4_node_44,0.03194762
graph_052_mu_0_4_node_45,0.06127091
graph_052_mu_0_4_node_46,0.027459335
graph_052_mu_0_4_node_47,0.029858688
graph_052_mu_0_4_node_48,0.068221316
graph_052_mu_0_4_node_49,0.026053527
graph_052_mu_0_4_node_50,0.07468698
graph_052_mu_0_4_node_51,0.020631893
graph_052_mu_0_4_node_52,0.020631893
graph_052_mu_0_4_node_53,0.020631893
graph_052_mu_0_4_node_54,0.039404973
graph_052_mu_0_4_node_55,0.03245591
graph_052_mu_0_4_node_56,0.06919903
graph_052_mu_0_4_node_57,0.048559472
graph_052_mu_0_4_node_58,0.029789075
graph_052_mu_0_4_node_59,0.032741398
graph_052_mu_0_4_node_60,0.068221316
graph_052_mu_0_4_node_61,0.020091206
graph_052_mu_0_4_node_62,0.03846632
graph_052_mu_0_4_node_63,0.05909986
graph_052_mu_0_4_node_64,0.03846632
graph_052_mu_0_4_node_65,0.051306777
graph_052_mu_0_4_node_66,0.045480132
graph_052_mu_0_4_node_67,0.032741398
graph_052_mu_0_4_node_68,0.03861728
graph_052_mu_0_4_node_69,0.051672027
graph_052_mu_0_4_node_70,0.048989646
graph_052_mu_0_4_node_71,0.12189728
graph_052_mu_0_4_node_72,0.034909967
graph_052_mu_0_4_node_73,0.048468787
graph_052_mu_0_4_node_74,0.022391545
graph_052_mu_0_4_node_75,0.034909967
graph_052_mu_0_4_node_76,0.030124191
graph_052_mu_0_4_node_77,0.026053527
graph_052_mu_0_4_node_78,0.032741398
graph_052_mu_0_4_node_79,0.032741398
graph_052_mu_0_4_node_80,0.022391545
graph_052_mu_0_4_node_81,0.03194762
graph_052_mu_0_4_node_82,0.068221316
graph_052_mu_0_4_node_83,0.056951813
graph_052_mu_0_4_node_84,0.022391545
graph_052_mu_0_4_node_85,0.023365987
graph_052_mu_0_4_node_86,0.1217846
graph_052_mu_0_4_node_87,0.048468787
graph_052_mu_0_4_node_88,0.026688077
graph_052_mu_0_4_node_89,0.034909967
graph_052_mu_0_4_node_90,0.060054477
