,Entropy
graph_03_mu_0_4_node_0,0.12014502
graph_03_mu_0_4_node_1,0.031318754
graph_03_mu_0_4_node_2,0.03043796
graph_03_mu_0_4_node_3,0.03830649
graph_03_mu_0_4_node_4,0.045288768
graph_03_mu_0_4_node_5,0.05066488
graph_03_mu_0_4_node_6,0.11049556
graph_03_mu_0_4_node_7,0.0762257
graph_03_mu_0_4_node_8,0.053351853
graph_03_mu_0_4_node_9,0.0564239
graph_03_mu_0_4_node_10,0.03830649
graph_03_mu_0_4_node_11,0.027296077
graph_03_mu_0_4_node_12,0.03132697
graph_03_mu_0_4_node_13,0.027296077
graph_03_mu_0_4_node_14,0.046706807
graph_03_mu_0_4_node_15,0.045288768
graph_03_mu_0_4_node_16,0.042402137
graph_03_mu_0_4_node_17,0.027296077
graph_03_mu_0_4_node_18,0.027296077
graph_03_mu_0_4_node_19,0.042402137
graph_03_mu_0_4_node_20,0.1146522
graph_03_mu_0_4_node_21,0.042395666
graph_03_mu_0_4_node_22,0.06540715
graph_03_mu_0_4_node_23,0.046706807
graph_03_mu_0_4_node_24,0.042402137
graph_03_mu_0_4_node_25,0.042686496
graph_03_mu_0_4_node_26,0.022993892
graph_03_mu_0_4_node_27,0.042402137
graph_03_mu_0_4_node_28,0.078643836
graph_03_mu_0_4_node_29,0.022165667
graph_03_mu_0_4_node_30,0.030623632
graph_03_mu_0_4_node_31,0.031318754
graph_03_mu_0_4_node_32,0.049035635
graph_03_mu_0_4_node_33,0.029359395
graph_03_mu_0_4_node_34,0.046706807
graph_03_mu_0_4_node_35,0.07602513
graph_03_mu_0_4_node_36,0.13291919
graph_03_mu_0_4_node_37,0.027296077
graph_03_mu_0_4_node_38,0.046706807
graph_03_mu_0_4_node_39,0.0564239
graph_03_mu_0_4_node_40,0.06478183
graph_03_mu_0_4_node_41,0.052665915
graph_03_mu_0_4_node_42,0.06264446
graph_03_mu_0_4_node_43,0.029359395
graph_03_mu_0_4_node_44,0.025527338
graph_03_mu_0_4_node_45,0.022993892
graph_03_mu_0_4_node_46,0.030632943
graph_03_mu_0_4_node_47,0.046706807
graph_03_mu_0_4_node_48,0.029359395
graph_03_mu_0_4_node_49,0.0564239
graph_03_mu_0_4_node_50,0.04293837
graph_03_mu_0_4_node_51,0.029359395
graph_03_mu_0_4_node_52,0.0564239
graph_03_mu_0_4_node_53,0.053351853
graph_03_mu_0_4_node_54,0.059535574
graph_03_mu_0_4_node_55,0.030201057
graph_03_mu_0_4_node_56,0.052032296
graph_03_mu_0_4_node_57,0.06288375
graph_03_mu_0_4_node_58,0.029359395
graph_03_mu_0_4_node_59,0.04190953
graph_03_mu_0_4_node_60,0.025527338
graph_03_mu_0_4_node_61,0.026816215
graph_03_mu_0_4_node_62,0.07585412
graph_03_mu_0_4_node_63,0.030632943
graph_03_mu_0_4_node_64,0.058533136
graph_03_mu_0_4_node_65,0.03043796
graph_03_mu_0_4_node_66,0.038116213
graph_03_mu_0_4_node_67,0.030632943
graph_03_mu_0_4_node_68,0.030623632
graph_03_mu_0_4_node_69,0.027296077
graph_03_mu_0_4_node_70,0.03043796
graph_03_mu_0_4_node_71,0.030632943
graph_03_mu_0_4_node_72,0.05202841
graph_03_mu_0_4_node_73,0.023364456
graph_03_mu_0_4_node_74,0.053351853
graph_03_mu_0_4_node_75,0.052032296
graph_03_mu_0_4_node_76,0.048588727
graph_03_mu_0_4_node_77,0.114076175
graph_03_mu_0_4_node_78,0.07909935
graph_03_mu_0_4_node_79,0.03830649
graph_03_mu_0_4_node_80,0.03830649
graph_03_mu_0_4_node_81,0.07648188
graph_03_mu_0_4_node_82,0.06576773
graph_03_mu_0_4_node_83,0.034356575
graph_03_mu_0_4_node_84,0.037833937
graph_03_mu_0_4_node_85,0.027296077
graph_03_mu_0_4_node_86,0.022165667
graph_03_mu_0_4_node_87,0.046706807
graph_03_mu_0_4_node_88,0.08891307
graph_03_mu_0_4_node_89,0.022993892
graph_03_mu_0_4_node_90,0.022993892
graph_03_mu_0_4_node_91,0.053351853
graph_03_mu_0_4_node_92,0.053351853
