,Entropy
graph_0112_mu_0_4_node_0,0.07784025
graph_0112_mu_0_4_node_1,0.06954848
graph_0112_mu_0_4_node_2,0.06945381
graph_0112_mu_0_4_node_3,0.052799076
graph_0112_mu_0_4_node_4,0.03661489
graph_0112_mu_0_4_node_5,0.052799076
graph_0112_mu_0_4_node_6,0.037213165
graph_0112_mu_0_4_node_7,0.06828569
graph_0112_mu_0_4_node_8,0.07041682
graph_0112_mu_0_4_node_9,0.028012443
graph_0112_mu_0_4_node_10,0.076445416
graph_0112_mu_0_4_node_11,0.027206395
graph_0112_mu_0_4_node_12,0.054246176
graph_0112_mu_0_4_node_13,0.03661489
graph_0112_mu_0_4_node_14,0.054303523
graph_0112_mu_0_4_node_15,0.054246176
graph_0112_mu_0_4_node_16,0.031401698
graph_0112_mu_0_4_node_17,0.036384106
graph_0112_mu_0_4_node_18,0.027206395
graph_0112_mu_0_4_node_19,0.0806427
graph_0112_mu_0_4_node_20,0.0555446
graph_0112_mu_0_4_node_21,0.07489656
graph_0112_mu_0_4_node_22,0.018382473
graph_0112_mu_0_4_node_23,0.036384106
graph_0112_mu_0_4_node_24,0.023807582
graph_0112_mu_0_4_node_25,0.036384106
graph_0112_mu_0_4_node_26,0.037213165
graph_0112_mu_0_4_node_27,0.047253553
graph_0112_mu_0_4_node_28,0.08286019
graph_0112_mu_0_4_node_29,0.030581724
graph_0112_mu_0_4_node_30,0.052799076
graph_0112_mu_0_4_node_31,0.030581724
graph_0112_mu_0_4_node_32,0.031401698
graph_0112_mu_0_4_node_33,0.06945381
graph_0112_mu_0_4_node_34,0.06881254
graph_0112_mu_0_4_node_35,0.036384106
graph_0112_mu_0_4_node_36,0.0634098
graph_0112_mu_0_4_node_37,0.03661489
graph_0112_mu_0_4_node_38,0.12667868
graph_0112_mu_0_4_node_39,0.050767258
graph_0112_mu_0_4_node_40,0.060875777
graph_0112_mu_0_4_node_41,0.052799076
graph_0112_mu_0_4_node_42,0.030765373
graph_0112_mu_0_4_node_43,0.036384106
graph_0112_mu_0_4_node_44,0.12616791
graph_0112_mu_0_4_node_45,0.08373857
graph_0112_mu_0_4_node_46,0.06828569
graph_0112_mu_0_4_node_47,0.018382473
graph_0112_mu_0_4_node_48,0.031401698
graph_0112_mu_0_4_node_49,0.04920965
graph_0112_mu_0_4_node_50,0.048119117
graph_0112_mu_0_4_node_51,0.025474899
graph_0112_mu_0_4_node_52,0.116785735
graph_0112_mu_0_4_node_53,0.06885582
graph_0112_mu_0_4_node_54,0.0795123
graph_0112_mu_0_4_node_55,0.031401698
graph_0112_mu_0_4_node_56,0.060875777
graph_0112_mu_0_4_node_57,0.057005983
graph_0112_mu_0_4_node_58,0.025474899
graph_0112_mu_0_4_node_59,0.027206395
graph_0112_mu_0_4_node_60,0.105334446
graph_0112_mu_0_4_node_61,0.022837032
graph_0112_mu_0_4_node_62,0.06146383
graph_0112_mu_0_4_node_63,0.06945381
graph_0112_mu_0_4_node_64,0.027206395
graph_0112_mu_0_4_node_65,0.06146383
graph_0112_mu_0_4_node_66,0.027206395
graph_0112_mu_0_4_node_67,0.07006486
graph_0112_mu_0_4_node_68,0.076719694
graph_0112_mu_0_4_node_69,0.025474899
graph_0112_mu_0_4_node_70,0.054246176
graph_0112_mu_0_4_node_71,0.06868183
graph_0112_mu_0_4_node_72,0.120172694
