,Entropy
graph_060_mu_0_4_node_0,0.043401632
graph_060_mu_0_4_node_1,0.043271445
graph_060_mu_0_4_node_2,0.043512028
graph_060_mu_0_4_node_3,0.050144993
graph_060_mu_0_4_node_4,0.043762803
graph_060_mu_0_4_node_5,0.041102238
graph_060_mu_0_4_node_6,0.039499577
graph_060_mu_0_4_node_7,0.03201304
graph_060_mu_0_4_node_8,0.048449583
graph_060_mu_0_4_node_9,0.03564984
graph_060_mu_0_4_node_10,0.008861818
graph_060_mu_0_4_node_11,0.033308264
graph_060_mu_0_4_node_12,0.02891859
graph_060_mu_0_4_node_13,0.05999619
graph_060_mu_0_4_node_14,0.043401632
graph_060_mu_0_4_node_15,0.017655801
graph_060_mu_0_4_node_16,0.056794316
graph_060_mu_0_4_node_17,0.036901206
graph_060_mu_0_4_node_18,0.030281544
graph_060_mu_0_4_node_19,0.063199095
graph_060_mu_0_4_node_20,0.017753132
graph_060_mu_0_4_node_21,0.050144993
graph_060_mu_0_4_node_22,0.017753132
graph_060_mu_0_4_node_23,0.028711013
graph_060_mu_0_4_node_24,0.054174263
graph_060_mu_0_4_node_25,0.037661463
graph_060_mu_0_4_node_26,0.023807777
graph_060_mu_0_4_node_27,0.03564984
graph_060_mu_0_4_node_28,0.04397202
graph_060_mu_0_4_node_29,0.037661463
graph_060_mu_0_4_node_30,0.04397202
graph_060_mu_0_4_node_31,0.044299882
graph_060_mu_0_4_node_32,0.033308264
graph_060_mu_0_4_node_33,0.059835274
graph_060_mu_0_4_node_34,0.044299882
graph_060_mu_0_4_node_35,0.08354037
graph_060_mu_0_4_node_36,0.04356932
graph_060_mu_0_4_node_37,0.033308264
graph_060_mu_0_4_node_38,0.034718253
graph_060_mu_0_4_node_39,0.030342607
graph_060_mu_0_4_node_40,0.0394749
graph_060_mu_0_4_node_41,0.02891859
graph_060_mu_0_4_node_42,0.034718253
graph_060_mu_0_4_node_43,0.028711013
graph_060_mu_0_4_node_44,0.04356932
graph_060_mu_0_4_node_45,0.04397202
graph_060_mu_0_4_node_46,0.041102238
graph_060_mu_0_4_node_47,0.04356932
graph_060_mu_0_4_node_48,0.03564984
graph_060_mu_0_4_node_49,0.025015224
graph_060_mu_0_4_node_50,0.028711013
graph_060_mu_0_4_node_51,0.025015224
graph_060_mu_0_4_node_52,0.033308264
graph_060_mu_0_4_node_53,0.025015224
graph_060_mu_0_4_node_54,0.02891859
graph_060_mu_0_4_node_55,0.028711013
graph_060_mu_0_4_node_56,0.03564984
graph_060_mu_0_4_node_57,0.048017822
graph_060_mu_0_4_node_58,0.037661463
graph_060_mu_0_4_node_59,0.038595803
graph_060_mu_0_4_node_60,0.04397202
graph_060_mu_0_4_node_61,0.057136096
graph_060_mu_0_4_node_62,0.036901206
graph_060_mu_0_4_node_63,0.049018502
graph_060_mu_0_4_node_64,0.048449583
graph_060_mu_0_4_node_65,0.04397202
graph_060_mu_0_4_node_66,0.037661463
graph_060_mu_0_4_node_67,0.0498365
graph_060_mu_0_4_node_68,0.03383915
