,Entropy
graph_074_mu_0_4_node_0,0.030426215
graph_074_mu_0_4_node_1,0.05711886
graph_074_mu_0_4_node_2,0.10778555
graph_074_mu_0_4_node_3,0.144504
graph_074_mu_0_4_node_4,0.05968008
graph_074_mu_0_4_node_5,0.037117794
graph_074_mu_0_4_node_6,0.108314395
graph_074_mu_0_4_node_7,0.02927712
graph_074_mu_0_4_node_8,0.048091087
graph_074_mu_0_4_node_9,0.048091087
graph_074_mu_0_4_node_10,0.029675655
graph_074_mu_0_4_node_11,0.07148201
graph_074_mu_0_4_node_12,0.041249763
graph_074_mu_0_4_node_13,0.07695924
graph_074_mu_0_4_node_14,0.05317255
graph_074_mu_0_4_node_15,0.09140558
graph_074_mu_0_4_node_16,0.03402014
graph_074_mu_0_4_node_17,0.02927712
graph_074_mu_0_4_node_18,0.033056155
graph_074_mu_0_4_node_19,0.12692195
graph_074_mu_0_4_node_20,0.12261507
graph_074_mu_0_4_node_21,0.048205696
graph_074_mu_0_4_node_22,0.07042432
graph_074_mu_0_4_node_23,0.051562108
graph_074_mu_0_4_node_24,0.045386445
graph_074_mu_0_4_node_25,0.06642497
graph_074_mu_0_4_node_26,0.05711886
graph_074_mu_0_4_node_27,0.05968008
graph_074_mu_0_4_node_28,0.045386445
graph_074_mu_0_4_node_29,0.031546433
graph_074_mu_0_4_node_30,0.0640746
graph_074_mu_0_4_node_31,0.04196518
graph_074_mu_0_4_node_32,0.030371912
graph_074_mu_0_4_node_33,0.032465447
graph_074_mu_0_4_node_34,0.07695924
graph_074_mu_0_4_node_35,0.048091087
graph_074_mu_0_4_node_36,0.051562108
graph_074_mu_0_4_node_37,0.04196518
graph_074_mu_0_4_node_38,0.051562108
graph_074_mu_0_4_node_39,0.05317255
graph_074_mu_0_4_node_40,0.04196518
graph_074_mu_0_4_node_41,0.04196518
graph_074_mu_0_4_node_42,0.045386445
graph_074_mu_0_4_node_43,0.07042432
graph_074_mu_0_4_node_44,0.09140558
graph_074_mu_0_4_node_45,0.122300185
graph_074_mu_0_4_node_46,0.02927712
graph_074_mu_0_4_node_47,0.042306922
graph_074_mu_0_4_node_48,0.12993765
graph_074_mu_0_4_node_49,0.042306922
graph_074_mu_0_4_node_50,0.048091087
graph_074_mu_0_4_node_51,0.044847626
graph_074_mu_0_4_node_52,0.048091087
graph_074_mu_0_4_node_53,0.15288681
graph_074_mu_0_4_node_54,0.029845223
graph_074_mu_0_4_node_55,0.029845223
graph_074_mu_0_4_node_56,0.039171353
graph_074_mu_0_4_node_57,0.02927712
graph_074_mu_0_4_node_58,0.02549648
graph_074_mu_0_4_node_59,0.10643179
graph_074_mu_0_4_node_60,0.051562108
graph_074_mu_0_4_node_61,0.02549648
graph_074_mu_0_4_node_62,0.032465447
graph_074_mu_0_4_node_63,0.045386445
graph_074_mu_0_4_node_64,0.046249427
graph_074_mu_0_4_node_65,0.12916313
graph_074_mu_0_4_node_66,0.029675655
graph_074_mu_0_4_node_67,0.13793164
graph_074_mu_0_4_node_68,0.02927712
graph_074_mu_0_4_node_69,0.03923082
graph_074_mu_0_4_node_70,0.027409073
graph_074_mu_0_4_node_71,0.12979464
graph_074_mu_0_4_node_72,0.04508111
graph_074_mu_0_4_node_73,0.11300847
graph_074_mu_0_4_node_74,0.045674935
graph_074_mu_0_4_node_75,0.039171353
graph_074_mu_0_4_node_76,0.05711886
graph_074_mu_0_4_node_77,0.04143553
graph_074_mu_0_4_node_78,0.05711886
graph_074_mu_0_4_node_79,0.030371912
graph_074_mu_0_4_node_80,0.05711886
graph_074_mu_0_4_node_81,0.032465447
graph_074_mu_0_4_node_82,0.05711886
graph_074_mu_0_4_node_83,0.029845223
graph_074_mu_0_4_node_84,0.029675655
graph_074_mu_0_4_node_85,0.02896892
graph_074_mu_0_4_node_86,0.031546433
graph_074_mu_0_4_node_87,0.048205696
graph_074_mu_0_4_node_88,0.032465447
graph_074_mu_0_4_node_89,0.048205696
graph_074_mu_0_4_node_90,0.12702024
graph_074_mu_0_4_node_91,0.030426215
graph_074_mu_0_4_node_92,0.05711886
graph_074_mu_0_4_node_93,0.13615707
