,Entropy
graph_010_mu_0_4_node_0,0.079345904
graph_010_mu_0_4_node_1,0.13712145
graph_010_mu_0_4_node_2,0.081078775
graph_010_mu_0_4_node_3,0.031634368
graph_010_mu_0_4_node_4,0.046462417
graph_010_mu_0_4_node_5,0.029940352
graph_010_mu_0_4_node_6,0.043734793
graph_010_mu_0_4_node_7,0.033843387
graph_010_mu_0_4_node_8,0.031634368
graph_010_mu_0_4_node_9,0.04476279
graph_010_mu_0_4_node_10,0.04295134
graph_010_mu_0_4_node_11,0.064947374
graph_010_mu_0_4_node_12,0.033843387
graph_010_mu_0_4_node_13,0.06220486
graph_010_mu_0_4_node_14,0.03395363
graph_010_mu_0_4_node_15,0.0500651
graph_010_mu_0_4_node_16,0.07288167
graph_010_mu_0_4_node_17,0.050277054
graph_010_mu_0_4_node_18,0.06560318
graph_010_mu_0_4_node_19,0.05427961
graph_010_mu_0_4_node_20,0.044505965
graph_010_mu_0_4_node_21,0.061177902
graph_010_mu_0_4_node_22,0.044505965
graph_010_mu_0_4_node_23,0.04998314
graph_010_mu_0_4_node_24,0.055043466
graph_010_mu_0_4_node_25,0.044505965
graph_010_mu_0_4_node_26,0.028691325
graph_010_mu_0_4_node_27,0.042401697
graph_010_mu_0_4_node_28,0.03920517
graph_010_mu_0_4_node_29,0.040788345
graph_010_mu_0_4_node_30,0.10443283
graph_010_mu_0_4_node_31,0.039726615
graph_010_mu_0_4_node_32,0.04476279
graph_010_mu_0_4_node_33,0.07968817
graph_010_mu_0_4_node_34,0.04998314
graph_010_mu_0_4_node_35,0.06521968
graph_010_mu_0_4_node_36,0.06521968
graph_010_mu_0_4_node_37,0.03920517
graph_010_mu_0_4_node_38,0.03920517
graph_010_mu_0_4_node_39,0.06521968
graph_010_mu_0_4_node_40,0.069816634
graph_010_mu_0_4_node_41,0.11550206
graph_010_mu_0_4_node_42,0.04476279
graph_010_mu_0_4_node_43,0.064947374
graph_010_mu_0_4_node_44,0.02820163
graph_010_mu_0_4_node_45,0.06521968
graph_010_mu_0_4_node_46,0.03920517
graph_010_mu_0_4_node_47,0.043734793
graph_010_mu_0_4_node_48,0.055043466
graph_010_mu_0_4_node_49,0.02820163
graph_010_mu_0_4_node_50,0.07935284
graph_010_mu_0_4_node_51,0.04998314
graph_010_mu_0_4_node_52,0.04768079
graph_010_mu_0_4_node_53,0.05427961
graph_010_mu_0_4_node_54,0.02820163
graph_010_mu_0_4_node_55,0.03920517
graph_010_mu_0_4_node_56,0.031634368
graph_010_mu_0_4_node_57,0.05427961
graph_010_mu_0_4_node_58,0.05427961
graph_010_mu_0_4_node_59,0.05427961
graph_010_mu_0_4_node_60,0.078056924
graph_010_mu_0_4_node_61,0.12558855
graph_010_mu_0_4_node_62,0.050277054
graph_010_mu_0_4_node_63,0.050610244
graph_010_mu_0_4_node_64,0.03920517
graph_010_mu_0_4_node_65,0.07811344
graph_010_mu_0_4_node_66,0.043734793
graph_010_mu_0_4_node_67,0.055043466
graph_010_mu_0_4_node_68,0.050277054
graph_010_mu_0_4_node_69,0.039726615
graph_010_mu_0_4_node_70,0.044505965
graph_010_mu_0_4_node_71,0.04192251
graph_010_mu_0_4_node_72,0.031634368
graph_010_mu_0_4_node_73,0.041627068
graph_010_mu_0_4_node_74,0.028691325
graph_010_mu_0_4_node_75,0.043734793
graph_010_mu_0_4_node_76,0.039726615
graph_010_mu_0_4_node_77,0.061177902
graph_010_mu_0_4_node_78,0.055043466
graph_010_mu_0_4_node_79,0.040442992
graph_010_mu_0_4_node_80,0.040442992
graph_010_mu_0_4_node_81,0.0500651
graph_010_mu_0_4_node_82,0.06560318
graph_010_mu_0_4_node_83,0.0500651
graph_010_mu_0_4_node_84,0.028691325
graph_010_mu_0_4_node_85,0.030385464
graph_010_mu_0_4_node_86,0.03395363
graph_010_mu_0_4_node_87,0.033843387
graph_010_mu_0_4_node_88,0.02820163
graph_010_mu_0_4_node_89,0.10532739
graph_010_mu_0_4_node_90,0.12386359
graph_010_mu_0_4_node_91,0.030385464
graph_010_mu_0_4_node_92,0.06521968
graph_010_mu_0_4_node_93,0.03920517
graph_010_mu_0_4_node_94,0.033843387
graph_010_mu_0_4_node_95,0.040625297
graph_010_mu_0_4_node_96,0.055043466
graph_010_mu_0_4_node_97,0.043734793
graph_010_mu_0_4_node_98,0.031634368
graph_010_mu_0_4_node_99,0.043734793
graph_010_mu_0_4_node_100,0.028691325
graph_010_mu_0_4_node_101,0.06560318
graph_010_mu_0_4_node_102,0.033843387
graph_010_mu_0_4_node_103,0.033843387
graph_010_mu_0_4_node_104,0.0500651
graph_010_mu_0_4_node_105,0.04998314
graph_010_mu_0_4_node_106,0.040625297
graph_010_mu_0_4_node_107,0.06521968
graph_010_mu_0_4_node_108,0.039726615
graph_010_mu_0_4_node_109,0.06521968
