,Entropy
graph_043_mu_0_4_node_0,0.027023464
graph_043_mu_0_4_node_1,0.026628548
graph_043_mu_0_4_node_2,0.047655597
graph_043_mu_0_4_node_3,0.05050023
graph_043_mu_0_4_node_4,0.04360247
graph_043_mu_0_4_node_5,0.037607808
graph_043_mu_0_4_node_6,0.076953106
graph_043_mu_0_4_node_7,0.09583028
graph_043_mu_0_4_node_8,0.05050023
graph_043_mu_0_4_node_9,0.027023464
graph_043_mu_0_4_node_10,0.03339461
graph_043_mu_0_4_node_11,0.026812004
graph_043_mu_0_4_node_12,0.11086375
graph_043_mu_0_4_node_13,0.026812004
graph_043_mu_0_4_node_14,0.08321463
graph_043_mu_0_4_node_15,0.027023464
graph_043_mu_0_4_node_16,0.080153294
graph_043_mu_0_4_node_17,0.09884997
graph_043_mu_0_4_node_18,0.046731025
graph_043_mu_0_4_node_19,0.027023464
graph_043_mu_0_4_node_20,0.080153294
graph_043_mu_0_4_node_21,0.046936143
graph_043_mu_0_4_node_22,0.026812004
graph_043_mu_0_4_node_23,0.03339461
graph_043_mu_0_4_node_24,0.03339461
graph_043_mu_0_4_node_25,0.08318939
graph_043_mu_0_4_node_26,0.029926594
graph_043_mu_0_4_node_27,0.029448403
graph_043_mu_0_4_node_28,0.09583028
graph_043_mu_0_4_node_29,0.027023464
graph_043_mu_0_4_node_30,0.04251376
graph_043_mu_0_4_node_31,0.046841715
graph_043_mu_0_4_node_32,0.028572032
graph_043_mu_0_4_node_33,0.029926594
graph_043_mu_0_4_node_34,0.04363018
graph_043_mu_0_4_node_35,0.040253747
graph_043_mu_0_4_node_36,0.1153941
graph_043_mu_0_4_node_37,0.09856
graph_043_mu_0_4_node_38,0.046841715
graph_043_mu_0_4_node_39,0.029448403
graph_043_mu_0_4_node_40,0.02420556
graph_043_mu_0_4_node_41,0.026812004
graph_043_mu_0_4_node_42,0.029448403
graph_043_mu_0_4_node_43,0.047655597
graph_043_mu_0_4_node_44,0.03339461
graph_043_mu_0_4_node_45,0.080153294
graph_043_mu_0_4_node_46,0.04360247
graph_043_mu_0_4_node_47,0.04363018
graph_043_mu_0_4_node_48,0.070961095
graph_043_mu_0_4_node_49,0.050963018
graph_043_mu_0_4_node_50,0.037607808
graph_043_mu_0_4_node_51,0.037607808
graph_043_mu_0_4_node_52,0.037607808
graph_043_mu_0_4_node_53,0.04251548
graph_043_mu_0_4_node_54,0.026628548
graph_043_mu_0_4_node_55,0.040253747
graph_043_mu_0_4_node_56,0.027023464
graph_043_mu_0_4_node_57,0.038869105
graph_043_mu_0_4_node_58,0.027023464
graph_043_mu_0_4_node_59,0.07223468
graph_043_mu_0_4_node_60,0.08208211
graph_043_mu_0_4_node_61,0.07149743
graph_043_mu_0_4_node_62,0.04893186
graph_043_mu_0_4_node_63,0.12647472
graph_043_mu_0_4_node_64,0.027023464
graph_043_mu_0_4_node_65,0.08040182
graph_043_mu_0_4_node_66,0.06582335
graph_043_mu_0_4_node_67,0.027023464
graph_043_mu_0_4_node_68,0.076953106
graph_043_mu_0_4_node_69,0.029926594
graph_043_mu_0_4_node_70,0.050234016
graph_043_mu_0_4_node_71,0.027023464
graph_043_mu_0_4_node_72,0.028572032
graph_043_mu_0_4_node_73,0.046841715
graph_043_mu_0_4_node_74,0.03616095
graph_043_mu_0_4_node_75,0.04251548
graph_043_mu_0_4_node_76,0.04360247
graph_043_mu_0_4_node_77,0.026628548
graph_043_mu_0_4_node_78,0.1270932
graph_043_mu_0_4_node_79,0.02937756
graph_043_mu_0_4_node_80,0.02937756
graph_043_mu_0_4_node_81,0.037607808
graph_043_mu_0_4_node_82,0.13793749
graph_043_mu_0_4_node_83,0.08695195
graph_043_mu_0_4_node_84,0.029926594
graph_043_mu_0_4_node_85,0.09856648
graph_043_mu_0_4_node_86,0.09851482
graph_043_mu_0_4_node_87,0.02937756
graph_043_mu_0_4_node_88,0.1061094
graph_043_mu_0_4_node_89,0.046841715
graph_043_mu_0_4_node_90,0.11521306
graph_043_mu_0_4_node_91,0.08161065
graph_043_mu_0_4_node_92,0.042555902
graph_043_mu_0_4_node_93,0.09042775
graph_043_mu_0_4_node_94,0.05050023
graph_043_mu_0_4_node_95,0.06094326
graph_043_mu_0_4_node_96,0.07223468
graph_043_mu_0_4_node_97,0.04257347
graph_043_mu_0_4_node_98,0.043753024
graph_043_mu_0_4_node_99,0.052314658
graph_043_mu_0_4_node_100,0.026812004
graph_043_mu_0_4_node_101,0.08302364
graph_043_mu_0_4_node_102,0.04244494
graph_043_mu_0_4_node_103,0.04251548
graph_043_mu_0_4_node_104,0.027023464
graph_043_mu_0_4_node_105,0.047655597
graph_043_mu_0_4_node_106,0.076953106
graph_043_mu_0_4_node_107,0.026812004
graph_043_mu_0_4_node_108,0.029448403
graph_043_mu_0_4_node_109,0.09544876
graph_043_mu_0_4_node_110,0.07849673
graph_043_mu_0_4_node_111,0.12412363
graph_043_mu_0_4_node_112,0.076953106
graph_043_mu_0_4_node_113,0.040474474
graph_043_mu_0_4_node_114,0.046841715
graph_043_mu_0_4_node_115,0.09544876
graph_043_mu_0_4_node_116,0.03616095
graph_043_mu_0_4_node_117,0.13094305
graph_043_mu_0_4_node_118,0.026628548
graph_043_mu_0_4_node_119,0.052314658
graph_043_mu_0_4_node_120,0.09974561
graph_043_mu_0_4_node_121,0.05050023
graph_043_mu_0_4_node_122,0.040253747
graph_043_mu_0_4_node_123,0.043753024
graph_043_mu_0_4_node_124,0.029926594
graph_043_mu_0_4_node_125,0.04244494
graph_043_mu_0_4_node_126,0.029926594
graph_043_mu_0_4_node_127,0.026812004
graph_043_mu_0_4_node_128,0.0816208
graph_043_mu_0_4_node_129,0.087199844
graph_043_mu_0_4_node_130,0.08752576
graph_043_mu_0_4_node_131,0.106051594
graph_043_mu_0_4_node_132,0.04257347
graph_043_mu_0_4_node_133,0.07223468
graph_043_mu_0_4_node_134,0.082632616
graph_043_mu_0_4_node_135,0.028572032
graph_043_mu_0_4_node_136,0.08161065
graph_043_mu_0_4_node_137,0.029926594
graph_043_mu_0_4_node_138,0.07737116
graph_043_mu_0_4_node_139,0.09600827
graph_043_mu_0_4_node_140,0.10892214
graph_043_mu_0_4_node_141,0.09877844
graph_043_mu_0_4_node_142,0.08751926
graph_043_mu_0_4_node_143,0.02420556
graph_043_mu_0_4_node_144,0.046841715
graph_043_mu_0_4_node_145,0.080153294
graph_043_mu_0_4_node_146,0.029926594
graph_043_mu_0_4_node_147,0.1334745
graph_043_mu_0_4_node_148,0.08261586
graph_043_mu_0_4_node_149,0.049179994
graph_043_mu_0_4_node_150,0.08322952
graph_043_mu_0_4_node_151,0.047655597
graph_043_mu_0_4_node_152,0.046841715
graph_043_mu_0_4_node_153,0.026628548
graph_043_mu_0_4_node_154,0.06367644
graph_043_mu_0_4_node_155,0.037607808
graph_043_mu_0_4_node_156,0.03339461
graph_043_mu_0_4_node_157,0.026812004
graph_043_mu_0_4_node_158,0.052314658
graph_043_mu_0_4_node_159,0.037607808
graph_043_mu_0_4_node_160,0.05050023
graph_043_mu_0_4_node_161,0.03339461
graph_043_mu_0_4_node_162,0.03616095
graph_043_mu_0_4_node_163,0.046841715
graph_043_mu_0_4_node_164,0.046841715
graph_043_mu_0_4_node_165,0.07968074
graph_043_mu_0_4_node_166,0.027023464
graph_043_mu_0_4_node_167,0.080153294
graph_043_mu_0_4_node_168,0.08551045
graph_043_mu_0_4_node_169,0.07223468
graph_043_mu_0_4_node_170,0.026812004
graph_043_mu_0_4_node_171,0.02937756
graph_043_mu_0_4_node_172,0.080153294
graph_043_mu_0_4_node_173,0.09205916
graph_043_mu_0_4_node_174,0.046841715
graph_043_mu_0_4_node_175,0.028572032
graph_043_mu_0_4_node_176,0.076953106
graph_043_mu_0_4_node_177,0.029926594
graph_043_mu_0_4_node_178,0.046841715
graph_043_mu_0_4_node_179,0.040474474
graph_043_mu_0_4_node_180,0.122463696
graph_043_mu_0_4_node_181,0.03616095
graph_043_mu_0_4_node_182,0.029448403
graph_043_mu_0_4_node_183,0.028572032
graph_043_mu_0_4_node_184,0.040253747
graph_043_mu_0_4_node_185,0.029448403
graph_043_mu_0_4_node_186,0.04360247
graph_043_mu_0_4_node_187,0.04360247
graph_043_mu_0_4_node_188,0.028572032
graph_043_mu_0_4_node_189,0.089510545
graph_043_mu_0_4_node_190,0.040253747
graph_043_mu_0_4_node_191,0.029926594
graph_043_mu_0_4_node_192,0.040253747
graph_043_mu_0_4_node_193,0.046822432
graph_043_mu_0_4_node_194,0.080153294
graph_043_mu_0_4_node_195,0.105695955
graph_043_mu_0_4_node_196,0.029926594
graph_043_mu_0_4_node_197,0.026812004
graph_043_mu_0_4_node_198,0.026628548
graph_043_mu_0_4_node_199,0.049179994
graph_043_mu_0_4_node_200,0.08091023
graph_043_mu_0_4_node_201,0.076953106
graph_043_mu_0_4_node_202,0.037607808
graph_043_mu_0_4_node_203,0.047090806
graph_043_mu_0_4_node_204,0.043753024
graph_043_mu_0_4_node_205,0.029926594
graph_043_mu_0_4_node_206,0.040474474
graph_043_mu_0_4_node_207,0.044005387
graph_043_mu_0_4_node_208,0.026812004
graph_043_mu_0_4_node_209,0.12123912
graph_043_mu_0_4_node_210,0.040474474
graph_043_mu_0_4_node_211,0.026812004
graph_043_mu_0_4_node_212,0.04681666
graph_043_mu_0_4_node_213,0.037607808
graph_043_mu_0_4_node_214,0.03616095
graph_043_mu_0_4_node_215,0.08750238
graph_043_mu_0_4_node_216,0.046731025
graph_043_mu_0_4_node_217,0.06991318
graph_043_mu_0_4_node_218,0.040253747
graph_043_mu_0_4_node_219,0.028572032
graph_043_mu_0_4_node_220,0.02420556
graph_043_mu_0_4_node_221,0.049179994
graph_043_mu_0_4_node_222,0.12372198
graph_043_mu_0_4_node_223,0.07223468
graph_043_mu_0_4_node_224,0.026628548
graph_043_mu_0_4_node_225,0.040253747
graph_043_mu_0_4_node_226,0.037607808
graph_043_mu_0_4_node_227,0.04790552
graph_043_mu_0_4_node_228,0.049639612
graph_043_mu_0_4_node_229,0.050476428
graph_043_mu_0_4_node_230,0.05050023
graph_043_mu_0_4_node_231,0.02937756
graph_043_mu_0_4_node_232,0.026812004
graph_043_mu_0_4_node_233,0.10031765
graph_043_mu_0_4_node_234,0.037894685
graph_043_mu_0_4_node_235,0.04360247
graph_043_mu_0_4_node_236,0.049179994
graph_043_mu_0_4_node_237,0.026628548
graph_043_mu_0_4_node_238,0.052314658
graph_043_mu_0_4_node_239,0.05050023
graph_043_mu_0_4_node_240,0.046426777
graph_043_mu_0_4_node_241,0.04244494
graph_043_mu_0_4_node_242,0.026812004
graph_043_mu_0_4_node_243,0.029926594
graph_043_mu_0_4_node_244,0.1314879
graph_043_mu_0_4_node_245,0.037607808
graph_043_mu_0_4_node_246,0.08442142
graph_043_mu_0_4_node_247,0.047655597
graph_043_mu_0_4_node_248,0.028572032
graph_043_mu_0_4_node_249,0.02937756
graph_043_mu_0_4_node_250,0.058079246
graph_043_mu_0_4_node_251,0.037815627
graph_043_mu_0_4_node_252,0.09748767
graph_043_mu_0_4_node_253,0.053856906
graph_043_mu_0_4_node_254,0.02937756
graph_043_mu_0_4_node_255,0.047655597
graph_043_mu_0_4_node_256,0.04257347
graph_043_mu_0_4_node_257,0.076953106
graph_043_mu_0_4_node_258,0.11173467
graph_043_mu_0_4_node_259,0.05050023
graph_043_mu_0_4_node_260,0.04257347
graph_043_mu_0_4_node_261,0.040517457
graph_043_mu_0_4_node_262,0.06327784
graph_043_mu_0_4_node_263,0.046936143
graph_043_mu_0_4_node_264,0.04244494
graph_043_mu_0_4_node_265,0.037607808
graph_043_mu_0_4_node_266,0.08185823
graph_043_mu_0_4_node_267,0.08145598
graph_043_mu_0_4_node_268,0.09914345
graph_043_mu_0_4_node_269,0.047655597
graph_043_mu_0_4_node_270,0.0730509
graph_043_mu_0_4_node_271,0.040253747
graph_043_mu_0_4_node_272,0.04251548
graph_043_mu_0_4_node_273,0.09851482
graph_043_mu_0_4_node_274,0.028572032
graph_043_mu_0_4_node_275,0.049179994
graph_043_mu_0_4_node_276,0.043753024
graph_043_mu_0_4_node_277,0.028572032
graph_043_mu_0_4_node_278,0.052314658
graph_043_mu_0_4_node_279,0.03616095
graph_043_mu_0_4_node_280,0.08317064
graph_043_mu_0_4_node_281,0.046841715
graph_043_mu_0_4_node_282,0.09848059
graph_043_mu_0_4_node_283,0.037607808
graph_043_mu_0_4_node_284,0.04244494
graph_043_mu_0_4_node_285,0.029926594
graph_043_mu_0_4_node_286,0.046841715
graph_043_mu_0_4_node_287,0.027023464
graph_043_mu_0_4_node_288,0.082923174
graph_043_mu_0_4_node_289,0.03339461
graph_043_mu_0_4_node_290,0.029926594
graph_043_mu_0_4_node_291,0.028572032
graph_043_mu_0_4_node_292,0.02937756
graph_043_mu_0_4_node_293,0.028572032
graph_043_mu_0_4_node_294,0.029926594
graph_043_mu_0_4_node_295,0.046841715
graph_043_mu_0_4_node_296,0.08036713
graph_043_mu_0_4_node_297,0.029448403
graph_043_mu_0_4_node_298,0.049495153
graph_043_mu_0_4_node_299,0.04360247
graph_043_mu_0_4_node_300,0.04251548
graph_043_mu_0_4_node_301,0.14339252
graph_043_mu_0_4_node_302,0.026628548
graph_043_mu_0_4_node_303,0.047655597
graph_043_mu_0_4_node_304,0.026628548
graph_043_mu_0_4_node_305,0.03616095
graph_043_mu_0_4_node_306,0.040474474
graph_043_mu_0_4_node_307,0.04360247
graph_043_mu_0_4_node_308,0.026628548
graph_043_mu_0_4_node_309,0.052314658
graph_043_mu_0_4_node_310,0.09583028
graph_043_mu_0_4_node_311,0.076953106
graph_043_mu_0_4_node_312,0.070961095
graph_043_mu_0_4_node_313,0.101217456
graph_043_mu_0_4_node_314,0.049179994
graph_043_mu_0_4_node_315,0.029448403
graph_043_mu_0_4_node_316,0.03339461
graph_043_mu_0_4_node_317,0.03339461
graph_043_mu_0_4_node_318,0.04360247
graph_043_mu_0_4_node_319,0.026812004
graph_043_mu_0_4_node_320,0.07587617
graph_043_mu_0_4_node_321,0.03616095
graph_043_mu_0_4_node_322,0.027023464
graph_043_mu_0_4_node_323,0.026628548
graph_043_mu_0_4_node_324,0.076953106
graph_043_mu_0_4_node_325,0.026812004
graph_043_mu_0_4_node_326,0.04257347
graph_043_mu_0_4_node_327,0.047655597
graph_043_mu_0_4_node_328,0.10106142
graph_043_mu_0_4_node_329,0.02420556
graph_043_mu_0_4_node_330,0.07223468
graph_043_mu_0_4_node_331,0.04681666
graph_043_mu_0_4_node_332,0.033618424
graph_043_mu_0_4_node_333,0.027023464
graph_043_mu_0_4_node_334,0.1078018
graph_043_mu_0_4_node_335,0.04360247
graph_043_mu_0_4_node_336,0.028572032
graph_043_mu_0_4_node_337,0.02937756
graph_043_mu_0_4_node_338,0.04251548
graph_043_mu_0_4_node_339,0.05050023
graph_043_mu_0_4_node_340,0.027023464
graph_043_mu_0_4_node_341,0.02937756
graph_043_mu_0_4_node_342,0.040474474
graph_043_mu_0_4_node_343,0.027023464
graph_043_mu_0_4_node_344,0.09410902
graph_043_mu_0_4_node_345,0.040253747
graph_043_mu_0_4_node_346,0.028572032
graph_043_mu_0_4_node_347,0.047655597
graph_043_mu_0_4_node_348,0.040253747
graph_043_mu_0_4_node_349,0.043753024
graph_043_mu_0_4_node_350,0.040253747
graph_043_mu_0_4_node_351,0.029448403
graph_043_mu_0_4_node_352,0.047655597
graph_043_mu_0_4_node_353,0.099101774
graph_043_mu_0_4_node_354,0.028572032
graph_043_mu_0_4_node_355,0.03339461
graph_043_mu_0_4_node_356,0.026628548
graph_043_mu_0_4_node_357,0.06203733
graph_043_mu_0_4_node_358,0.07944496
graph_043_mu_0_4_node_359,0.04280974
graph_043_mu_0_4_node_360,0.03339461
graph_043_mu_0_4_node_361,0.11576433
graph_043_mu_0_4_node_362,0.040253747
graph_043_mu_0_4_node_363,0.02937756
graph_043_mu_0_4_node_364,0.07223468
graph_043_mu_0_4_node_365,0.037607808
graph_043_mu_0_4_node_366,0.02937756
graph_043_mu_0_4_node_367,0.0820343
graph_043_mu_0_4_node_368,0.047655597
graph_043_mu_0_4_node_369,0.07223468
graph_043_mu_0_4_node_370,0.03616095
graph_043_mu_0_4_node_371,0.02937756
graph_043_mu_0_4_node_372,0.03339461
