,Entropy
graph_099_mu_0_4_node_0,0.08748781
graph_099_mu_0_4_node_1,0.040749084
graph_099_mu_0_4_node_2,0.023086589
graph_099_mu_0_4_node_3,0.034955982
graph_099_mu_0_4_node_4,0.03402083
graph_099_mu_0_4_node_5,0.0403431
graph_099_mu_0_4_node_6,0.034955982
graph_099_mu_0_4_node_7,0.024978746
graph_099_mu_0_4_node_8,0.039763004
graph_099_mu_0_4_node_9,0.03848783
graph_099_mu_0_4_node_10,0.030892873
graph_099_mu_0_4_node_11,0.045282647
graph_099_mu_0_4_node_12,0.039433807
graph_099_mu_0_4_node_13,0.045282647
graph_099_mu_0_4_node_14,0.0403431
graph_099_mu_0_4_node_15,0.024978746
graph_099_mu_0_4_node_16,0.07866083
graph_099_mu_0_4_node_17,0.045282647
graph_099_mu_0_4_node_18,0.023915272
graph_099_mu_0_4_node_19,0.024978746
graph_099_mu_0_4_node_20,0.024978746
graph_099_mu_0_4_node_21,0.04203093
graph_099_mu_0_4_node_22,0.06464124
graph_099_mu_0_4_node_23,0.045282647
graph_099_mu_0_4_node_24,0.026775979
graph_099_mu_0_4_node_25,0.023187341
graph_099_mu_0_4_node_26,0.03402083
graph_099_mu_0_4_node_27,0.04203093
graph_099_mu_0_4_node_28,0.03947265
graph_099_mu_0_4_node_29,0.04116062
graph_099_mu_0_4_node_30,0.03848783
graph_099_mu_0_4_node_31,0.029090943
graph_099_mu_0_4_node_32,0.039763004
graph_099_mu_0_4_node_33,0.030892873
graph_099_mu_0_4_node_34,0.034955982
graph_099_mu_0_4_node_35,0.023086589
graph_099_mu_0_4_node_36,0.023187341
graph_099_mu_0_4_node_37,0.052590303
graph_099_mu_0_4_node_38,0.023187341
graph_099_mu_0_4_node_39,0.04536917
graph_099_mu_0_4_node_40,0.027262226
graph_099_mu_0_4_node_41,0.040749084
graph_099_mu_0_4_node_42,0.03221582
graph_099_mu_0_4_node_43,0.04742859
graph_099_mu_0_4_node_44,0.060880538
graph_099_mu_0_4_node_45,0.04203093
graph_099_mu_0_4_node_46,0.03947265
graph_099_mu_0_4_node_47,0.023187341
graph_099_mu_0_4_node_48,0.09191893
graph_099_mu_0_4_node_49,0.02592212
graph_099_mu_0_4_node_50,0.02592212
graph_099_mu_0_4_node_51,0.078880675
graph_099_mu_0_4_node_52,0.06397194
graph_099_mu_0_4_node_53,0.039763004
graph_099_mu_0_4_node_54,0.04116062
graph_099_mu_0_4_node_55,0.04397169
graph_099_mu_0_4_node_56,0.030892873
graph_099_mu_0_4_node_57,0.034955982
graph_099_mu_0_4_node_58,0.02592212
graph_099_mu_0_4_node_59,0.08960389
graph_099_mu_0_4_node_60,0.024978746
graph_099_mu_0_4_node_61,0.03221582
graph_099_mu_0_4_node_62,0.08674885
graph_099_mu_0_4_node_63,0.04116062
graph_099_mu_0_4_node_64,0.034955982
