,Entropy
graph_025_mu_0_4_node_0,0.010270983
graph_025_mu_0_4_node_1,0.074140415
graph_025_mu_0_4_node_2,0.037238803
graph_025_mu_0_4_node_3,0.04009516
graph_025_mu_0_4_node_4,0.042456657
graph_025_mu_0_4_node_5,0.091689594
graph_025_mu_0_4_node_6,0.036424078
graph_025_mu_0_4_node_7,0.05124077
graph_025_mu_0_4_node_8,0.041647647
graph_025_mu_0_4_node_9,0.021746568
graph_025_mu_0_4_node_10,0.041647647
graph_025_mu_0_4_node_11,0.13633929
graph_025_mu_0_4_node_12,0.05124077
graph_025_mu_0_4_node_13,0.04791602
graph_025_mu_0_4_node_14,0.04314652
graph_025_mu_0_4_node_15,0.040977128
graph_025_mu_0_4_node_16,0.091689594
graph_025_mu_0_4_node_17,0.032080833
graph_025_mu_0_4_node_18,0.04939106
graph_025_mu_0_4_node_19,0.03385387
graph_025_mu_0_4_node_20,0.010270983
graph_025_mu_0_4_node_21,0.11794467
graph_025_mu_0_4_node_22,0.03682703
graph_025_mu_0_4_node_23,0.032080833
graph_025_mu_0_4_node_24,0.04939106
graph_025_mu_0_4_node_25,0.020031963
graph_025_mu_0_4_node_26,0.02796603
graph_025_mu_0_4_node_27,0.041370407
graph_025_mu_0_4_node_28,0.04314652
graph_025_mu_0_4_node_29,0.022432122
graph_025_mu_0_4_node_30,0.059011552
graph_025_mu_0_4_node_31,0.025549434
graph_025_mu_0_4_node_32,0.030738685
graph_025_mu_0_4_node_33,0.04314652
graph_025_mu_0_4_node_34,0.026867721
graph_025_mu_0_4_node_35,0.12842862
graph_025_mu_0_4_node_36,0.02796603
graph_025_mu_0_4_node_37,0.067202486
graph_025_mu_0_4_node_38,0.048002448
graph_025_mu_0_4_node_39,0.041647647
graph_025_mu_0_4_node_40,0.04791602
graph_025_mu_0_4_node_41,0.04009516
graph_025_mu_0_4_node_42,0.02796603
graph_025_mu_0_4_node_43,0.036424078
graph_025_mu_0_4_node_44,0.04314652
graph_025_mu_0_4_node_45,0.030738685
graph_025_mu_0_4_node_46,0.026867721
graph_025_mu_0_4_node_47,0.063326895
graph_025_mu_0_4_node_48,0.04314652
graph_025_mu_0_4_node_49,0.020031963
graph_025_mu_0_4_node_50,0.059011552
graph_025_mu_0_4_node_51,0.025549434
graph_025_mu_0_4_node_52,0.025549434
graph_025_mu_0_4_node_53,0.05124077
graph_025_mu_0_4_node_54,0.05632637
graph_025_mu_0_4_node_55,0.042456657
graph_025_mu_0_4_node_56,0.059011552
graph_025_mu_0_4_node_57,0.054341126
graph_025_mu_0_4_node_58,0.021746568
graph_025_mu_0_4_node_59,0.11933673
graph_025_mu_0_4_node_60,0.09360051
graph_025_mu_0_4_node_61,0.084466524
graph_025_mu_0_4_node_62,0.108708784
graph_025_mu_0_4_node_63,0.020031963
graph_025_mu_0_4_node_64,0.05344139
graph_025_mu_0_4_node_65,0.057198573
graph_025_mu_0_4_node_66,0.020031963
graph_025_mu_0_4_node_67,0.03572427
graph_025_mu_0_4_node_68,0.037238803
graph_025_mu_0_4_node_69,0.041647647
graph_025_mu_0_4_node_70,0.037238803
graph_025_mu_0_4_node_71,0.042456657
graph_025_mu_0_4_node_72,0.067202486
graph_025_mu_0_4_node_73,0.026867721
graph_025_mu_0_4_node_74,0.04791602
graph_025_mu_0_4_node_75,0.059011552
graph_025_mu_0_4_node_76,0.041647647
graph_025_mu_0_4_node_77,0.050107326
graph_025_mu_0_4_node_78,0.020031963
graph_025_mu_0_4_node_79,0.010270983
graph_025_mu_0_4_node_80,0.029011136
graph_025_mu_0_4_node_81,0.045951173
graph_025_mu_0_4_node_82,0.05344139
graph_025_mu_0_4_node_83,0.046460282
graph_025_mu_0_4_node_84,0.026867721
graph_025_mu_0_4_node_85,0.05344139
graph_025_mu_0_4_node_86,0.026867721
graph_025_mu_0_4_node_87,0.04009516
graph_025_mu_0_4_node_88,0.026867721
graph_025_mu_0_4_node_89,0.032080833
graph_025_mu_0_4_node_90,0.06600208
graph_025_mu_0_4_node_91,0.048002448
graph_025_mu_0_4_node_92,0.037722502
graph_025_mu_0_4_node_93,0.03385387
graph_025_mu_0_4_node_94,0.041647647
graph_025_mu_0_4_node_95,0.050107326
graph_025_mu_0_4_node_96,0.050107326
graph_025_mu_0_4_node_97,0.059011552
graph_025_mu_0_4_node_98,0.04567956
graph_025_mu_0_4_node_99,0.041647647
graph_025_mu_0_4_node_100,0.04949943
graph_025_mu_0_4_node_101,0.08877965
graph_025_mu_0_4_node_102,0.04791602
graph_025_mu_0_4_node_103,0.041647647
graph_025_mu_0_4_node_104,0.032080833
graph_025_mu_0_4_node_105,0.057198573
graph_025_mu_0_4_node_106,0.067202486
graph_025_mu_0_4_node_107,0.010270983
graph_025_mu_0_4_node_108,0.040977128
graph_025_mu_0_4_node_109,0.03682703
graph_025_mu_0_4_node_110,0.041647647
graph_025_mu_0_4_node_111,0.07512436
graph_025_mu_0_4_node_112,0.06262292
graph_025_mu_0_4_node_113,0.05524302
graph_025_mu_0_4_node_114,0.04992992
graph_025_mu_0_4_node_115,0.020031963
graph_025_mu_0_4_node_116,0.07512436
graph_025_mu_0_4_node_117,0.04791602
graph_025_mu_0_4_node_118,0.10618885
graph_025_mu_0_4_node_119,0.1278966
graph_025_mu_0_4_node_120,0.04939106
graph_025_mu_0_4_node_121,0.06877762
graph_025_mu_0_4_node_122,0.021746568
graph_025_mu_0_4_node_123,0.06265267
graph_025_mu_0_4_node_124,0.042456657
graph_025_mu_0_4_node_125,0.10339067
graph_025_mu_0_4_node_126,0.1360484
graph_025_mu_0_4_node_127,0.010270983
graph_025_mu_0_4_node_128,0.11993924
graph_025_mu_0_4_node_129,0.037722502
graph_025_mu_0_4_node_130,0.050107326
graph_025_mu_0_4_node_131,0.042456657
graph_025_mu_0_4_node_132,0.04939106
graph_025_mu_0_4_node_133,0.07512436
graph_025_mu_0_4_node_134,0.021746568
graph_025_mu_0_4_node_135,0.037238803
graph_025_mu_0_4_node_136,0.026867721
graph_025_mu_0_4_node_137,0.022432122
graph_025_mu_0_4_node_138,0.03385387
graph_025_mu_0_4_node_139,0.020031963
graph_025_mu_0_4_node_140,0.04949943
graph_025_mu_0_4_node_141,0.07512436
graph_025_mu_0_4_node_142,0.020031963
graph_025_mu_0_4_node_143,0.03682703
graph_025_mu_0_4_node_144,0.040977128
graph_025_mu_0_4_node_145,0.07512436
graph_025_mu_0_4_node_146,0.057198573
graph_025_mu_0_4_node_147,0.08088831
graph_025_mu_0_4_node_148,0.06600208
graph_025_mu_0_4_node_149,0.04939106
graph_025_mu_0_4_node_150,0.022014448
graph_025_mu_0_4_node_151,0.05632637
graph_025_mu_0_4_node_152,0.026867721
graph_025_mu_0_4_node_153,0.02796603
graph_025_mu_0_4_node_154,0.05344139
graph_025_mu_0_4_node_155,0.05524302
graph_025_mu_0_4_node_156,0.04791602
graph_025_mu_0_4_node_157,0.020031963
graph_025_mu_0_4_node_158,0.04992992
graph_025_mu_0_4_node_159,0.04314652
graph_025_mu_0_4_node_160,0.026867721
graph_025_mu_0_4_node_161,0.1071013
graph_025_mu_0_4_node_162,0.10325286
graph_025_mu_0_4_node_163,0.048002448
graph_025_mu_0_4_node_164,0.026867721
graph_025_mu_0_4_node_165,0.067202486
graph_025_mu_0_4_node_166,0.04949943
graph_025_mu_0_4_node_167,0.05344139
graph_025_mu_0_4_node_168,0.054256774
graph_025_mu_0_4_node_169,0.084466524
graph_025_mu_0_4_node_170,0.037238803
graph_025_mu_0_4_node_171,0.025549434
graph_025_mu_0_4_node_172,0.036424078
graph_025_mu_0_4_node_173,0.06600208
graph_025_mu_0_4_node_174,0.02796603
graph_025_mu_0_4_node_175,0.09204691
graph_025_mu_0_4_node_176,0.063326895
graph_025_mu_0_4_node_177,0.025549434
graph_025_mu_0_4_node_178,0.048002448
graph_025_mu_0_4_node_179,0.040977128
graph_025_mu_0_4_node_180,0.050107326
graph_025_mu_0_4_node_181,0.030738685
graph_025_mu_0_4_node_182,0.054490693
graph_025_mu_0_4_node_183,0.13215622
graph_025_mu_0_4_node_184,0.026867721
graph_025_mu_0_4_node_185,0.050107326
graph_025_mu_0_4_node_186,0.10599576
graph_025_mu_0_4_node_187,0.057198573
graph_025_mu_0_4_node_188,0.03385387
graph_025_mu_0_4_node_189,0.05344139
graph_025_mu_0_4_node_190,0.02796603
graph_025_mu_0_4_node_191,0.026867721
graph_025_mu_0_4_node_192,0.05748601
graph_025_mu_0_4_node_193,0.020031963
graph_025_mu_0_4_node_194,0.041647647
graph_025_mu_0_4_node_195,0.04992992
graph_025_mu_0_4_node_196,0.04949943
graph_025_mu_0_4_node_197,0.025549434
graph_025_mu_0_4_node_198,0.050107326
graph_025_mu_0_4_node_199,0.067202486
graph_025_mu_0_4_node_200,0.04791602
graph_025_mu_0_4_node_201,0.059011552
graph_025_mu_0_4_node_202,0.084466524
graph_025_mu_0_4_node_203,0.054341126
graph_025_mu_0_4_node_204,0.021746568
graph_025_mu_0_4_node_205,0.04791602
graph_025_mu_0_4_node_206,0.040977128
graph_025_mu_0_4_node_207,0.020031963
graph_025_mu_0_4_node_208,0.04992992
graph_025_mu_0_4_node_209,0.08478882
graph_025_mu_0_4_node_210,0.08659723
graph_025_mu_0_4_node_211,0.037722502
graph_025_mu_0_4_node_212,0.084466524
graph_025_mu_0_4_node_213,0.05124077
graph_025_mu_0_4_node_214,0.04314652
graph_025_mu_0_4_node_215,0.025549434
graph_025_mu_0_4_node_216,0.050107326
graph_025_mu_0_4_node_217,0.050107326
graph_025_mu_0_4_node_218,0.057198573
graph_025_mu_0_4_node_219,0.07512436
graph_025_mu_0_4_node_220,0.02796603
graph_025_mu_0_4_node_221,0.04791602
graph_025_mu_0_4_node_222,0.020031963
graph_025_mu_0_4_node_223,0.057198573
graph_025_mu_0_4_node_224,0.04949943
graph_025_mu_0_4_node_225,0.06600208
graph_025_mu_0_4_node_226,0.020031963
graph_025_mu_0_4_node_227,0.04150453
graph_025_mu_0_4_node_228,0.05344139
graph_025_mu_0_4_node_229,0.06420401
graph_025_mu_0_4_node_230,0.067202486
graph_025_mu_0_4_node_231,0.040977128
graph_025_mu_0_4_node_232,0.054256774
graph_025_mu_0_4_node_233,0.06600208
graph_025_mu_0_4_node_234,0.09180917
graph_025_mu_0_4_node_235,0.03385387
graph_025_mu_0_4_node_236,0.037722502
graph_025_mu_0_4_node_237,0.032080833
graph_025_mu_0_4_node_238,0.050107326
graph_025_mu_0_4_node_239,0.07512436
graph_025_mu_0_4_node_240,0.05124077
graph_025_mu_0_4_node_241,0.04939106
graph_025_mu_0_4_node_242,0.09197067
graph_025_mu_0_4_node_243,0.041647647
graph_025_mu_0_4_node_244,0.050107326
graph_025_mu_0_4_node_245,0.05524302
graph_025_mu_0_4_node_246,0.036424078
graph_025_mu_0_4_node_247,0.091689594
graph_025_mu_0_4_node_248,0.054341126
graph_025_mu_0_4_node_249,0.063326895
graph_025_mu_0_4_node_250,0.030738685
graph_025_mu_0_4_node_251,0.021746568
graph_025_mu_0_4_node_252,0.108933255
graph_025_mu_0_4_node_253,0.04009516
graph_025_mu_0_4_node_254,0.03385387
graph_025_mu_0_4_node_255,0.037722502
graph_025_mu_0_4_node_256,0.04939106
graph_025_mu_0_4_node_257,0.022432122
graph_025_mu_0_4_node_258,0.054256774
graph_025_mu_0_4_node_259,0.037722502
graph_025_mu_0_4_node_260,0.050107326
graph_025_mu_0_4_node_261,0.06600208
graph_025_mu_0_4_node_262,0.040977128
graph_025_mu_0_4_node_263,0.032080833
graph_025_mu_0_4_node_264,0.041647647
graph_025_mu_0_4_node_265,0.026867721
graph_025_mu_0_4_node_266,0.010270983
graph_025_mu_0_4_node_267,0.040615976
graph_025_mu_0_4_node_268,0.03682703
graph_025_mu_0_4_node_269,0.025549434
graph_025_mu_0_4_node_270,0.04992992
graph_025_mu_0_4_node_271,0.03385387
graph_025_mu_0_4_node_272,0.037238803
graph_025_mu_0_4_node_273,0.026867721
graph_025_mu_0_4_node_274,0.03385387
graph_025_mu_0_4_node_275,0.040977128
graph_025_mu_0_4_node_276,0.037238803
graph_025_mu_0_4_node_277,0.07512436
graph_025_mu_0_4_node_278,0.063326895
graph_025_mu_0_4_node_279,0.02796603
graph_025_mu_0_4_node_280,0.042456657
graph_025_mu_0_4_node_281,0.037238803
graph_025_mu_0_4_node_282,0.025549434
graph_025_mu_0_4_node_283,0.02796603
graph_025_mu_0_4_node_284,0.057198573
graph_025_mu_0_4_node_285,0.020012142
graph_025_mu_0_4_node_286,0.048002448
graph_025_mu_0_4_node_287,0.037238803
graph_025_mu_0_4_node_288,0.020031963
graph_025_mu_0_4_node_289,0.0570171
graph_025_mu_0_4_node_290,0.1359331
graph_025_mu_0_4_node_291,0.026867721
graph_025_mu_0_4_node_292,0.02796603
graph_025_mu_0_4_node_293,0.04992992
graph_025_mu_0_4_node_294,0.05344139
graph_025_mu_0_4_node_295,0.048002448
graph_025_mu_0_4_node_296,0.030738685
graph_025_mu_0_4_node_297,0.04791602
graph_025_mu_0_4_node_298,0.037238803
graph_025_mu_0_4_node_299,0.022432122
graph_025_mu_0_4_node_300,0.020031963
graph_025_mu_0_4_node_301,0.04949943
graph_025_mu_0_4_node_302,0.048002448
graph_025_mu_0_4_node_303,0.04314652
graph_025_mu_0_4_node_304,0.04992992
graph_025_mu_0_4_node_305,0.03682703
graph_025_mu_0_4_node_306,0.025549434
graph_025_mu_0_4_node_307,0.04314652
graph_025_mu_0_4_node_308,0.032080833
graph_025_mu_0_4_node_309,0.020031963
graph_025_mu_0_4_node_310,0.050107326
graph_025_mu_0_4_node_311,0.046512894
graph_025_mu_0_4_node_312,0.03385387
graph_025_mu_0_4_node_313,0.10967935
graph_025_mu_0_4_node_314,0.036424078
graph_025_mu_0_4_node_315,0.06021831
graph_025_mu_0_4_node_316,0.037238803
graph_025_mu_0_4_node_317,0.020031963
graph_025_mu_0_4_node_318,0.026867721
graph_025_mu_0_4_node_319,0.10763265
graph_025_mu_0_4_node_320,0.022432122
graph_025_mu_0_4_node_321,0.032080833
graph_025_mu_0_4_node_322,0.025549434
graph_025_mu_0_4_node_323,0.030738685
graph_025_mu_0_4_node_324,0.059011552
graph_025_mu_0_4_node_325,0.037238803
graph_025_mu_0_4_node_326,0.059011552
graph_025_mu_0_4_node_327,0.10686163
graph_025_mu_0_4_node_328,0.040977128
