,Entropy
graph_02_mu_0_4_node_0,0.043388825
graph_02_mu_0_4_node_1,0.052149378
graph_02_mu_0_4_node_2,0.053731985
graph_02_mu_0_4_node_3,0.043388825
graph_02_mu_0_4_node_4,0.02704112
graph_02_mu_0_4_node_5,0.06534372
graph_02_mu_0_4_node_6,0.08193887
graph_02_mu_0_4_node_7,0.023341037
graph_02_mu_0_4_node_8,0.06880383
graph_02_mu_0_4_node_9,0.05293169
graph_02_mu_0_4_node_10,0.023341037
graph_02_mu_0_4_node_11,0.03722575
graph_02_mu_0_4_node_12,0.020788463
graph_02_mu_0_4_node_13,0.020788463
graph_02_mu_0_4_node_14,0.0728214
graph_02_mu_0_4_node_15,0.07075588
graph_02_mu_0_4_node_16,0.03722575
graph_02_mu_0_4_node_17,0.041053336
graph_02_mu_0_4_node_18,0.03944653
graph_02_mu_0_4_node_19,0.07863106
graph_02_mu_0_4_node_20,0.082413785
graph_02_mu_0_4_node_21,0.038410325
graph_02_mu_0_4_node_22,0.025234409
graph_02_mu_0_4_node_23,0.052074954
graph_02_mu_0_4_node_24,0.052074954
graph_02_mu_0_4_node_25,0.0991111
graph_02_mu_0_4_node_26,0.03489646
graph_02_mu_0_4_node_27,0.07649022
graph_02_mu_0_4_node_28,0.023341037
graph_02_mu_0_4_node_29,0.038777657
graph_02_mu_0_4_node_30,0.03489646
graph_02_mu_0_4_node_31,0.05293169
graph_02_mu_0_4_node_32,0.03799768
graph_02_mu_0_4_node_33,0.11058698
graph_02_mu_0_4_node_34,0.08165633
graph_02_mu_0_4_node_35,0.12133266
graph_02_mu_0_4_node_36,0.103488624
graph_02_mu_0_4_node_37,0.020788463
graph_02_mu_0_4_node_38,0.03722575
graph_02_mu_0_4_node_39,0.03722575
graph_02_mu_0_4_node_40,0.020788463
graph_02_mu_0_4_node_41,0.034765825
graph_02_mu_0_4_node_42,0.08208696
graph_02_mu_0_4_node_43,0.03489646
graph_02_mu_0_4_node_44,0.02704112
graph_02_mu_0_4_node_45,0.021334888
graph_02_mu_0_4_node_46,0.03722575
graph_02_mu_0_4_node_47,0.043388825
graph_02_mu_0_4_node_48,0.10047536
graph_02_mu_0_4_node_49,0.020788463
graph_02_mu_0_4_node_50,0.03583971
graph_02_mu_0_4_node_51,0.02704112
graph_02_mu_0_4_node_52,0.09177974
graph_02_mu_0_4_node_53,0.07633129
graph_02_mu_0_4_node_54,0.045451842
graph_02_mu_0_4_node_55,0.03583971
graph_02_mu_0_4_node_56,0.025234409
graph_02_mu_0_4_node_57,0.041053336
graph_02_mu_0_4_node_58,0.03799768
graph_02_mu_0_4_node_59,0.10812273
graph_02_mu_0_4_node_60,0.05244899
graph_02_mu_0_4_node_61,0.021334888
graph_02_mu_0_4_node_62,0.055459924
graph_02_mu_0_4_node_63,0.07777577
graph_02_mu_0_4_node_64,0.05244899
graph_02_mu_0_4_node_65,0.055459924
graph_02_mu_0_4_node_66,0.09847385
graph_02_mu_0_4_node_67,0.051031984
graph_02_mu_0_4_node_68,0.05293169
graph_02_mu_0_4_node_69,0.106144466
graph_02_mu_0_4_node_70,0.045451842
graph_02_mu_0_4_node_71,0.17476346
graph_02_mu_0_4_node_72,0.06791799
graph_02_mu_0_4_node_73,0.051357232
graph_02_mu_0_4_node_74,0.03489646
graph_02_mu_0_4_node_75,0.038410325
graph_02_mu_0_4_node_76,0.025234409
graph_02_mu_0_4_node_77,0.03738395
graph_02_mu_0_4_node_78,0.045451842
graph_02_mu_0_4_node_79,0.07610037
graph_02_mu_0_4_node_80,0.05244899
graph_02_mu_0_4_node_81,0.05244899
graph_02_mu_0_4_node_82,0.02704112
graph_02_mu_0_4_node_83,0.09346632
graph_02_mu_0_4_node_84,0.03799768
graph_02_mu_0_4_node_85,0.03583971
graph_02_mu_0_4_node_86,0.038410325
graph_02_mu_0_4_node_87,0.05244899
graph_02_mu_0_4_node_88,0.051031984
graph_02_mu_0_4_node_89,0.05293169
graph_02_mu_0_4_node_90,0.023341037
graph_02_mu_0_4_node_91,0.04963707
graph_02_mu_0_4_node_92,0.02704112
graph_02_mu_0_4_node_93,0.04864392
graph_02_mu_0_4_node_94,0.023341037
graph_02_mu_0_4_node_95,0.10972806
graph_02_mu_0_4_node_96,0.055459924
graph_02_mu_0_4_node_97,0.03489646
graph_02_mu_0_4_node_98,0.034765825
graph_02_mu_0_4_node_99,0.03799768
graph_02_mu_0_4_node_100,0.03489646
graph_02_mu_0_4_node_101,0.03738395
graph_02_mu_0_4_node_102,0.03799768
graph_02_mu_0_4_node_103,0.03944653
graph_02_mu_0_4_node_104,0.025234409
graph_02_mu_0_4_node_105,0.02704112
graph_02_mu_0_4_node_106,0.052862298
graph_02_mu_0_4_node_107,0.03799768
graph_02_mu_0_4_node_108,0.025234409
graph_02_mu_0_4_node_109,0.052862298
graph_02_mu_0_4_node_110,0.03947965
graph_02_mu_0_4_node_111,0.07850862
graph_02_mu_0_4_node_112,0.050441112
graph_02_mu_0_4_node_113,0.03738395
graph_02_mu_0_4_node_114,0.03738395
graph_02_mu_0_4_node_115,0.034765825
graph_02_mu_0_4_node_116,0.05293169
graph_02_mu_0_4_node_117,0.07645755
graph_02_mu_0_4_node_118,0.034765825
graph_02_mu_0_4_node_119,0.051031984
graph_02_mu_0_4_node_120,0.052862298
graph_02_mu_0_4_node_121,0.023341037
graph_02_mu_0_4_node_122,0.020788463
graph_02_mu_0_4_node_123,0.034765825
graph_02_mu_0_4_node_124,0.074457
graph_02_mu_0_4_node_125,0.03722575
graph_02_mu_0_4_node_126,0.08010605
graph_02_mu_0_4_node_127,0.0728214
graph_02_mu_0_4_node_128,0.041053336
graph_02_mu_0_4_node_129,0.07645755
graph_02_mu_0_4_node_130,0.07075588
graph_02_mu_0_4_node_131,0.02704112
graph_02_mu_0_4_node_132,0.055459924
graph_02_mu_0_4_node_133,0.05293169
graph_02_mu_0_4_node_134,0.03722575
graph_02_mu_0_4_node_135,0.066614054
