,Entropy
graph_062_mu_0_4_node_0,0.050699815
graph_062_mu_0_4_node_1,0.030147215
graph_062_mu_0_4_node_2,0.054654542
graph_062_mu_0_4_node_3,0.05636148
graph_062_mu_0_4_node_4,0.028637715
graph_062_mu_0_4_node_5,0.04247911
graph_062_mu_0_4_node_6,0.02734929
graph_062_mu_0_4_node_7,0.032698974
graph_062_mu_0_4_node_8,0.105376005
graph_062_mu_0_4_node_9,0.028637715
graph_062_mu_0_4_node_10,0.022713723
graph_062_mu_0_4_node_11,0.028622674
graph_062_mu_0_4_node_12,0.0792387
graph_062_mu_0_4_node_13,0.08287932
graph_062_mu_0_4_node_14,0.030147215
graph_062_mu_0_4_node_15,0.024462601
graph_062_mu_0_4_node_16,0.029275112
graph_062_mu_0_4_node_17,0.06157979
graph_062_mu_0_4_node_18,0.050699815
graph_062_mu_0_4_node_19,0.028637715
graph_062_mu_0_4_node_20,0.038754605
graph_062_mu_0_4_node_21,0.083663985
graph_062_mu_0_4_node_22,0.038605325
graph_062_mu_0_4_node_23,0.08561594
graph_062_mu_0_4_node_24,0.02016719
graph_062_mu_0_4_node_25,0.036334567
graph_062_mu_0_4_node_26,0.02734929
graph_062_mu_0_4_node_27,0.022713723
graph_062_mu_0_4_node_28,0.029275112
graph_062_mu_0_4_node_29,0.07349791
graph_062_mu_0_4_node_30,0.029275112
graph_062_mu_0_4_node_31,0.04097841
graph_062_mu_0_4_node_32,0.0343646
graph_062_mu_0_4_node_33,0.028641364
graph_062_mu_0_4_node_34,0.029275112
graph_062_mu_0_4_node_35,0.045430597
graph_062_mu_0_4_node_36,0.045678664
graph_062_mu_0_4_node_37,0.0343646
graph_062_mu_0_4_node_38,0.028622674
graph_062_mu_0_4_node_39,0.015631748
graph_062_mu_0_4_node_40,0.029275112
graph_062_mu_0_4_node_41,0.0343646
graph_062_mu_0_4_node_42,0.030147215
graph_062_mu_0_4_node_43,0.034737393
graph_062_mu_0_4_node_44,0.025345488
graph_062_mu_0_4_node_45,0.017519418
graph_062_mu_0_4_node_46,0.040408593
graph_062_mu_0_4_node_47,0.0343646
graph_062_mu_0_4_node_48,0.045430597
graph_062_mu_0_4_node_49,0.03340669
graph_062_mu_0_4_node_50,0.022713723
graph_062_mu_0_4_node_51,0.017519418
graph_062_mu_0_4_node_52,0.0343646
graph_062_mu_0_4_node_53,0.048042502
graph_062_mu_0_4_node_54,0.062140077
graph_062_mu_0_4_node_55,0.05712753
graph_062_mu_0_4_node_56,0.052994303
graph_062_mu_0_4_node_57,0.0343646
graph_062_mu_0_4_node_58,0.033976622
graph_062_mu_0_4_node_59,0.05622981
graph_062_mu_0_4_node_60,0.02734929
graph_062_mu_0_4_node_61,0.048042502
graph_062_mu_0_4_node_62,0.024462601
graph_062_mu_0_4_node_63,0.017519418
graph_062_mu_0_4_node_64,0.04097841
graph_062_mu_0_4_node_65,0.05622981
graph_062_mu_0_4_node_66,0.029275112
graph_062_mu_0_4_node_67,0.028637715
graph_062_mu_0_4_node_68,0.04247911
graph_062_mu_0_4_node_69,0.04247911
graph_062_mu_0_4_node_70,0.028622674
graph_062_mu_0_4_node_71,0.04097841
graph_062_mu_0_4_node_72,0.05712753
graph_062_mu_0_4_node_73,0.030147215
graph_062_mu_0_4_node_74,0.036313433
graph_062_mu_0_4_node_75,0.030147215
graph_062_mu_0_4_node_76,0.02734929
graph_062_mu_0_4_node_77,0.08666996
graph_062_mu_0_4_node_78,0.045577068
graph_062_mu_0_4_node_79,0.028637715
graph_062_mu_0_4_node_80,0.025345488
graph_062_mu_0_4_node_81,0.024462601
graph_062_mu_0_4_node_82,0.028637715
graph_062_mu_0_4_node_83,0.022713723
graph_062_mu_0_4_node_84,0.05622981
graph_062_mu_0_4_node_85,0.045430597
graph_062_mu_0_4_node_86,0.028622674
graph_062_mu_0_4_node_87,0.062140077
graph_062_mu_0_4_node_88,0.05622981
graph_062_mu_0_4_node_89,0.030147215
graph_062_mu_0_4_node_90,0.039185684
graph_062_mu_0_4_node_91,0.025345488
graph_062_mu_0_4_node_92,0.028637715
graph_062_mu_0_4_node_93,0.06159607
graph_062_mu_0_4_node_94,0.033976622
graph_062_mu_0_4_node_95,0.032698974
graph_062_mu_0_4_node_96,0.045430597
graph_062_mu_0_4_node_97,0.041507494
graph_062_mu_0_4_node_98,0.062140077
graph_062_mu_0_4_node_99,0.10588689
graph_062_mu_0_4_node_100,0.058822095
