,Entropy
graph_075_mu_0_4_node_0,0.048822805
graph_075_mu_0_4_node_1,0.048907224
graph_075_mu_0_4_node_2,0.029379902
graph_075_mu_0_4_node_3,0.05690728
graph_075_mu_0_4_node_4,0.021310918
graph_075_mu_0_4_node_5,0.02714591
graph_075_mu_0_4_node_6,0.028380034
graph_075_mu_0_4_node_7,0.03569921
graph_075_mu_0_4_node_8,0.038134575
graph_075_mu_0_4_node_9,0.021049283
graph_075_mu_0_4_node_10,0.021752177
graph_075_mu_0_4_node_11,0.027099667
graph_075_mu_0_4_node_12,0.025806457
graph_075_mu_0_4_node_13,0.029348675
graph_075_mu_0_4_node_14,0.021049283
graph_075_mu_0_4_node_15,0.034574408
graph_075_mu_0_4_node_16,0.021815011
graph_075_mu_0_4_node_17,0.030944565
graph_075_mu_0_4_node_18,0.017538927
graph_075_mu_0_4_node_19,0.02775413
graph_075_mu_0_4_node_20,0.037451815
graph_075_mu_0_4_node_21,0.025534973
graph_075_mu_0_4_node_22,0.024537843
graph_075_mu_0_4_node_23,0.035962943
graph_075_mu_0_4_node_24,0.024537843
graph_075_mu_0_4_node_25,0.027099667
graph_075_mu_0_4_node_26,0.032382812
graph_075_mu_0_4_node_27,0.021752177
graph_075_mu_0_4_node_28,0.021049283
graph_075_mu_0_4_node_29,0.016517913
graph_075_mu_0_4_node_30,0.025806457
graph_075_mu_0_4_node_31,0.035962943
graph_075_mu_0_4_node_32,0.017538927
graph_075_mu_0_4_node_33,0.017538927
graph_075_mu_0_4_node_34,0.02775413
graph_075_mu_0_4_node_35,0.021752177
graph_075_mu_0_4_node_36,0.04235088
graph_075_mu_0_4_node_37,0.034574408
graph_075_mu_0_4_node_38,0.021049283
graph_075_mu_0_4_node_39,0.026482344
graph_075_mu_0_4_node_40,0.032382812
graph_075_mu_0_4_node_41,0.042966742
graph_075_mu_0_4_node_42,0.025534973
graph_075_mu_0_4_node_43,0.032382812
graph_075_mu_0_4_node_44,0.021049283
graph_075_mu_0_4_node_45,0.03569921
graph_075_mu_0_4_node_46,0.037451815
graph_075_mu_0_4_node_47,0.016517913
graph_075_mu_0_4_node_48,0.042966742
graph_075_mu_0_4_node_49,0.025534973
graph_075_mu_0_4_node_50,0.060919996
graph_075_mu_0_4_node_51,0.05819229
graph_075_mu_0_4_node_52,0.029379902
graph_075_mu_0_4_node_53,0.02946154
graph_075_mu_0_4_node_54,0.02714591
graph_075_mu_0_4_node_55,0.025534973
graph_075_mu_0_4_node_56,0.038961753
graph_075_mu_0_4_node_57,0.05762959
graph_075_mu_0_4_node_58,0.017538927
graph_075_mu_0_4_node_59,0.027099667
