,Entropy
graph_047_mu_0_4_node_0,0.026373701
graph_047_mu_0_4_node_1,0.045982514
graph_047_mu_0_4_node_2,0.043236565
graph_047_mu_0_4_node_3,0.030762786
graph_047_mu_0_4_node_4,0.09224386
graph_047_mu_0_4_node_5,0.045510393
graph_047_mu_0_4_node_6,0.030673474
graph_047_mu_0_4_node_7,0.031443037
graph_047_mu_0_4_node_8,0.09462214
graph_047_mu_0_4_node_9,0.0844398
graph_047_mu_0_4_node_10,0.05522223
graph_047_mu_0_4_node_11,0.0243203
graph_047_mu_0_4_node_12,0.053963903
graph_047_mu_0_4_node_13,0.036426365
graph_047_mu_0_4_node_14,0.02972998
graph_047_mu_0_4_node_15,0.0243203
graph_047_mu_0_4_node_16,0.10041121
graph_047_mu_0_4_node_17,0.043236565
graph_047_mu_0_4_node_18,0.043236565
graph_047_mu_0_4_node_19,0.026963232
graph_047_mu_0_4_node_20,0.030673474
graph_047_mu_0_4_node_21,0.043236565
graph_047_mu_0_4_node_22,0.030762786
graph_047_mu_0_4_node_23,0.023518173
graph_047_mu_0_4_node_24,0.053963903
graph_047_mu_0_4_node_25,0.051423147
graph_047_mu_0_4_node_26,0.052177172
graph_047_mu_0_4_node_27,0.054618996
graph_047_mu_0_4_node_28,0.05609665
graph_047_mu_0_4_node_29,0.046007335
graph_047_mu_0_4_node_30,0.036426365
graph_047_mu_0_4_node_31,0.04582183
graph_047_mu_0_4_node_32,0.011334993
graph_047_mu_0_4_node_33,0.0243203
graph_047_mu_0_4_node_34,0.026963232
graph_047_mu_0_4_node_35,0.028184408
graph_047_mu_0_4_node_36,0.036426365
graph_047_mu_0_4_node_37,0.05518587
graph_047_mu_0_4_node_38,0.05920189
graph_047_mu_0_4_node_39,0.02151799
graph_047_mu_0_4_node_40,0.0333653
graph_047_mu_0_4_node_41,0.053963903
graph_047_mu_0_4_node_42,0.019540222
graph_047_mu_0_4_node_43,0.03961711
graph_047_mu_0_4_node_44,0.056056388
graph_047_mu_0_4_node_45,0.0243203
graph_047_mu_0_4_node_46,0.05518587
graph_047_mu_0_4_node_47,0.053963903
graph_047_mu_0_4_node_48,0.036625516
graph_047_mu_0_4_node_49,0.04582183
graph_047_mu_0_4_node_50,0.0939639
graph_047_mu_0_4_node_51,0.032456063
graph_047_mu_0_4_node_52,0.019540222
graph_047_mu_0_4_node_53,0.07465491
graph_047_mu_0_4_node_54,0.03452974
graph_047_mu_0_4_node_55,0.054570626
graph_047_mu_0_4_node_56,0.02151799
graph_047_mu_0_4_node_57,0.043236565
graph_047_mu_0_4_node_58,0.05681562
graph_047_mu_0_4_node_59,0.052766316
graph_047_mu_0_4_node_60,0.026142662
graph_047_mu_0_4_node_61,0.028184408
graph_047_mu_0_4_node_62,0.021452866
graph_047_mu_0_4_node_63,0.056056388
graph_047_mu_0_4_node_64,0.024596324
graph_047_mu_0_4_node_65,0.053963903
graph_047_mu_0_4_node_66,0.01764638
graph_047_mu_0_4_node_67,0.08467223
graph_047_mu_0_4_node_68,0.036625516
graph_047_mu_0_4_node_69,0.026142662
graph_047_mu_0_4_node_70,0.026963232
graph_047_mu_0_4_node_71,0.04310625
graph_047_mu_0_4_node_72,0.034525845
graph_047_mu_0_4_node_73,0.04420151
graph_047_mu_0_4_node_74,0.011334993
graph_047_mu_0_4_node_75,0.051736016
graph_047_mu_0_4_node_76,0.0333653
graph_047_mu_0_4_node_77,0.024858784
graph_047_mu_0_4_node_78,0.026963232
graph_047_mu_0_4_node_79,0.043236565
graph_047_mu_0_4_node_80,0.019540222
graph_047_mu_0_4_node_81,0.05920189
graph_047_mu_0_4_node_82,0.02972998
graph_047_mu_0_4_node_83,0.056056388
graph_047_mu_0_4_node_84,0.046265222
graph_047_mu_0_4_node_85,0.053243667
graph_047_mu_0_4_node_86,0.026373701
graph_047_mu_0_4_node_87,0.026373701
graph_047_mu_0_4_node_88,0.043236565
graph_047_mu_0_4_node_89,0.026142662
graph_047_mu_0_4_node_90,0.04288859
graph_047_mu_0_4_node_91,0.019253677
graph_047_mu_0_4_node_92,0.021452866
graph_047_mu_0_4_node_93,0.05920189
graph_047_mu_0_4_node_94,0.026963232
graph_047_mu_0_4_node_95,0.02151799
graph_047_mu_0_4_node_96,0.06575053
graph_047_mu_0_4_node_97,0.023518173
graph_047_mu_0_4_node_98,0.030762786
graph_047_mu_0_4_node_99,0.042822625
graph_047_mu_0_4_node_100,0.045993775
graph_047_mu_0_4_node_101,0.030762786
graph_047_mu_0_4_node_102,0.02151799
graph_047_mu_0_4_node_103,0.047583204
graph_047_mu_0_4_node_104,0.019253677
graph_047_mu_0_4_node_105,0.02151799
graph_047_mu_0_4_node_106,0.026142662
graph_047_mu_0_4_node_107,0.024596324
graph_047_mu_0_4_node_108,0.02533149
graph_047_mu_0_4_node_109,0.026142662
graph_047_mu_0_4_node_110,0.053963903
graph_047_mu_0_4_node_111,0.0333653
graph_047_mu_0_4_node_112,0.036625516
graph_047_mu_0_4_node_113,0.05518587
graph_047_mu_0_4_node_114,0.034525845
graph_047_mu_0_4_node_115,0.053963903
graph_047_mu_0_4_node_116,0.03452974
graph_047_mu_0_4_node_117,0.026963232
graph_047_mu_0_4_node_118,0.019253677
graph_047_mu_0_4_node_119,0.027741643
graph_047_mu_0_4_node_120,0.02151799
graph_047_mu_0_4_node_121,0.043236565
graph_047_mu_0_4_node_122,0.03452974
graph_047_mu_0_4_node_123,0.05920189
graph_047_mu_0_4_node_124,0.011334993
graph_047_mu_0_4_node_125,0.06553948
graph_047_mu_0_4_node_126,0.011334993
graph_047_mu_0_4_node_127,0.026142662
graph_047_mu_0_4_node_128,0.030762786
graph_047_mu_0_4_node_129,0.02151799
graph_047_mu_0_4_node_130,0.02533149
graph_047_mu_0_4_node_131,0.01764638
graph_047_mu_0_4_node_132,0.032456063
graph_047_mu_0_4_node_133,0.030673474
graph_047_mu_0_4_node_134,0.030673474
graph_047_mu_0_4_node_135,0.026142662
graph_047_mu_0_4_node_136,0.032456063
graph_047_mu_0_4_node_137,0.030762786
graph_047_mu_0_4_node_138,0.030673474
graph_047_mu_0_4_node_139,0.026373701
graph_047_mu_0_4_node_140,0.019540222
graph_047_mu_0_4_node_141,0.04294586
graph_047_mu_0_4_node_142,0.0243203
graph_047_mu_0_4_node_143,0.01764638
graph_047_mu_0_4_node_144,0.026373701
graph_047_mu_0_4_node_145,0.011334993
graph_047_mu_0_4_node_146,0.030762786
graph_047_mu_0_4_node_147,0.054618996
graph_047_mu_0_4_node_148,0.04582183
graph_047_mu_0_4_node_149,0.03452974
graph_047_mu_0_4_node_150,0.026373701
graph_047_mu_0_4_node_151,0.046265222
graph_047_mu_0_4_node_152,0.046265222
graph_047_mu_0_4_node_153,0.030673474
graph_047_mu_0_4_node_154,0.05517008
graph_047_mu_0_4_node_155,0.03961711
graph_047_mu_0_4_node_156,0.06511302
graph_047_mu_0_4_node_157,0.019253677
graph_047_mu_0_4_node_158,0.05284466
graph_047_mu_0_4_node_159,0.028184408
graph_047_mu_0_4_node_160,0.026142662
graph_047_mu_0_4_node_161,0.0243203
