,Entropy
graph_016_mu_0_4_node_0,0.09091176
graph_016_mu_0_4_node_1,0.026684288
graph_016_mu_0_4_node_2,0.027537176
graph_016_mu_0_4_node_3,0.049165633
graph_016_mu_0_4_node_4,0.037636314
graph_016_mu_0_4_node_5,0.035283525
graph_016_mu_0_4_node_6,0.051429152
graph_016_mu_0_4_node_7,0.06310432
graph_016_mu_0_4_node_8,0.02535612
graph_016_mu_0_4_node_9,0.03361135
graph_016_mu_0_4_node_10,0.12704709
graph_016_mu_0_4_node_11,0.029194348
graph_016_mu_0_4_node_12,0.06310432
graph_016_mu_0_4_node_13,0.121886
graph_016_mu_0_4_node_14,0.029194348
graph_016_mu_0_4_node_15,0.051429152
graph_016_mu_0_4_node_16,0.03953071
graph_016_mu_0_4_node_17,0.028668646
graph_016_mu_0_4_node_18,0.03953071
graph_016_mu_0_4_node_19,0.056444395
graph_016_mu_0_4_node_20,0.028668646
graph_016_mu_0_4_node_21,0.06272496
graph_016_mu_0_4_node_22,0.052169874
graph_016_mu_0_4_node_23,0.03361135
graph_016_mu_0_4_node_24,0.017888015
graph_016_mu_0_4_node_25,0.026684288
graph_016_mu_0_4_node_26,0.037636314
graph_016_mu_0_4_node_27,0.075828016
graph_016_mu_0_4_node_28,0.12376866
graph_016_mu_0_4_node_29,0.026670218
graph_016_mu_0_4_node_30,0.053051803
graph_016_mu_0_4_node_31,0.03953071
graph_016_mu_0_4_node_32,0.037713975
graph_016_mu_0_4_node_33,0.028202297
graph_016_mu_0_4_node_34,0.06310432
graph_016_mu_0_4_node_35,0.03734429
graph_016_mu_0_4_node_36,0.03734429
graph_016_mu_0_4_node_37,0.02535612
graph_016_mu_0_4_node_38,0.06310432
graph_016_mu_0_4_node_39,0.03953071
graph_016_mu_0_4_node_40,0.06427698
graph_016_mu_0_4_node_41,0.030707687
graph_016_mu_0_4_node_42,0.14120257
graph_016_mu_0_4_node_43,0.026670218
graph_016_mu_0_4_node_44,0.051429152
graph_016_mu_0_4_node_45,0.051429152
graph_016_mu_0_4_node_46,0.03953071
graph_016_mu_0_4_node_47,0.049165633
graph_016_mu_0_4_node_48,0.026943108
graph_016_mu_0_4_node_49,0.017888015
graph_016_mu_0_4_node_50,0.03734429
graph_016_mu_0_4_node_51,0.13281862
graph_016_mu_0_4_node_52,0.029195258
graph_016_mu_0_4_node_53,0.028202297
graph_016_mu_0_4_node_54,0.028202297
graph_016_mu_0_4_node_55,0.056444395
graph_016_mu_0_4_node_56,0.063238256
graph_016_mu_0_4_node_57,0.026943108
graph_016_mu_0_4_node_58,0.062459417
graph_016_mu_0_4_node_59,0.03734429
graph_016_mu_0_4_node_60,0.035283525
graph_016_mu_0_4_node_61,0.09629626
graph_016_mu_0_4_node_62,0.06150042
graph_016_mu_0_4_node_63,0.062208004
graph_016_mu_0_4_node_64,0.052169874
graph_016_mu_0_4_node_65,0.017888015
graph_016_mu_0_4_node_66,0.09143517
graph_016_mu_0_4_node_67,0.036819
graph_016_mu_0_4_node_68,0.037636314
graph_016_mu_0_4_node_69,0.028668646
graph_016_mu_0_4_node_70,0.017888015
graph_016_mu_0_4_node_71,0.062208004
graph_016_mu_0_4_node_72,0.03953071
graph_016_mu_0_4_node_73,0.11107382
graph_016_mu_0_4_node_74,0.06260353
graph_016_mu_0_4_node_75,0.036819
graph_016_mu_0_4_node_76,0.028668646
graph_016_mu_0_4_node_77,0.03953071
graph_016_mu_0_4_node_78,0.03361135
graph_016_mu_0_4_node_79,0.027054043
graph_016_mu_0_4_node_80,0.03361135
graph_016_mu_0_4_node_81,0.052169874
graph_016_mu_0_4_node_82,0.052169874
graph_016_mu_0_4_node_83,0.049165633
graph_016_mu_0_4_node_84,0.062459417
graph_016_mu_0_4_node_85,0.035283525
graph_016_mu_0_4_node_86,0.027054043
graph_016_mu_0_4_node_87,0.09089811
graph_016_mu_0_4_node_88,0.14298573
graph_016_mu_0_4_node_89,0.06365205
graph_016_mu_0_4_node_90,0.037636314
graph_016_mu_0_4_node_91,0.062208004
graph_016_mu_0_4_node_92,0.049165633
graph_016_mu_0_4_node_93,0.027537176
graph_016_mu_0_4_node_94,0.037636314
graph_016_mu_0_4_node_95,0.037636314
graph_016_mu_0_4_node_96,0.056444395
graph_016_mu_0_4_node_97,0.052169874
graph_016_mu_0_4_node_98,0.056444395
graph_016_mu_0_4_node_99,0.030707687
graph_016_mu_0_4_node_100,0.03734429
graph_016_mu_0_4_node_101,0.02377785
graph_016_mu_0_4_node_102,0.026670218
graph_016_mu_0_4_node_103,0.026943108
graph_016_mu_0_4_node_104,0.029195258
graph_016_mu_0_4_node_105,0.029195258
graph_016_mu_0_4_node_106,0.07508703
graph_016_mu_0_4_node_107,0.09268753
graph_016_mu_0_4_node_108,0.052169874
graph_016_mu_0_4_node_109,0.02377785
graph_016_mu_0_4_node_110,0.049165633
graph_016_mu_0_4_node_111,0.051429152
graph_016_mu_0_4_node_112,0.026670218
graph_016_mu_0_4_node_113,0.028668646
graph_016_mu_0_4_node_114,0.09267031
graph_016_mu_0_4_node_115,0.08549391
graph_016_mu_0_4_node_116,0.026670218
graph_016_mu_0_4_node_117,0.026670218
graph_016_mu_0_4_node_118,0.10575858
graph_016_mu_0_4_node_119,0.03734429
graph_016_mu_0_4_node_120,0.027054043
graph_016_mu_0_4_node_121,0.051507164
graph_016_mu_0_4_node_122,0.053940427
graph_016_mu_0_4_node_123,0.026670218
graph_016_mu_0_4_node_124,0.030707687
graph_016_mu_0_4_node_125,0.026943108
graph_016_mu_0_4_node_126,0.09168977
graph_016_mu_0_4_node_127,0.06659917
graph_016_mu_0_4_node_128,0.051429152
graph_016_mu_0_4_node_129,0.027054043
graph_016_mu_0_4_node_130,0.13229474
graph_016_mu_0_4_node_131,0.026943108
graph_016_mu_0_4_node_132,0.117053
graph_016_mu_0_4_node_133,0.028668646
graph_016_mu_0_4_node_134,0.02535612
graph_016_mu_0_4_node_135,0.06796721
graph_016_mu_0_4_node_136,0.026943108
graph_016_mu_0_4_node_137,0.037794504
graph_016_mu_0_4_node_138,0.045057483
graph_016_mu_0_4_node_139,0.030707687
graph_016_mu_0_4_node_140,0.06242412
graph_016_mu_0_4_node_141,0.026943108
graph_016_mu_0_4_node_142,0.026684288
graph_016_mu_0_4_node_143,0.06310432
graph_016_mu_0_4_node_144,0.027054043
graph_016_mu_0_4_node_145,0.03953071
graph_016_mu_0_4_node_146,0.03953071
graph_016_mu_0_4_node_147,0.03953071
graph_016_mu_0_4_node_148,0.027537176
graph_016_mu_0_4_node_149,0.03953071
graph_016_mu_0_4_node_150,0.017888015
graph_016_mu_0_4_node_151,0.056444395
graph_016_mu_0_4_node_152,0.027054043
graph_016_mu_0_4_node_153,0.061627556
graph_016_mu_0_4_node_154,0.03734429
graph_016_mu_0_4_node_155,0.026943108
graph_016_mu_0_4_node_156,0.1415235
graph_016_mu_0_4_node_157,0.03361135
graph_016_mu_0_4_node_158,0.03734429
graph_016_mu_0_4_node_159,0.037636314
graph_016_mu_0_4_node_160,0.026943108
graph_016_mu_0_4_node_161,0.027537176
