,Entropy
graph_0103_mu_0_4_node_0,0.023798931
graph_0103_mu_0_4_node_1,0.06955104
graph_0103_mu_0_4_node_2,0.025845706
graph_0103_mu_0_4_node_3,0.024128046
graph_0103_mu_0_4_node_4,0.026314773
graph_0103_mu_0_4_node_5,0.038661133
graph_0103_mu_0_4_node_6,0.06841815
graph_0103_mu_0_4_node_7,0.06964557
graph_0103_mu_0_4_node_8,0.046130005
graph_0103_mu_0_4_node_9,0.02148824
graph_0103_mu_0_4_node_10,0.038661133
graph_0103_mu_0_4_node_11,0.041123163
graph_0103_mu_0_4_node_12,0.023798931
graph_0103_mu_0_4_node_13,0.03960199
graph_0103_mu_0_4_node_14,0.025664799
graph_0103_mu_0_4_node_15,0.045218833
graph_0103_mu_0_4_node_16,0.04498845
graph_0103_mu_0_4_node_17,0.038661133
graph_0103_mu_0_4_node_18,0.05006328
graph_0103_mu_0_4_node_19,0.045127273
graph_0103_mu_0_4_node_20,0.02148824
graph_0103_mu_0_4_node_21,0.02148824
graph_0103_mu_0_4_node_22,0.03792328
graph_0103_mu_0_4_node_23,0.05194416
graph_0103_mu_0_4_node_24,0.052085243
graph_0103_mu_0_4_node_25,0.04498845
graph_0103_mu_0_4_node_26,0.030624218
graph_0103_mu_0_4_node_27,0.045218833
graph_0103_mu_0_4_node_28,0.03792328
graph_0103_mu_0_4_node_29,0.12047371
graph_0103_mu_0_4_node_30,0.024910336
graph_0103_mu_0_4_node_31,0.046235785
graph_0103_mu_0_4_node_32,0.039648805
graph_0103_mu_0_4_node_33,0.044731036
graph_0103_mu_0_4_node_34,0.044731036
graph_0103_mu_0_4_node_35,0.05628865
graph_0103_mu_0_4_node_36,0.043180995
graph_0103_mu_0_4_node_37,0.038661133
graph_0103_mu_0_4_node_38,0.034645133
graph_0103_mu_0_4_node_39,0.039648805
graph_0103_mu_0_4_node_40,0.034645133
graph_0103_mu_0_4_node_41,0.038661133
graph_0103_mu_0_4_node_42,0.02388489
graph_0103_mu_0_4_node_43,0.024128046
graph_0103_mu_0_4_node_44,0.025664799
graph_0103_mu_0_4_node_45,0.025664799
graph_0103_mu_0_4_node_46,0.04629914
graph_0103_mu_0_4_node_47,0.019502226
graph_0103_mu_0_4_node_48,0.019693961
graph_0103_mu_0_4_node_49,0.06841815
graph_0103_mu_0_4_node_50,0.026314773
graph_0103_mu_0_4_node_51,0.039648805
graph_0103_mu_0_4_node_52,0.045218833
graph_0103_mu_0_4_node_53,0.024128046
graph_0103_mu_0_4_node_54,0.028143262
graph_0103_mu_0_4_node_55,0.025664799
graph_0103_mu_0_4_node_56,0.030868364
graph_0103_mu_0_4_node_57,0.030624218
graph_0103_mu_0_4_node_58,0.039648805
graph_0103_mu_0_4_node_59,0.03048025
graph_0103_mu_0_4_node_60,0.019693961
graph_0103_mu_0_4_node_61,0.06740953
graph_0103_mu_0_4_node_62,0.06824728
graph_0103_mu_0_4_node_63,0.029040804
graph_0103_mu_0_4_node_64,0.034645133
graph_0103_mu_0_4_node_65,0.01922413
graph_0103_mu_0_4_node_66,0.045218833
graph_0103_mu_0_4_node_67,0.030868364
graph_0103_mu_0_4_node_68,0.04498845
graph_0103_mu_0_4_node_69,0.028487792
graph_0103_mu_0_4_node_70,0.03048025
graph_0103_mu_0_4_node_71,0.024128046
graph_0103_mu_0_4_node_72,0.019502226
graph_0103_mu_0_4_node_73,0.044731036
graph_0103_mu_0_4_node_74,0.02148824
